Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Raymond Arcand,Marie-Philippe Gagnon Gauthier,Chamroeun Khuon,Hélène Lefebvre,Marie-Christine Richard,Daniel Vaillancourt,Dominique Vien,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 178","Lévis",4,32,1,4,78,64,92,1,276,600
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 179","Lévis",Merged with No./Fusionné avec le n°405,,,,,,,,,5
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 180A","Lévis",4,14,2,4,67,58,71,8,228,825
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 180B","Lévis",11,29,2,2,55,51,91,4,245,792
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 181","Saint-Henri",4,4,0,1,24,10,81,1,125,309
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 182","Saint-Henri",0,8,0,1,29,10,103,1,152,368
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 183","Saint-Henri",8,8,0,7,45,19,96,5,188,442
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 184","Saint-Henri",2,1,1,3,13,9,52,4,85,229
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 185","Saint-Henri",3,7,1,2,35,23,99,9,179,422
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 186","Saint-Henri",8,6,2,2,12,7,77,4,118,325
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 187","Saint-Henri",8,4,0,2,14,10,52,0,90,307
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 188","Saint-Henri",4,2,0,0,14,9,41,1,71,244
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 189","Saint-Henri",2,6,0,0,35,11,96,3,153,367
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 190","Saint-Henri",6,5,0,4,25,5,86,1,132,364
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 191","Saint-Henri",5,9,0,4,18,12,95,1,144,408
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 192","Saint-Henri",5,5,0,2,24,13,124,5,178,432
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 193","Honfleur",6,4,0,4,16,14,120,2,166,331
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 194","Honfleur",3,6,0,1,21,11,131,3,176,320
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 195","Saint-Camille-de-Lellis",9,3,0,1,25,17,127,1,183,344
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 196","Saint-Camille-de-Lellis",2,0,1,0,20,11,120,1,155,298
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 197","Sainte-Sabine",5,4,0,5,50,31,112,0,207,320
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 198","Saint-Luc-de-Bellechasse",9,5,0,3,43,30,120,6,216,380
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 199A","Saint-Nazaire-de-Dorchester",5,8,2,3,36,13,118,2,187,283
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 199B","Mobile poll/Bureau itinérant",Results combined with no. 199A/Résultats combinés au n° 199A,,,,,,,,,5
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 200","Saint-Anselme",6,11,2,1,31,9,94,3,157,379
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 201","Saint-Anselme",4,4,0,2,14,10,73,4,111,291
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 202","Saint-Anselme",0,5,1,0,18,8,55,4,91,212
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 203","Saint-Anselme",4,1,0,2,23,11,92,0,133,296
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 204","Saint-Anselme",8,11,2,1,33,18,158,1,232,538
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 205","Saint-Anselme",4,0,1,2,14,11,71,1,104,273
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 206","Saint-Anselme",2,5,0,0,25,9,95,2,138,366
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 207","Saint-Anselme",2,1,0,1,19,12,63,0,98,348
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 208","Saint-Anselme",4,6,0,3,15,10,102,2,142,399
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 209","Sainte-Claire",6,3,0,0,27,7,73,1,117,302
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 210","Sainte-Claire",4,5,1,1,12,0,65,4,92,267
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 211","Sainte-Claire",3,5,1,2,29,17,121,2,180,493
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 212","Sainte-Claire",9,2,0,1,23,5,77,1,118,295
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 213","Sainte-Claire",2,3,0,0,30,11,134,4,184,405
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 214","Sainte-Claire",4,4,0,1,16,8,71,0,104,228
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 215","Sainte-Claire",2,5,3,2,46,11,114,4,187,471
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 216","Sainte-Claire",4,1,1,1,15,9,65,1,97,240
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 217","Saint-Malachie",8,4,0,1,35,14,110,2,174,340
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 218","Saint-Malachie",6,7,0,4,31,11,76,8,143,276
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 219","Saint-Malachie",6,5,1,0,31,15,109,3,170,319
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 220","Saint-Malachie",8,10,0,5,25,14,104,9,175,305
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 221","Sainte-Justine",8,7,0,0,22,21,77,2,137,316
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 222","Sainte-Justine",4,5,0,1,15,26,110,0,161,351
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 223","Sainte-Justine",5,0,0,2,30,16,83,1,137,286
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 224","Sainte-Justine",6,9,1,0,23,21,88,1,149,399
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 225","Saint-Léon-de-Standon",9,4,2,0,22,19,103,0,159,327
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 226","Saint-Léon-de-Standon",4,4,0,1,41,16,120,1,187,303
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 227","Saint-Léon-de-Standon",1,3,1,1,23,15,76,4,124,268
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 228","Lac-Etchemin",4,4,3,0,23,15,76,5,130,419
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 229","Lac-Etchemin",9,2,0,0,15,10,64,4,104,382
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 230","Lac-Etchemin",1,2,0,0,5,1,53,1,63,216
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 231","Lac-Etchemin",7,1,0,0,18,9,84,7,126,307
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 232","Lac-Etchemin",5,1,0,1,17,12,40,2,78,236
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 233","Lac-Etchemin",4,2,0,1,10,3,33,3,56,240
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 234","Saint-Cyprien",15,8,2,4,42,23,152,11,257,432
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 235","Lac-Etchemin",1,4,0,1,19,16,66,4,111,332
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 236","Lac-Etchemin",7,2,1,0,15,10,82,3,120,385
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 237","Lac-Etchemin",1,8,0,1,19,14,64,4,111,332
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 238","Lac-Etchemin",10,0,1,2,18,6,63,4,104,266
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 239","Sainte-Rose-de-Watford",2,5,1,1,13,7,76,4,109,262
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 240","Sainte-Rose-de-Watford",4,6,1,2,20,15,105,3,156,363
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 241","Saint-Louis-de-Gonzague",9,8,0,5,22,24,94,9,171,314
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 400","Mobile poll/Bureau itinérant",3,2,1,1,11,34,28,3,83,94
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 401","Mobile poll/Bureau itinérant",5,1,2,3,28,72,61,1,173,223
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 402","Mobile poll/Bureau itinérant",5,3,0,0,16,62,44,2,132,178
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 403","Mobile poll/Bureau itinérant",2,0,2,1,9,24,13,4,55,85
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 404","Lévis",Void/Supprimé,,,,,,,,,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 405","Lévis",16,1,2,3,52,86,90,4,254,378
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 406","Mobile poll/Bureau itinérant",0,0,0,0,0,8,6,0,14,30
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 407","Lévis",5,2,2,0,23,43,25,2,102,167
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 408","Lévis",17,3,0,0,58,104,89,8,279,373
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 409","Mobile poll/Bureau itinérant",4,0,0,1,13,22,69,0,109,152
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 500","Mobile poll/Bureau itinérant",2,0,0,0,2,12,8,0,24,37
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 501","Mobile poll/Bureau itinérant",0,0,0,0,3,7,3,0,13,71
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 502","Mobile poll/Bureau itinérant",0,0,0,0,1,2,1,0,4,16
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 503","Lévis",Merged with No./Fusionné avec le n°135,,,,,,,,,0
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 504","Mobile poll/Bureau itinérant",0,1,0,2,6,23,14,0,46,60
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 505","Mobile poll/Bureau itinérant",0,0,0,0,2,13,4,1,20,59
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 506","Mobile poll/Bureau itinérant",5,1,0,2,13,25,24,2,72,77
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 507","Mobile poll/Bureau itinérant",1,2,1,1,6,20,14,1,46,80
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 508","Mobile poll/Bureau itinérant",0,3,1,3,7,24,12,1,51,78
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 509","Lévis",Merged with No./Fusionné avec le n°46,,,,,,,,,4
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 510","Mobile poll/Bureau itinérant",2,1,0,0,9,12,11,0,35,40
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 511","Mobile poll/Bureau itinérant",1,1,1,1,1,6,3,1,15,27
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 512","Mobile poll/Bureau itinérant",3,2,1,1,2,5,3,1,18,24
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 513","Mobile poll/Bureau itinérant",1,1,1,0,2,18,2,0,25,46
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 514","Lévis",Merged with No./Fusionné avec le n°61,,,,,,,,,34
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 515","Mobile poll/Bureau itinérant",0,1,0,0,2,13,7,2,25,61
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 516","Mobile poll/Bureau itinérant",3,1,0,3,3,9,3,3,25,31
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 517","Mobile poll/Bureau itinérant",5,1,4,4,11,30,21,5,81,129
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 518","Lévis",Merged with No./Fusionné avec le n°36,,,,,,,,,0
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 519","Lévis",Merged with No./Fusionné avec le n°36,,,,,,,,,0
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 520","Mobile poll/Bureau itinérant",1,0,0,0,0,0,3,0,4,32
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 521","Lévis",Merged with No./Fusionné avec le n°39,,,,,,,,,133
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 522","Mobile poll/Bureau itinérant",3,0,0,1,3,7,7,0,21,31
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 523","Mobile poll/Bureau itinérant",4,2,1,1,10,31,39,1,89,128
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 524","Saint-Michel-de-Bellechasse",Merged with No./Fusionné avec le n°4,,,,,,,,,16
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 525","Saint-Charles-de-Bellechasse",Merged with No./Fusionné avec le n°66,,,,,,,,,26
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 526","Mobile poll/Bureau itinérant",2,0,0,0,2,5,18,0,27,45
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 527","Mobile poll/Bureau itinérant",1,2,0,0,1,4,1,0,9,12
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 528","Mobile poll/Bureau itinérant",2,0,0,1,1,8,6,0,18,32
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 529","Mobile poll/Bureau itinérant",0,0,0,0,0,2,4,0,6,18
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 530","Mobile poll/Bureau itinérant",0,0,0,0,2,5,9,0,16,17
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 531","Mobile poll/Bureau itinérant",0,0,0,0,0,1,2,0,3,13
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 532","Mobile poll/Bureau itinérant",0,0,0,0,1,3,6,0,10,14
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 533","Armagh",Merged with No./Fusionné avec le n°15,,,,,,,,,2
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 534","Mobile poll/Bureau itinérant",0,1,1,0,1,0,5,0,8,10
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 535","Mobile poll/Bureau itinérant",1,0,0,0,4,2,8,0,15,40
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 536","Mobile poll/Bureau itinérant",1,0,0,0,2,2,6,0,11,28
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 537","Mobile poll/Bureau itinérant",0,0,0,0,6,5,17,0,28,30
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 538","Mobile poll/Bureau itinérant",0,0,1,0,0,8,1,0,10,34
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 539","Mobile poll/Bureau itinérant",0,1,0,0,0,1,4,0,6,20
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 540","Mobile poll/Bureau itinérant",0,1,0,1,2,0,3,0,7,9
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 541","Mobile poll/Bureau itinérant",1,1,0,2,5,7,21,0,37,58
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 542","Mobile poll/Bureau itinérant",2,0,0,1,1,9,29,2,44,50
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 543","Mobile poll/Bureau itinérant",1,0,0,0,2,6,7,0,16,43
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 544","Saint-Damien-de-Buckland",Merged with No./Fusionné avec le n°152,,,,,,,,,2
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 545","Saint-Damien-de-Buckland",Merged with No./Fusionné avec le n°152,,,,,,,,,2
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 546","Mobile poll/Bureau itinérant",5,0,0,0,3,29,22,0,59,103
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 547","Mobile poll/Bureau itinérant",1,0,0,0,1,5,16,0,23,2
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 548","Mobile poll/Bureau itinérant",0,0,1,0,0,5,3,0,9,11
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 549","Mobile poll/Bureau itinérant",0,2,0,1,3,8,8,0,22,28
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 550","Mobile poll/Bureau itinérant",0,1,0,1,3,5,9,0,19,31
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 551","Lac-Etchemin",Merged with No./Fusionné avec le n°232,,,,,,,,,6
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 552","Mobile poll/Bureau itinérant",0,0,0,0,0,12,12,1,25,38
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 553","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 554","Mobile poll/Bureau itinérant",1,0,0,0,0,14,1,0,16,20
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 555","Mobile poll/Bureau itinérant",3,1,2,0,12,37,27,1,83,105
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 556","Mobile poll/Bureau itinérant",3,1,0,1,2,70,7,1,85,128
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 557","Sainte-Rose-de-Watford",Merged with No./Fusionné avec le n°239,,,,,,,,,1
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 558","Mobile poll/Bureau itinérant",0,0,0,0,0,2,9,0,11,15
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 559","Mobile poll/Bureau itinérant",0,0,0,0,1,2,6,3,12,13
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 600","Saint-Michel-de-Bellechasse",13,20,4,4,211,124,292,12,680,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 601","Beaumont",14,10,2,6,155,83,324,12,606,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 602","Lévis",24,38,4,12,379,235,701,14,1407,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 603","Lévis",39,81,8,23,463,304,621,23,1562,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 604","Lévis",21,52,8,11,286,204,323,14,919,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 605","Lévis",18,47,7,8,356,213,486,25,1160,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 606","Lévis",53,44,7,10,364,255,611,23,1367,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 607","Lévis",34,48,7,16,431,286,628,20,1470,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 608","Lévis",37,57,7,20,514,324,655,18,1632,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 609","Lévis",38,77,2,17,551,251,743,20,1699,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 610","Lévis",18,52,6,16,321,198,650,11,1272,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 611","Lévis",41,66,8,18,365,201,986,22,1707,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 612","Saint-Charles",5,7,0,8,88,52,260,4,424,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 613","Saint-Raphaël--Saint-Gervais",22,10,2,5,86,57,328,11,521,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 614","Saint-Henri",21,31,2,6,163,128,769,9,1129,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 615","Saint-Anselme",39,22,1,4,123,87,687,11,974,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 616","Saint-Nérée",8,5,0,2,71,33,174,4,297,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 617","Sainte-Claire",31,6,2,5,133,82,558,7,824,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 618","Saint-Damien-de-Buckland",14,14,3,3,124,55,389,8,610,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 619","Sainte-Sabine",20,14,3,5,108,52,326,2,530,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 620","Lac-Etchemin",45,15,3,7,206,123,697,26,1122,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 621","Saint-Cyprien--Sainte-Rose-de-Watford",8,3,1,3,39,21,117,3,195,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis",,Group 1/Groupe 1, 4,40,0,9,75,49,92,23,292,83
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis",,Group 2/Groupe 2, 30,84,19,25,558,448,926,76,2166,
