Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Brisbin,Jeff Golka,John Irwin,Damien Kurek,Leah Diane McLeod,Tonya Ratushniak,Dennis Trepanier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 519","Galahad",Merged with No./Fusionné avec le n°111,,,,,,,,,5
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 520","Mobile poll/Bureau itinérant",0,0,0,4,0,1,0,0,5,3
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°100,,,,,,,,,89
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 522","Galahad",Merged with No./Fusionné avec le n°96,,,,,,,,,16
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°110,,,,,,,,,112
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 524","Mobile poll/Bureau itinérant",1,1,2,11,2,0,0,1,18,36
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°124,,,,,,,,,66
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 526","Mobile poll/Bureau itinérant",0,0,2,27,2,0,0,0,31,46
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 527","Stettler",Merged with No./Fusionné avec le n°121,,,,,,,,,8
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 528","Mobile poll/Bureau itinérant",1,1,0,22,5,1,2,0,32,45
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 529","Castor",Merged with No./Fusionné avec le n°136,,,,,,,,,2
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 530","Coronation",Merged with No./Fusionné avec le n°160,,,,,,,,,28
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 531","Mobile poll/Bureau itinérant",0,0,0,28,3,1,0,0,32,53
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 532","Provost",Merged with No./Fusionné avec le n°155,,,,,,,,,20
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 533","Camrose",Merged with No./Fusionné avec le n°49,,,,,,,,,23
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 534","Mobile poll/Bureau itinérant",0,1,0,31,3,0,0,1,36,55
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 535","Three Hills",Merged with No./Fusionné avec le n°164,,,,,,,,,3
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 536","Mobile poll/Bureau itinérant",3,0,2,15,8,2,1,0,31,37
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 537","Mobile poll/Bureau itinérant",2,1,0,33,5,4,0,0,45,93
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 538","Hanna",Merged with No./Fusionné avec le n°179,,,,,,,,,23
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 539","Mobile poll/Bureau itinérant",1,1,0,21,3,1,1,0,28,1
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 540","Consort",Merged with No./Fusionné avec le n°172,,,,,,,,,3
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 541","Mobile poll/Bureau itinérant",0,0,0,19,0,1,0,0,20,12
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 542","Mobile poll/Bureau itinérant",0,0,1,32,5,0,0,0,38,58
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 543","Mobile poll/Bureau itinérant",0,0,0,16,5,0,0,1,22,24
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 600","Camrose County",16,40,7,840,67,163,153,5,1291,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 601","Beaver County--Viking",4,31,0,475,17,31,44,1,603,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 602","Camrose County",4,26,2,439,19,72,103,2,667,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 603","Camrose",15,42,3,973,88,179,95,3,1398,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 604","Camrose",13,44,3,811,102,225,99,2,1299,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 605","Camrose",4,26,0,427,39,103,55,4,658,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 606","Camrose County",3,18,1,414,25,41,64,5,571,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 607","Killam",2,37,2,485,15,41,40,0,622,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 608","Flagstaff County",3,38,2,295,13,18,37,0,406,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 609","Wainwright",3,31,6,612,16,27,49,1,745,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 610","Wainwright",17,44,9,743,50,106,76,2,1047,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 611","Provost",4,48,1,782,10,33,39,2,919,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 612","Paintearth County No. 18",5,48,1,478,15,19,59,0,625,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 613","Stettler",8,48,1,843,42,65,87,1,1095,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 614","Stettler",11,58,0,794,39,62,123,4,1091,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 615","Three Hills--Kneehill County",18,32,1,895,31,45,205,0,1227,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 616","Drumheller--Starland County",6,11,0,239,10,21,23,2,312,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 617","Drumheller",21,44,9,927,69,135,92,13,1310,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 618","Hanna",8,105,0,714,33,43,59,0,962,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 619","Oyen--Acadia",1,24,0,407,19,19,32,0,502,
48002,"Battle River--Crowfoot/Battle River--Crowfoot",,Group 1/Groupe 1, 6,27,6,571,43,76,78,42,849,91
48002,"Battle River--Crowfoot/Battle River--Crowfoot",,Group 2/Groupe 2, 32,78,11,1524,155,248,143,33,2224,
