Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alexandre Bellemare,Ruth Ellen Brosseau,Denis Brown,Steven Lamirande,Yves Perron,Laurence Requilé,Geneviève Sénécal,Léo Soulières,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 211","Lavaltrie",40,41,3,2,91,1,10,25,7,220,522
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 212","Lavaltrie",20,54,1,1,67,2,4,24,5,178,425
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 213","Lavaltrie",9,35,0,0,43,0,4,10,5,106,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 214","Lavaltrie",26,38,1,0,78,1,9,18,1,172,467
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 215","Lavaltrie",19,53,1,0,82,2,10,14,4,185,488
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 216","Lavaltrie",30,44,2,1,72,4,8,16,9,186,434
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 217","Lavaltrie",35,31,2,0,58,2,8,16,9,161,413
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 218","Lavaltrie",17,39,0,1,64,2,10,14,6,153,496
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 219","Lavaltrie",29,46,0,0,84,0,2,13,0,174,457
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 220","Lavaltrie",25,32,1,0,65,2,3,13,3,144,359
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 221","Lavaltrie",15,39,2,0,54,1,0,8,3,122,363
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 222","Lavaltrie",13,21,2,0,58,3,4,8,2,111,375
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 223","Lavaltrie",23,19,3,0,65,3,9,16,1,139,520
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 224","Lavaltrie",12,34,0,0,65,6,8,14,6,145,392
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 225","Lavaltrie",25,33,3,0,65,3,3,12,3,147,422
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 226","Lavaltrie",29,24,0,1,85,3,3,9,2,156,439
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 227","Lavaltrie",18,33,0,0,48,4,7,8,9,127,424
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 228","Lavaltrie",20,36,1,1,63,3,7,9,1,141,412
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 229","Lavaltrie",21,26,2,0,57,0,2,10,8,126,438
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 230","Lavaltrie",72,50,2,2,119,5,8,32,7,297,784
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 231","Lavaltrie",19,27,0,0,47,4,4,9,5,115,416
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 232","Lavaltrie",19,21,1,0,52,2,1,10,3,109,370
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 233","Lavaltrie",25,30,0,2,43,2,8,13,3,126,396
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 234","Lavaltrie",41,36,0,2,59,0,8,15,4,165,401
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 235","Lavaltrie",37,42,1,0,72,0,3,17,5,177,345
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 500","Mobile poll/Bureau itinérant",11,5,0,0,1,0,1,1,0,19,30
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°28,,,,,,,,,,11
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 503","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°69,,,,,,,,,,14
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°67,,,,,,,,,,13
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 506","Mobile poll/Bureau itinérant",10,3,0,0,3,0,0,1,2,19,41
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°108,,,,,,,,,,115
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 508","Mobile poll/Bureau itinérant",46,42,1,0,9,0,0,5,5,108,144
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 509","Mobile poll/Bureau itinérant",3,6,0,0,4,0,0,1,1,15,38
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°101,,,,,,,,,,17
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°103,,,,,,,,,,8
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 512","Mobile poll/Bureau itinérant",12,7,0,0,1,0,0,0,2,22,49
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°115,,,,,,,,,,77
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°113,,,,,,,,,,45
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°124,,,,,,,,,,1
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 516","Mobile poll/Bureau itinérant",6,2,2,0,5,0,0,6,3,24,82
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°152,,,,,,,,,,29
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 518","Mobile poll/Bureau itinérant",36,5,1,0,19,0,0,6,8,75,122
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 519","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 520","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 521","Mobile poll/Bureau itinérant",33,25,1,0,17,0,1,14,2,93,116
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 522","Mobile poll/Bureau itinérant",9,4,1,0,4,0,0,0,4,22,46
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°194,,,,,,,,,,40
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°204,,,,,,,,,,19
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°207,,,,,,,,,,22
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°208,,,,,,,,,,6
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 527","Mobile poll/Bureau itinérant",17,7,0,2,15,0,1,4,6,52,58
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°152,,,,,,,,,,20
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°76,,,,,,,,,,24
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 530","Mobile poll/Bureau itinérant",30,10,1,1,27,1,0,11,7,88,116
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 600","Saint-Alexis-des-Monts",153,334,4,1,232,9,14,64,11,822,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 601","Saint-Mathieu-du-Parc",96,225,3,2,195,9,7,67,6,610,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 602","Saint-Boniface",166,410,9,0,337,2,11,151,15,1101,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 603","Saint-Étienne-des-Grès",105,345,10,1,250,4,17,129,14,875,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 604","Trois-Rivières",136,385,7,4,321,3,18,149,14,1037,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 605","Trois-Rivières",152,445,9,4,348,2,23,199,13,1195,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 606","Yamachiche",116,461,3,2,190,6,5,53,8,844,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 607","Saint-Paulin",101,314,5,0,189,6,12,85,11,723,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 608","Louiseville",161,408,17,3,239,2,12,78,9,929,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 609","Louiseville",183,452,8,2,197,7,19,102,28,998,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 610","Maskinongé",118,398,2,3,198,1,9,80,7,816,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 611","Saint-Gabriel",62,168,29,2,277,6,15,47,9,615,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 612","Saint-Gabriel",147,168,5,1,289,7,25,56,14,712,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 613","Mandeville--Saint-Damien",80,121,5,0,275,2,10,46,10,549,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 614","Saint-Damien--Saint-Jean-de-Matha",146,128,8,4,435,8,27,60,18,834,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 615","Saint-Félix-de-Valois",122,137,17,0,311,7,14,61,7,676,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 616","Saint-Félix-de-Valois",184,131,14,3,511,10,16,113,0,982,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 617","Saint-Félix-de-Valois",76,94,7,1,212,1,5,46,4,446,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 618","Saint-Cuthbert",73,214,0,0,165,2,8,44,5,511,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 619","Berthierville",101,213,5,2,186,3,16,49,13,588,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 620","Berthierville",113,284,7,2,300,2,24,106,15,853,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 621","Saint-Ignace-de-Loyola",105,291,1,0,383,5,8,75,9,877,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 622","Lanoraie",126,144,4,0,326,4,13,78,0,695,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 623","Lavaltrie",156,218,9,1,539,4,15,97,15,1054,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 624","Lavaltrie",62,124,5,1,221,7,9,46,10,485,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 625","Lavaltrie",199,227,11,8,519,4,23,117,21,1129,
24012,"Berthier--Maskinongé/Berthier--Maskinongé",,Group 1/Groupe 1, 37,72,5,0,69,3,1,21,13,221,49
24012,"Berthier--Maskinongé/Berthier--Maskinongé",,Group 2/Groupe 2, 178,235,7,0,307,4,8,79,46,864,
