Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Yavar Hameed,Jennifer Jennekens,Sean Mulligan,David Stibbe,Anita Vandenbeld,David Yeo,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 509","Mobile poll/Bureau itinérant",0,9,0,0,19,0,0,28,135
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 510","Mobile poll/Bureau itinérant",3,21,1,3,30,2,1,61,115
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 511","Mobile poll/Bureau itinérant",4,6,0,3,12,1,1,27,157
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 512","Mobile poll/Bureau itinérant",9,22,2,3,40,1,4,81,109
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 513","Mobile poll/Bureau itinérant",2,10,1,0,15,0,1,29,55
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 514","Mobile poll/Bureau itinérant",5,20,2,0,22,0,1,50,109
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 515","Mobile poll/Bureau itinérant",8,47,3,0,37,10,0,105,75
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 516","Mobile poll/Bureau itinérant",2,32,2,0,28,0,1,65,101
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,75
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 518","Mobile poll/Bureau itinérant",2,26,1,2,23,1,1,56,69
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 600","Ottawa",180,493,6,44,646,30,9,1408,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 601","Ottawa",95,187,1,19,279,28,4,613,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 602","Ottawa",275,349,6,59,609,48,13,1359,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 603","Ottawa",220,312,7,27,558,38,11,1173,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 604","Ottawa",179,296,4,33,477,26,3,1018,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 605","Ottawa",190,450,1,34,610,19,7,1311,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 606","Ottawa",197,307,5,27,496,26,9,1067,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 607","Ottawa",192,168,7,24,353,30,3,777,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 608","Ottawa",213,396,7,39,730,54,2,1441,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 609","Ottawa",194,353,7,25,504,32,6,1121,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 610","Ottawa",78,335,0,12,364,28,0,817,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 611","Ottawa",153,393,7,22,393,31,8,1007,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 612","Ottawa",189,511,9,30,593,44,9,1385,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 613","Ottawa",174,477,4,20,617,43,3,1338,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 614","Ottawa",287,474,10,36,553,57,10,1427,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 615","Ottawa",138,389,4,28,522,26,3,1110,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 1/Groupe 1, 217,267,6,36,505,20,39,1090,453
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 2/Groupe 2, 641,852,17,89,1683,54,63,3399,
