Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Dunlop,Brendan Hanley,Lenore Morris,Jonas Jacot Smith,Lisa Vollans-Leduc,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
60001,"Yukon/Yukon"," 47E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,58
60001,"Yukon/Yukon"," 47F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,85
60001,"Yukon/Yukon"," 47G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,52
60001,"Yukon/Yukon"," 48A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,40
60001,"Yukon/Yukon"," 48B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,41
60001,"Yukon/Yukon"," 48C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,67
60001,"Yukon/Yukon"," 48D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,41
60001,"Yukon/Yukon"," 48E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,48
60001,"Yukon/Yukon"," 48F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,72
60001,"Yukon/Yukon"," 48G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,32
60001,"Yukon/Yukon"," 49","Whitehorse",29,44,5,24,38,0,140,426
60001,"Yukon/Yukon"," 50","Whitehorse",27,65,9,11,58,1,171,484
60001,"Yukon/Yukon"," 51","Whitehorse",20,43,8,21,30,2,124,508
60001,"Yukon/Yukon"," 52A","Whitehorse",42,71,8,20,41,1,183,357
60001,"Yukon/Yukon"," 52B","Whitehorse",60,57,13,19,53,1,203,390
60001,"Yukon/Yukon"," 53A","Whitehorse",Merged with No./Fusionné avec le n°52A,,,,,,,44
60001,"Yukon/Yukon"," 53B","Whitehorse",Merged with No./Fusionné avec le n°52B,,,,,,,56
60001,"Yukon/Yukon"," 54A","Whitehorse",Merged with No./Fusionné avec le n°52A,,,,,,,201
60001,"Yukon/Yukon"," 54B","Whitehorse",Merged with No./Fusionné avec le n°52B,,,,,,,213
60001,"Yukon/Yukon"," 55A","Whitehorse",Merged with No./Fusionné avec le n°57A,,,,,,,132
60001,"Yukon/Yukon"," 55B","Whitehorse",Merged with No./Fusionné avec le n°57B,,,,,,,87
60001,"Yukon/Yukon"," 55C","Whitehorse",Merged with No./Fusionné avec le n°57C,,,,,,,119
60001,"Yukon/Yukon"," 55D","Whitehorse",Merged with No./Fusionné avec le n°57D,,,,,,,104
60001,"Yukon/Yukon"," 56A","Whitehorse",Merged with No./Fusionné avec le n°57A,,,,,,,131
60001,"Yukon/Yukon"," 56B","Whitehorse",Merged with No./Fusionné avec le n°57B,,,,,,,104
60001,"Yukon/Yukon"," 56C","Whitehorse",Merged with No./Fusionné avec le n°57C,,,,,,,135
60001,"Yukon/Yukon"," 56D","Whitehorse",Merged with No./Fusionné avec le n°57D,,,,,,,113
60001,"Yukon/Yukon"," 57A","Whitehorse",62,47,5,23,29,2,168,146
60001,"Yukon/Yukon"," 57B","Whitehorse",48,55,6,21,24,0,154,150
60001,"Yukon/Yukon"," 57C","Whitehorse",46,59,9,33,30,3,180,165
60001,"Yukon/Yukon"," 57D","Whitehorse",51,50,8,28,36,1,174,174
60001,"Yukon/Yukon"," 58","Mount Lorne",36,75,15,27,48,0,201,364
60001,"Yukon/Yukon"," 59","Marsh Lake",64,68,15,32,48,0,227,510
60001,"Yukon/Yukon"," 60","Carcross",18,34,4,13,47,3,119,375
60001,"Yukon/Yukon"," 61","Tagish",51,42,6,16,21,1,137,289
60001,"Yukon/Yukon"," 62","Teslin",23,32,6,27,40,1,129,414
60001,"Yukon/Yukon"," 63A","Watson Lake",62,44,1,30,45,2,184,336
60001,"Yukon/Yukon"," 63B","Watson Lake",61,24,5,25,30,1,146,377
60001,"Yukon/Yukon"," 64A","Watson Lake",Merged with No./Fusionné avec le n°63A,,,,,,,159
60001,"Yukon/Yukon"," 64B","Watson Lake",Merged with No./Fusionné avec le n°63B,,,,,,,162
60001,"Yukon/Yukon"," 500","Mobile poll/Bureau itinérant",23,20,6,4,7,6,66,99
60001,"Yukon/Yukon"," 501","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
60001,"Yukon/Yukon"," 502","Mobile poll/Bureau itinérant",8,6,1,1,3,1,20,39
60001,"Yukon/Yukon"," 503","Mobile poll/Bureau itinérant",3,13,6,3,6,2,33,72
60001,"Yukon/Yukon"," 600","Old Crow",3,5,0,2,3,0,13,
60001,"Yukon/Yukon"," 601","Dawson",64,77,17,73,93,2,326,
60001,"Yukon/Yukon"," 602","Mayo",7,20,0,14,8,3,52,
60001,"Yukon/Yukon"," 603","Beaver Creek",9,6,0,1,9,0,25,
60001,"Yukon/Yukon"," 604","Burwash Landing",4,12,2,3,10,1,32,
60001,"Yukon/Yukon"," 605","Haines Junction",32,62,8,42,19,1,164,
60001,"Yukon/Yukon"," 606","Carmacks",16,17,6,12,17,0,68,
60001,"Yukon/Yukon"," 607","Pelly Crossing",8,17,2,3,10,0,40,
60001,"Yukon/Yukon"," 608","Faro",30,10,0,20,10,1,71,
60001,"Yukon/Yukon"," 609","Ross River",4,7,0,7,11,0,29,
60001,"Yukon/Yukon"," 610","Whitehorse--Macpherson-Grizzly Valley",335,340,50,163,153,3,1044,
60001,"Yukon/Yukon"," 611","Whitehorse",237,416,50,114,210,13,1040,
60001,"Yukon/Yukon"," 612","Whitehorse",313,400,27,122,139,2,1003,
60001,"Yukon/Yukon"," 613","Mt. Lorne",277,424,47,140,175,3,1066,
60001,"Yukon/Yukon"," 614","Tagish",36,24,4,17,27,1,109,
60001,"Yukon/Yukon"," 615","Teslin",23,28,1,27,17,0,96,
60001,"Yukon/Yukon"," 616","Watson Lake",83,33,6,25,23,0,170,
60001,"Yukon/Yukon",,Group 1/Groupe 1, 58,110,12,39,105,11,335,57
60001,"Yukon/Yukon",,Group 2/Groupe 2, 420,648,63,307,361,26,1825,
