Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Clarence Baarda,Carol Hughes,Harry Jaaskelainen,Duke Peltier,John Sagman,Stephen Zimmermann,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 501","Mobile poll/Bureau itinérant",1,8,0,18,2,0,2,31,66
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 502","Mobile poll/Bureau itinérant",1,6,1,7,2,0,0,17,44
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 503","Mobile poll/Bureau itinérant",0,4,0,2,1,0,0,7,24
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 504","Mobile poll/Bureau itinérant",0,7,3,11,3,3,2,29,38
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 505","Mobile poll/Bureau itinérant",0,3,0,3,0,0,0,6,18
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 506","Mobile poll/Bureau itinérant",0,2,0,6,0,0,0,8,32
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 507","Mobile poll/Bureau itinérant",0,1,0,1,2,2,0,6,9
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 508","Mobile poll/Bureau itinérant",0,10,0,7,3,4,1,25,44
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 509","Mobile poll/Bureau itinérant",0,11,0,6,3,0,0,20,30
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 600","Hearst",4,330,106,441,224,12,12,1129,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 601","Kapuskasing",6,313,86,198,186,16,7,812,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 602","Smooth Rock Falls",1,89,52,103,80,5,6,336,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 603","Kapuskasing",3,237,61,154,141,11,4,611,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 604","Hornepayne",1,77,11,32,112,6,0,239,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 605","White River",1,63,12,22,39,1,2,140,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 606","Dubreuilville",0,56,11,35,26,1,2,131,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 607","Michipicoten",3,194,51,91,120,12,2,473,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 608","Chapleau",3,231,34,110,158,15,5,556,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 609","Thessalon",0,182,26,86,154,9,0,457,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 610","Echo Bay",2,87,19,38,154,9,0,309,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 611","Desbarats",5,190,40,79,236,11,2,563,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 612","Blind River",6,428,53,266,307,21,8,1089,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 613","Elliot Lake",7,349,19,207,210,9,6,807,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 614","Elliot Lake",6,126,17,78,102,10,1,340,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 615","Elliot Lake",29,548,61,299,328,19,12,1296,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 616","Elliot Lake",3,132,16,63,109,7,4,334,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 617","Massey",5,197,61,92,165,9,5,534,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 618","Espanola",0,29,7,15,30,0,0,81,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 619","Espanola",4,436,90,253,321,10,4,1118,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 620","Gore Bay",1,172,21,96,171,8,4,473,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 621","Central Manitoulin",4,209,34,117,168,16,2,550,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 622","Little Current",2,298,12,174,164,14,0,664,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing",,Group 1/Groupe 1, 1,142,13,74,70,13,9,322,92
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing",,Group 2/Groupe 2, 19,569,67,367,373,23,26,1444,
