Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy Bernatchez,Diane Lebouthillier,Monique Leduc,Lisa Phung,Jean-Pierre Pigeon,Christian Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 168","New Carlisle",16,49,0,9,40,6,0,120,427
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 169","New Carlisle East",33,73,0,5,25,6,3,145,346
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 170","New Carlisle",37,69,1,12,21,12,5,157,387
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 171","Bonaventure",62,57,1,12,20,3,3,158,479
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 172","Bonaventure",53,47,0,13,18,4,1,136,355
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 173","Bonaventure",37,40,0,6,12,0,0,95,279
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 174","Bonaventure",34,46,0,4,12,3,0,99,334
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 175","Bonaventure",43,41,3,13,13,2,1,116,339
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 176","Bonaventure-Est",42,27,1,9,13,8,2,102,302
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 177","Bonaventure",22,28,0,2,2,2,0,56,171
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 178","Saint-Siméon-Ouest",67,69,1,11,10,6,5,169,366
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 179","Saint-Siméon",51,68,2,2,9,3,3,138,311
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 180","Saint-Siméon",64,75,0,10,18,5,3,175,342
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 181","Caplan",63,75,3,16,13,2,4,176,371
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 182","Caplan",52,42,1,2,14,2,5,118,345
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 183","Caplan",57,55,3,4,13,3,3,138,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 184","Caplan",61,59,1,4,20,1,6,152,333
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 185","Caplan",76,71,2,8,9,1,0,167,384
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 500","Mobile poll/Bureau itinérant",3,4,0,0,0,0,0,7,82
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 501","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,58
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 502","Mobile poll/Bureau itinérant",4,5,1,1,0,0,1,12,39
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 503","Mobile poll/Bureau itinérant",4,10,0,1,0,0,0,15,45
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 504","Mobile poll/Bureau itinérant",1,6,0,0,1,0,0,8,25
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 505","Mobile poll/Bureau itinérant",4,10,0,0,0,0,0,14,27
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 506","Mobile poll/Bureau itinérant",2,8,2,0,1,0,2,15,40
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 507","Mobile poll/Bureau itinérant",2,5,1,0,1,0,0,9,27
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 508","Mobile poll/Bureau itinérant",1,1,0,0,0,0,0,2,5
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 509","Mobile poll/Bureau itinérant",6,6,0,1,2,1,0,16,75
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 510","Mobile poll/Bureau itinérant",13,29,0,0,9,0,0,51,80
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 511","Mobile poll/Bureau itinérant",10,30,1,0,4,0,1,46,84
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 600","Cap-Chat",315,225,3,7,56,16,17,639,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 601","Sainte-Anne-des-Monts",377,339,8,13,90,10,18,855,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 602","Sainte-Anne-des-Monts",153,124,1,11,34,8,4,335,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 603","Sainte-Madeleine-de-la-Rivière-Madeleine",244,129,8,7,12,7,1,408,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 604","Grande-Vallée",170,121,2,0,32,1,6,332,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 605","Gaspé",274,179,3,6,57,17,10,546,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 606","Gaspé",87,71,3,4,11,3,4,183,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 607","Gaspé",361,340,4,22,46,8,11,792,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 608","Gaspé",176,281,2,22,51,2,7,541,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 609","Percé",172,209,7,9,33,4,10,444,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 610","Saint-François-de-Pabos",275,396,4,11,36,2,21,745,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 611","Chandler",353,467,5,8,57,9,20,919,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 612","Chandler",156,320,1,4,29,7,9,526,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 613","Caplan--Saint-Alphonse",115,84,3,5,43,4,3,257,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 614","New Richmond",357,433,6,38,127,19,20,1000,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 615","Bonaventure",344,380,9,29,76,16,14,868,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 616","Paspébiac",177,268,5,15,64,12,7,548,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 617","Paspébiac",249,215,9,6,46,4,19,548,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 618","Port-Daniel",202,279,0,13,36,2,14,546,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 619","Les Îles-de-la-Madeleine",103,95,1,8,19,2,0,228,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 620","Les Îles-de-la-Madeleine",150,236,1,13,20,2,11,433,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 621","Les Îles-de-la-Madeleine",107,160,7,8,17,0,11,310,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 622","Les Îles-de-la-Madeleine",88,123,2,6,14,2,2,237,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine",,Group 1/Groupe 1, 110,96,0,41,29,4,11,291,48
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine",,Group 2/Groupe 2, 393,752,9,34,109,11,39,1347,
