Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alexis Beaudet,Michel Bourgeois,Manon Coutu,Maxime Leclerc,Roger Materne,Érica Poirier,Gabriel Ste-Marie,Yanick Théoret,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24031,"Joliette/Joliette"," 533","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°7,,,,,,,,,,59
24031,"Joliette/Joliette"," 534","Mobile poll/Bureau itinérant",2,108,9,0,18,1,84,2,11,235,233
24031,"Joliette/Joliette"," 600","Manawan",13,51,5,1,0,1,11,1,0,83,
24031,"Joliette/Joliette"," 601","Saint-Michel-des-Saints--Saint-Zénon",14,163,5,13,79,8,432,1,7,722,
24031,"Joliette/Joliette"," 602","Saint-Donat",29,384,23,20,136,13,758,4,11,1378,
24031,"Joliette/Joliette"," 603","Chertsey",24,126,9,15,48,13,316,1,14,566,
24031,"Joliette/Joliette"," 604","Saint-Côme--Sainte-Émélie-de-l'Énergie",24,168,12,17,69,4,474,4,8,780,
24031,"Joliette/Joliette"," 605","Saint-Alphonse-Rodriguez--Sainte-Béatrix",35,230,7,20,69,15,602,4,14,996,
24031,"Joliette/Joliette"," 606","Rawdon",44,345,19,29,128,29,461,7,18,1080,
24031,"Joliette/Joliette"," 607","Chertsey",23,166,10,25,69,9,457,4,18,781,
24031,"Joliette/Joliette"," 608","Rawdon",44,183,15,29,66,5,373,1,9,725,
24031,"Joliette/Joliette"," 609","Rawdon",28,213,11,15,76,11,348,1,14,717,
24031,"Joliette/Joliette"," 610","Lac-des-Français",21,115,6,10,39,8,311,1,11,522,
24031,"Joliette/Joliette"," 611","Sainte-Mélanie",28,138,7,23,83,16,422,2,10,729,
24031,"Joliette/Joliette"," 612","Saint-Ambroise-de-Kildare",31,126,13,12,73,11,487,2,17,772,
24031,"Joliette/Joliette"," 613","Notre-Dame-des-Prairies",15,106,12,12,53,4,280,0,3,485,
24031,"Joliette/Joliette"," 614","Notre-Dame-des-Prairies",36,244,13,25,114,20,773,2,18,1245,
24031,"Joliette/Joliette"," 615","Saint-Charles-Borromée",35,253,16,17,100,13,605,2,19,1060,
24031,"Joliette/Joliette"," 616","Saint-Charles-Borromée",64,308,24,12,136,21,870,4,21,1460,
24031,"Joliette/Joliette"," 617","Saint-Charles-Borromée",37,257,15,10,112,14,621,1,39,1106,
24031,"Joliette/Joliette"," 618","Saint-Pierre--Joliette",35,222,10,11,91,23,594,3,24,1013,
24031,"Joliette/Joliette"," 619","Joliette",39,198,20,11,75,21,453,1,13,831,
24031,"Joliette/Joliette"," 620","Notre-Dame-des-Prairies",52,285,22,16,103,8,765,3,25,1279,
24031,"Joliette/Joliette"," 621","Saint-Thomas",31,127,12,7,73,7,382,2,11,652,
24031,"Joliette/Joliette"," 622","Joliette",45,140,18,12,62,14,465,1,22,779,
24031,"Joliette/Joliette"," 623","Joliette",31,255,20,16,133,20,769,3,26,1273,
24031,"Joliette/Joliette"," 624","Saint-Paul",23,115,4,11,80,10,369,2,12,626,
24031,"Joliette/Joliette"," 625","Crabtree",38,142,11,23,71,12,455,5,23,780,
24031,"Joliette/Joliette"," 626","Saint-Paul",20,102,7,16,58,5,295,0,5,508,
24031,"Joliette/Joliette",,Group 1/Groupe 1, 52,67,2,4,22,6,92,4,10,259,85
24031,"Joliette/Joliette",,Group 2/Groupe 2, 77,516,26,20,138,29,882,7,96,1791,
