Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Crystelle Bourguignon,Jean-Jacques Desgranges,Daniel Elford,Mona Fortier,Lyse-Pascale Inamuco,Heidi Jensen,Marie-Chantal TaiEl Leriche,Christian Proulx,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35078,"Ottawa--Vanier/Ottawa--Vanier"," 509","Mobile poll/Bureau itinérant",0,0,1,65,1,0,0,2,0,69,110
35078,"Ottawa--Vanier/Ottawa--Vanier"," 510","Mobile poll/Bureau itinérant",0,1,2,50,3,8,2,1,2,69,154
35078,"Ottawa--Vanier/Ottawa--Vanier"," 511","Mobile poll/Bureau itinérant",0,0,0,41,1,2,0,1,0,45,61
35078,"Ottawa--Vanier/Ottawa--Vanier"," 512","Mobile poll/Bureau itinérant",2,1,3,13,4,6,0,1,0,30,36
35078,"Ottawa--Vanier/Ottawa--Vanier"," 513","Mobile poll/Bureau itinérant",0,0,0,27,5,11,0,5,2,50,81
35078,"Ottawa--Vanier/Ottawa--Vanier"," 514","Mobile poll/Bureau itinérant",0,0,0,15,1,5,0,1,1,23,38
35078,"Ottawa--Vanier/Ottawa--Vanier"," 515","Mobile poll/Bureau itinérant",0,0,1,30,5,36,0,0,0,72,111
35078,"Ottawa--Vanier/Ottawa--Vanier"," 516","Mobile poll/Bureau itinérant",0,0,3,39,5,19,0,4,3,73,172
35078,"Ottawa--Vanier/Ottawa--Vanier"," 517","Mobile poll/Bureau itinérant",0,0,2,21,2,9,0,1,2,37,55
35078,"Ottawa--Vanier/Ottawa--Vanier"," 518","Mobile poll/Bureau itinérant",2,2,1,94,1,1,0,0,0,101,126
35078,"Ottawa--Vanier/Ottawa--Vanier"," 519","Mobile poll/Bureau itinérant",2,0,2,12,1,4,0,0,0,21,35
35078,"Ottawa--Vanier/Ottawa--Vanier"," 520","Mobile poll/Bureau itinérant",0,0,0,21,0,2,0,0,0,23,54
35078,"Ottawa--Vanier/Ottawa--Vanier"," 521","Mobile poll/Bureau itinérant",0,0,0,22,3,6,0,1,1,33,53
35078,"Ottawa--Vanier/Ottawa--Vanier"," 522","Mobile poll/Bureau itinérant",1,1,0,48,4,7,1,1,0,63,127
35078,"Ottawa--Vanier/Ottawa--Vanier"," 523","Mobile poll/Bureau itinérant",0,0,1,13,0,13,0,0,0,27,82
35078,"Ottawa--Vanier/Ottawa--Vanier"," 524","Mobile poll/Bureau itinérant",0,0,1,30,2,6,0,1,0,40,53
35078,"Ottawa--Vanier/Ottawa--Vanier"," 600","Ottawa",0,30,1,683,222,387,2,41,11,1377,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 601","Ottawa",5,27,5,520,138,357,1,25,2,1080,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 602","Ottawa",2,31,1,624,198,219,2,50,7,1134,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 603","Ottawa",1,19,0,477,179,233,0,38,1,948,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 604","Ottawa",2,31,3,482,265,165,2,27,12,989,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 605","Ottawa",0,28,2,332,163,120,1,31,7,684,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 606","Ottawa",0,26,2,745,274,304,3,57,3,1414,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 607","Ottawa",6,20,0,576,293,169,2,34,12,1112,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 608","Ottawa",0,15,0,176,149,83,1,13,2,439,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 609","Ottawa",1,19,1,515,310,122,1,41,8,1018,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 610","Ottawa",2,28,2,285,212,86,1,30,5,651,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 611","Ottawa",2,27,1,437,229,127,1,25,7,856,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 612","Ottawa",3,20,5,501,255,186,1,26,11,1008,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 613","Ottawa",2,24,2,305,177,131,2,14,5,662,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 614","Ottawa",2,35,3,460,184,222,6,13,19,944,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 615","Ottawa",5,25,5,455,167,151,2,22,5,837,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 616","Ottawa",3,31,4,488,93,180,0,23,7,829,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 617","Ottawa",2,50,0,593,211,350,7,20,9,1242,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 618","Ottawa",0,26,2,494,151,257,7,20,1,958,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 619","Ottawa",0,58,8,530,190,316,1,20,7,1130,
35078,"Ottawa--Vanier/Ottawa--Vanier",,Group 1/Groupe 1, 2,28,9,778,323,272,2,63,64,1541,974
35078,"Ottawa--Vanier/Ottawa--Vanier",,Group 2/Groupe 2, 15,52,7,1806,780,685,5,86,39,3475,
