Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maxime Blanchette-Joncas,Noémi Bureau-Civil,France Gagnon,Megan Hodges,Léonie Lajoie,Sylvain Lajoie,Michel Raymond,Jean Tardy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 154","Dégelis",80,0,33,2,30,3,1,2,6,157,419
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 155","Dégelis",63,0,13,0,30,4,5,2,2,119,351
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 156","Dégelis",60,0,16,0,42,2,2,2,2,126,391
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 157","Dégelis",54,5,18,2,46,1,1,2,2,131,412
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 158","Dégelis",50,2,23,0,29,9,2,0,1,116,391
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 159","Dégelis",65,1,31,1,31,12,1,3,4,149,365
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 160","Saint-Louis-du-Ha! Ha!",97,0,29,0,61,9,0,7,2,205,389
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 161","Saint-Louis-du-Ha! Ha!",83,0,25,0,44,3,3,4,6,168,305
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 162","Saint-Louis-du-Ha! Ha!",81,3,41,2,28,4,0,10,0,169,316
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 163","Notre-Dame-du-Lac",77,0,34,1,36,9,1,10,5,173,367
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 164","Notre-Dame-du-Lac",84,5,20,0,35,8,1,1,9,163,404
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 165","Notre-Dame-du-Lac-Station",78,2,32,1,46,6,2,5,3,175,396
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 166","Notre-Dame-du-Lac",57,3,26,0,29,6,0,0,3,124,310
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 167","Saint-Honoré-de-Témiscouata",59,2,26,1,29,6,2,7,2,134,258
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 168","Saint-Honoré-de-Témiscouata",86,4,43,0,37,11,1,6,2,190,315
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 169","Saint-Eusèbe",63,3,16,1,24,6,3,4,1,121,259
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 170","Saint-Eusèbe",63,1,15,0,14,6,0,0,0,99,203
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 171","Saint-Elzéar",57,4,12,0,26,4,2,4,1,110,249
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 172","Packington",48,3,17,0,35,5,1,2,7,118,230
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 173","Packington",56,1,19,0,37,4,0,2,3,122,257
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 174","Saint-Jean-de-la-Lande",28,0,17,1,39,6,0,3,4,98,208
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 175","Pohénégamook",60,0,32,1,30,1,1,1,6,132,370
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 176","Pohénégamook",66,1,18,0,24,5,0,1,7,122,331
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 177","Pohénégamook",53,2,21,1,33,1,2,1,5,119,361
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 178","Saint-Marc-du-Lac-Long",55,2,26,0,44,5,1,8,0,141,292
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 179","Pohénégamook",74,0,30,1,38,6,2,1,3,155,338
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 180","Pohénégamook",75,0,31,2,33,6,0,0,2,149,364
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 181","Pohénégamook",54,1,10,0,36,3,2,1,4,111,295
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 182","Rivière-Bleue",54,1,22,0,40,2,1,5,0,125,361
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 183","Rivière-Bleue",100,0,30,0,34,4,5,3,0,176,373
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 184","Rivière-Bleue",54,1,10,0,27,2,1,2,0,97,250
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 185","Saint-Athanase",57,4,21,1,30,3,0,3,0,119,224
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 400","Rimouski",52,0,10,0,88,5,2,0,9,166,214
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 401","Rimouski",47,1,10,0,66,1,2,0,14,141,186
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 500","Mobile poll/Bureau itinérant",8,0,2,0,15,0,0,0,0,25,31
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 501","Mobile poll/Bureau itinérant",10,0,5,1,16,0,1,0,1,34,62
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 502","Mobile poll/Bureau itinérant",15,0,1,0,17,0,0,0,1,34,52
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 503","Mobile poll/Bureau itinérant",20,3,10,0,40,3,5,0,11,92,173
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 504","Mobile poll/Bureau itinérant",13,1,9,0,14,0,1,0,0,38,45
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 505","Rimouski",Merged with No./Fusionné avec le n°47,,,,,,,,,,10
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 506","Mobile poll/Bureau itinérant",5,0,7,1,9,0,5,0,3,30,74
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 507","Mobile poll/Bureau itinérant",6,0,0,0,1,0,0,0,0,7,38
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 508","Mobile poll/Bureau itinérant",8,0,5,0,4,0,0,0,1,18,45
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 509","Mobile poll/Bureau itinérant",8,0,2,1,8,0,1,0,0,20,202
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 510","Mobile poll/Bureau itinérant",Results combined with no. 100/Résultats combinés au n° 100,,,,,,,,,,27
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 511","Mobile poll/Bureau itinérant",6,0,8,1,11,0,0,0,3,29,42
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 512","Trois-Pistoles",Merged with No./Fusionné avec le n°123,,,,,,,,,,10
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 513","Mobile poll/Bureau itinérant",4,0,6,0,20,0,0,0,1,31,60
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 514","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 515","Mobile poll/Bureau itinérant",4,1,2,0,15,0,0,0,1,23,24
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 516","Mobile poll/Bureau itinérant",1,0,3,0,6,0,0,0,0,10,17
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 517","Mobile poll/Bureau itinérant",Results combined with no. 141/Résultats combinés au n° 141,,,,,,,,,,15
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 518","Mobile poll/Bureau itinérant",1,0,0,0,2,0,0,0,3,6,14
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 519","Mobile poll/Bureau itinérant",0,0,1,0,1,0,0,0,0,2,12
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 520","Mobile poll/Bureau itinérant",9,1,6,0,7,1,0,0,3,27,38
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 521","Mobile poll/Bureau itinérant",9,1,6,0,33,0,2,0,6,57,93
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 522","Mobile poll/Bureau itinérant",5,0,2,0,4,1,1,0,0,13,26
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 523","Mobile poll/Bureau itinérant",3,0,1,0,9,0,1,1,1,16,29
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 524","Mobile poll/Bureau itinérant",4,0,2,0,8,0,0,0,2,16,24
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 525","Mobile poll/Bureau itinérant",2,0,2,0,4,0,0,0,1,9,26
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 526","Mobile poll/Bureau itinérant",18,0,3,1,25,2,0,0,1,50,70
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 527","Mobile poll/Bureau itinérant",6,1,6,0,10,0,0,0,1,24,37
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 528","Mobile poll/Bureau itinérant",8,0,2,0,7,0,0,0,1,18,21
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 529","Mobile poll/Bureau itinérant",1,0,1,0,4,0,0,1,1,8,26
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 530","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 531","Mobile poll/Bureau itinérant",3,0,1,0,2,0,0,0,0,6,35
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 532","Mobile poll/Bureau itinérant",2,0,3,0,6,0,0,1,1,13,20
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 533","Trois-Pistoles",Merged with No./Fusionné avec le n°124,,,,,,,,,,0
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 534","Saint-Jean-de-Dieu",Merged with No./Fusionné avec le n°133A,,,,,,,,,,2
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 535","Mobile poll/Bureau itinérant",3,1,2,0,13,0,1,0,1,21,29
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 536","Mobile poll/Bureau itinérant",0,0,0,0,4,1,0,3,0,8,19
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 537","Trois-Pistoles",Merged with No./Fusionné avec le n°126,,,,,,,,,,3
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 538","Mobile poll/Bureau itinérant",5,0,3,1,10,0,0,0,1,20,23
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 539","Saint-Jean-de-Dieu",Merged with No./Fusionné avec le n°133A,,,,,,,,,,8
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 540","Mobile poll/Bureau itinérant",4,0,0,0,10,0,1,0,0,15,23
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 541","Mobile poll/Bureau itinérant",0,0,2,0,12,2,0,0,1,17,30
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 542","Mobile poll/Bureau itinérant",2,0,1,0,5,0,0,0,1,9,10
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 543","Mobile poll/Bureau itinérant",2,0,0,0,4,0,0,0,0,6,9
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 544","Mobile poll/Bureau itinérant",0,0,2,0,11,0,1,0,1,15,20
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 545","Mobile poll/Bureau itinérant",1,0,3,0,2,0,0,0,0,6,8
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 546","Mobile poll/Bureau itinérant",2,0,3,0,2,1,0,0,0,8,15
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 547","Saint-Michel-du-Squatec",Merged with No./Fusionné avec le n°140,,,,,,,,,,6
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 548","Mobile poll/Bureau itinérant",2,0,1,0,1,0,0,0,0,4,9
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 600","Rimouski--Saint-Anaclet-de-Lessard",546,21,142,1,249,40,5,20,13,1037,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 601","Rimouski",308,8,95,6,108,21,10,10,10,576,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 602","Rimouski",625,14,184,1,302,42,9,10,12,1199,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 603","Rimouski",407,21,127,3,247,59,13,15,13,905,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 604","Rimouski",407,28,92,3,261,59,10,13,13,886,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 605","Rimouski",454,30,107,9,230,46,5,15,44,940,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 606","Rimouski",526,21,98,4,228,47,10,13,19,966,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 607","Rimouski",593,24,191,2,273,53,18,8,13,1175,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 608","Rimouski",410,21,102,2,206,26,4,9,13,793,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 609","Le Bic--Saint-Fabien",397,39,106,1,147,30,6,4,8,738,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 610","Trois-Pistoles",521,20,176,8,301,51,21,6,29,1133,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 611","Saint-Jean-de-Dieu",163,4,76,2,64,10,6,6,5,336,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 612","Saint-Michel-du-Squatec",161,4,67,0,118,12,2,4,7,375,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 613","Dégelis",278,5,108,2,191,7,11,18,1,621,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 614","Cabano--Notre-Dame-du-Lac",247,4,90,4,114,15,6,4,9,493,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 615","Témiscouata-sur-le-Lac",276,5,82,1,143,8,9,8,8,540,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 616","Pohénégamook--Rivière-Bleue",246,3,101,0,115,11,2,3,11,492,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques",,Group 1/Groupe 1, 115,18,29,0,38,68,1,10,14,293,57
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques",,Group 2/Groupe 2, 430,28,114,1,300,51,11,14,34,983,
