Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ann Francis,Jonathan Gray,Milan Kona-Mancini,Afia Lassy,Rémi Lebeuf,Francis Scarpaleggia,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°135,,,,,,,,4
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°164,,,,,,,,6
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°176,,,,,,,,3
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°170,,,,,,,,6
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°165,,,,,,,,3
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 600","Pointe-Claire",99,92,10,23,21,416,4,665,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 601","Montréal",53,47,8,28,57,284,9,486,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 602","Montréal",116,52,3,22,67,298,5,563,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 603","Kirkland",113,50,18,16,24,375,9,605,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 604","Pointe-Claire",102,56,11,11,32,440,1,653,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 605","Pointe-Claire",143,157,32,34,60,607,8,1041,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 606","Pointe-Claire",101,67,24,30,32,331,2,587,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 607","Montréal",114,55,13,23,47,396,6,654,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 608","Montréal",141,78,16,23,34,411,2,705,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 609","Kirkland",280,145,29,23,69,854,5,1405,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 610","Kirkland",266,129,29,29,55,901,7,1416,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 611","Beaconsfield",114,66,16,18,29,375,2,620,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 612","Pointe-Claire",146,75,26,16,53,425,21,762,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 613","Beaconsfield",262,140,43,26,55,684,2,1212,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 614","Beaconsfield",119,61,22,5,21,320,3,551,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 615","Senneville--Sainte-Anne-de-Bellevue",209,155,49,30,128,559,18,1148,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 616","Baie-d'Urfé",175,96,30,19,26,497,1,844,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 617","Pointe-Claire",105,76,18,18,39,340,1,597,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 618","Montréal",120,71,10,17,46,468,6,738,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 619","Montréal",102,62,8,22,37,334,4,569,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 620","Kirkland",185,77,24,14,39,533,3,875,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 621","Kirkland",108,39,12,14,20,352,6,551,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 622","Pointe-Claire",83,75,12,11,23,350,2,556,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 623","Montréal",136,35,7,9,60,339,4,590,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 624","Montréal",163,71,7,17,59,341,2,660,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 625","Beaconsfield",128,107,17,12,32,467,0,763,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 626","Pointe-Claire",121,110,24,18,63,386,8,730,
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 627","Beaconsfield",160,74,28,14,25,376,4,681,
24036,"Lac-Saint-Louis/Lac-Saint-Louis",,Group 1/Groupe 1, 97,83,12,12,23,255,31,513,341
24036,"Lac-Saint-Louis/Lac-Saint-Louis",,Group 2/Groupe 2, 740,480,132,75,186,3166,96,4875,
