Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Anber,Eric Duncan,Trevor Kennedy,Denis Moquin,Jeanie Warnock,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 403","Cornwall",7,31,7,38,2,3,88,153
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 404","Cornwall",2,42,11,40,3,4,102,161
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°6,,,,,,,30
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°22,,,,,,,33
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°24,,,,,,,21
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 503","Mobile poll/Bureau itinérant",1,17,3,22,4,3,50,95
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 504","Mobile poll/Bureau itinérant",1,5,2,6,3,1,18,56
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°141,,,,,,,19
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 506","Mobile poll/Bureau itinérant",1,28,4,34,1,4,72,116
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,37
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,36
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,13
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,20
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,22
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 512","Mobile poll/Bureau itinérant",4,23,1,34,0,0,62,87
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 513","Mobile poll/Bureau itinérant",2,33,5,48,3,6,97,133
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 514","Mobile poll/Bureau itinérant",1,6,3,10,0,2,22,73
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°95,,,,,,,65
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 516","Mobile poll/Bureau itinérant",2,11,1,28,0,1,43,68
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°109,,,,,,,35
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°109,,,,,,,46
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 519","Mobile poll/Bureau itinérant",1,41,6,28,2,8,86,121
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 520","Mobile poll/Bureau itinérant",0,15,4,9,3,1,32,63
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 521","Mobile poll/Bureau itinérant",1,23,2,21,1,1,49,63
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°32,,,,,,,54
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 523","Mobile poll/Bureau itinérant",3,34,1,8,0,4,50,53
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°163,,,,,,,63
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°199,,,,,,,56
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°83,,,,,,,44
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 600","South Glengarry",66,372,57,177,15,8,695,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 601","South Glengarry",67,501,71,255,18,4,916,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 602","South Glengarry",51,425,45,152,17,4,694,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 603","South Glengarry",33,419,49,259,19,3,782,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 604","Cornwall",73,626,92,272,28,8,1099,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 605","Cornwall",46,325,85,220,23,9,708,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 606","Cornwall",86,527,114,352,19,9,1107,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 607","Cornwall",69,575,125,431,17,12,1229,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 608","Cornwall",69,451,78,298,10,9,915,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 609","Cornwall",86,404,90,198,22,16,816,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 610","Cornwall",86,517,94,286,14,13,1010,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 611","South Stormont",44,637,92,234,11,11,1029,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 612","Cornwall",74,608,83,231,16,11,1023,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 613","South Stormont",43,421,47,96,15,5,627,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 614","North Stormont",55,471,47,144,30,4,751,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 615","North Stormont",56,524,66,156,21,1,824,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 616","Gallingertown",52,669,71,209,27,9,1037,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 617","South Dundas",36,774,73,157,23,10,1073,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 618","North Dundas",28,717,65,102,24,0,936,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 619","Winchester",28,775,77,145,16,2,1043,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 620","Reids Mills",33,498,59,101,14,3,708,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 621","North Dundas",30,651,50,124,19,9,883,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 622","South Dundas",50,911,79,159,26,8,1233,
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry",,Group 1/Groupe 1, 14,147,69,124,11,22,387,145
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry",,Group 2/Groupe 2, 78,1133,236,675,68,117,2307,
