Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marie-Josée Béliveau,Yves-François Blanchet,Michel Blondin,Danila Ejov,Fabrice Gélinas Larrain,Mario Grimard,Marie-Chantal Hamel,Stéphane Robichaud,Thomas Thibault-Vincent,Benjamin Vachon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Beloeil--Chambly/Beloeil--Chambly"," 202","Chambly",20,88,0,2,5,4,36,15,0,0,1,171,563
24011,"Beloeil--Chambly/Beloeil--Chambly"," 203","Chambly",16,67,0,3,5,1,29,15,0,0,1,137,361
24011,"Beloeil--Chambly/Beloeil--Chambly"," 204","Chambly",16,62,0,3,3,0,37,12,2,1,1,137,387
24011,"Beloeil--Chambly/Beloeil--Chambly"," 205","Chambly",18,77,0,0,1,0,40,14,0,0,1,151,367
24011,"Beloeil--Chambly/Beloeil--Chambly"," 206","Chambly",29,111,1,9,6,4,66,17,0,0,7,250,574
24011,"Beloeil--Chambly/Beloeil--Chambly"," 207A","Chambly",23,79,0,9,5,3,66,20,0,0,1,206,424
24011,"Beloeil--Chambly/Beloeil--Chambly"," 207B","Chambly",13,113,0,4,7,1,78,32,1,0,4,253,553
24011,"Beloeil--Chambly/Beloeil--Chambly"," 208","Chambly",17,88,0,4,5,2,55,9,0,0,1,181,394
24011,"Beloeil--Chambly/Beloeil--Chambly"," 209A","Chambly",11,58,0,2,2,0,34,11,0,0,1,119,312
24011,"Beloeil--Chambly/Beloeil--Chambly"," 209B","Chambly",11,85,0,2,2,1,51,21,0,0,3,176,536
24011,"Beloeil--Chambly/Beloeil--Chambly"," 210","Chambly",15,83,0,4,6,1,62,4,0,0,5,180,500
24011,"Beloeil--Chambly/Beloeil--Chambly"," 211","Chambly",18,112,0,1,8,2,69,14,0,0,3,227,488
24011,"Beloeil--Chambly/Beloeil--Chambly"," 212A","Chambly",14,52,0,5,4,0,20,8,0,1,0,104,222
24011,"Beloeil--Chambly/Beloeil--Chambly"," 212B","Chambly",16,72,0,0,0,1,53,10,0,0,3,155,397
24011,"Beloeil--Chambly/Beloeil--Chambly"," 213","Chambly",22,102,0,5,10,1,44,8,1,0,1,194,455
24011,"Beloeil--Chambly/Beloeil--Chambly"," 214","Carignan",15,109,1,3,4,2,37,22,0,0,4,197,528
24011,"Beloeil--Chambly/Beloeil--Chambly"," 215","Carignan",9,56,0,3,3,1,52,26,0,1,0,151,462
24011,"Beloeil--Chambly/Beloeil--Chambly"," 216A","Carignan",28,62,0,5,6,3,62,19,0,1,5,191,463
24011,"Beloeil--Chambly/Beloeil--Chambly"," 216B","Carignan",19,58,0,6,3,3,40,12,0,0,6,147,408
24011,"Beloeil--Chambly/Beloeil--Chambly"," 217A","Carignan",14,50,0,1,1,1,36,17,0,0,1,121,302
24011,"Beloeil--Chambly/Beloeil--Chambly"," 217B","Carignan",10,55,0,7,3,0,25,6,0,0,0,106,319
24011,"Beloeil--Chambly/Beloeil--Chambly"," 218A","Carignan",10,58,1,7,2,2,24,12,0,0,4,120,356
24011,"Beloeil--Chambly/Beloeil--Chambly"," 218B","Carignan",18,78,0,4,6,1,24,19,0,1,1,152,426
24011,"Beloeil--Chambly/Beloeil--Chambly"," 219A","Carignan",14,53,1,0,1,0,47,15,0,0,1,132,369
24011,"Beloeil--Chambly/Beloeil--Chambly"," 219B","Carignan",15,27,1,3,0,0,44,13,0,0,0,103,293
24011,"Beloeil--Chambly/Beloeil--Chambly"," 220","Carignan",10,80,0,4,4,2,55,13,1,1,3,173,401
24011,"Beloeil--Chambly/Beloeil--Chambly"," 221","Carignan",20,59,0,2,6,3,55,27,0,1,3,176,498
24011,"Beloeil--Chambly/Beloeil--Chambly"," 222","Carignan",15,91,0,2,0,3,47,18,0,0,1,177,455
24011,"Beloeil--Chambly/Beloeil--Chambly"," 223A","Carignan",8,50,1,3,0,0,20,10,0,0,1,93,295
24011,"Beloeil--Chambly/Beloeil--Chambly"," 223B","Carignan",10,59,0,4,3,1,23,12,0,0,0,112,322
24011,"Beloeil--Chambly/Beloeil--Chambly"," 224","Carignan",15,66,1,7,0,0,46,26,0,1,2,164,518
24011,"Beloeil--Chambly/Beloeil--Chambly"," 225","Carignan",10,58,0,3,4,0,30,11,1,0,0,117,297
24011,"Beloeil--Chambly/Beloeil--Chambly"," 400","Mont-Saint-Hilaire",1,70,3,1,1,1,57,16,0,1,5,156,232
24011,"Beloeil--Chambly/Beloeil--Chambly"," 401","McMasterville",6,89,1,0,0,3,88,18,1,0,8,214,307
24011,"Beloeil--Chambly/Beloeil--Chambly"," 402","Chambly",3,62,0,1,2,3,87,12,1,1,12,184,235
24011,"Beloeil--Chambly/Beloeil--Chambly"," 403","Beloeil",3,105,1,0,1,9,110,14,0,1,3,247,312
24011,"Beloeil--Chambly/Beloeil--Chambly"," 500","Mobile poll/Bureau itinérant",0,7,0,0,0,0,15,1,0,0,1,24,69
24011,"Beloeil--Chambly/Beloeil--Chambly"," 501","Mobile poll/Bureau itinérant",0,2,0,0,1,1,8,3,0,0,0,15,46
24011,"Beloeil--Chambly/Beloeil--Chambly"," 502","Mobile poll/Bureau itinérant",0,3,1,0,0,0,1,0,0,1,0,6,13
24011,"Beloeil--Chambly/Beloeil--Chambly"," 503","Mobile poll/Bureau itinérant",0,4,0,0,0,0,4,2,1,1,0,12,54
24011,"Beloeil--Chambly/Beloeil--Chambly"," 504","Mobile poll/Bureau itinérant",2,9,0,1,1,1,12,2,0,0,0,28,30
24011,"Beloeil--Chambly/Beloeil--Chambly"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°20,,,,,,,,,,,,34
24011,"Beloeil--Chambly/Beloeil--Chambly"," 506","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 507","Mobile poll/Bureau itinérant",Results combined with no. 115/Résultats combinés au n° 115,,,,,,,,,,,,12
24011,"Beloeil--Chambly/Beloeil--Chambly"," 508","Mobile poll/Bureau itinérant",0,3,0,0,0,0,6,0,0,0,0,9,115
24011,"Beloeil--Chambly/Beloeil--Chambly"," 509","Mobile poll/Bureau itinérant",2,39,0,0,0,3,39,3,0,0,7,93,135
24011,"Beloeil--Chambly/Beloeil--Chambly"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°142,,,,,,,,,,,,19
24011,"Beloeil--Chambly/Beloeil--Chambly"," 511","Mobile poll/Bureau itinérant",2,31,2,0,1,1,33,3,0,0,2,75,88
24011,"Beloeil--Chambly/Beloeil--Chambly"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,,,77
24011,"Beloeil--Chambly/Beloeil--Chambly"," 513","Mobile poll/Bureau itinérant",0,23,1,0,0,0,26,4,1,1,2,58,63
24011,"Beloeil--Chambly/Beloeil--Chambly"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,,,,38
24011,"Beloeil--Chambly/Beloeil--Chambly"," 515","Mobile poll/Bureau itinérant",1,3,0,0,0,0,4,2,0,0,1,11,30
24011,"Beloeil--Chambly/Beloeil--Chambly"," 516","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,,,,,0
24011,"Beloeil--Chambly/Beloeil--Chambly"," 517","Mobile poll/Bureau itinérant",6,38,0,0,0,2,28,4,1,0,2,81,136
24011,"Beloeil--Chambly/Beloeil--Chambly"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°65,,,,,,,,,,,,16
24011,"Beloeil--Chambly/Beloeil--Chambly"," 519","Mobile poll/Bureau itinérant",0,3,0,0,0,1,13,2,0,0,1,20,38
24011,"Beloeil--Chambly/Beloeil--Chambly"," 520","Mobile poll/Bureau itinérant",0,0,0,0,0,0,12,0,0,1,1,14,15
24011,"Beloeil--Chambly/Beloeil--Chambly"," 600","Beloeil",50,480,1,16,9,8,160,74,0,1,6,805,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 601","Beloeil",61,580,2,7,10,17,215,88,1,1,15,997,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 602","Beloeil",50,552,3,9,9,15,222,67,0,3,8,938,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 603","Mont-Saint-Hilaire",62,537,1,11,14,10,192,83,0,0,9,919,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 604","Mont-Saint-Hilaire",70,693,1,15,24,15,298,115,1,0,14,1246,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 605","Mont-Saint-Hilaire",64,680,1,17,20,23,330,107,3,0,21,1266,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 606","Beloeil",74,665,3,7,12,12,312,88,3,2,18,1196,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 607","Beloeil",74,644,1,14,17,18,256,87,8,3,12,1134,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 608","Beloeil",46,308,0,3,9,7,112,38,1,0,6,530,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 609","McMasterville",47,416,1,11,9,13,160,39,1,1,10,708,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 610","Otterburn Park",70,593,4,16,16,11,274,70,5,4,12,1075,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 611","Otterburn Park",93,596,2,16,10,13,270,72,3,1,17,1093,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 612","Mont-Saint-Hilaire",56,476,1,15,22,10,254,83,4,1,10,932,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 613","Saint-Jean-Baptiste",28,340,1,11,9,6,107,65,1,1,9,578,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 614","Saint-Mathias-sur-Richelieu",60,654,3,25,10,15,206,115,0,6,14,1108,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 615","Marieville",68,600,4,21,8,17,185,108,1,2,24,1038,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 616","Marieville",58,693,7,12,9,16,256,126,2,3,27,1209,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 617","Richelieu",51,748,0,20,20,16,274,115,5,3,22,1274,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 618","Chambly",58,520,2,16,19,8,211,50,0,1,9,894,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 619","Carignan",42,534,1,17,11,13,253,145,1,2,9,1028,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 620","Carignan",51,398,0,15,12,5,226,88,1,0,7,803,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 621","Chambly",59,479,2,9,8,1,180,63,1,0,13,815,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 622","Chambly",66,619,2,10,17,9,238,79,1,0,13,1054,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 623","Chambly",51,448,0,12,9,10,219,47,2,1,11,810,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 624","Chambly",44,383,1,3,6,8,144,49,4,1,11,654,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 625","Chambly",51,356,2,17,12,6,147,57,2,2,6,658,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 626","Chambly",47,472,0,8,14,7,194,67,2,0,6,817,
24011,"Beloeil--Chambly/Beloeil--Chambly",,Group 1/Groupe 1, 59,136,1,6,9,1,82,36,2,4,15,351,100
24011,"Beloeil--Chambly/Beloeil--Chambly",,Group 2/Groupe 2, 190,1280,0,17,38,28,735,166,1,3,87,2545,
