Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Niklas Brake,Karen Cox,Ginette Destrempes,Peter Schiefke,Cameron Stiff,Thierry Vadnais-Lapierre,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 198B","Vaudreuil-Dorion",44,32,3,100,5,20,2,206,606
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 199","Vaudreuil-Dorion",10,24,4,36,4,31,0,109,285
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 200","Vaudreuil-Dorion",12,15,4,40,4,26,2,103,317
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 201","Vaudreuil-Dorion",9,19,0,42,3,45,4,122,412
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 202","Pointe-des-Cascades",12,21,1,36,3,41,2,116,364
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 203","Pointe-des-Cascades",7,15,7,33,1,48,3,114,302
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 204","Pointe-des-Cascades",23,33,6,57,4,50,3,176,398
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 205","Pointe-des-Cascades",8,17,1,28,1,45,0,100,264
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 206","Les Cèdres",13,21,7,59,3,49,1,153,317
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 207","Les Cèdres",23,25,8,64,8,77,3,208,571
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 208","Les Cèdres",10,16,4,62,3,38,4,137,320
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 209","Les Cèdres",8,20,4,28,5,48,2,115,295
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 210","Les Cèdres",7,21,0,38,4,45,3,118,273
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 211","Les Cèdres",9,9,1,40,3,38,3,103,282
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 212","Les Cèdres",8,16,6,33,7,57,3,130,310
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 213","Les Cèdres",11,8,3,36,3,33,3,97,263
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 214","Les Cèdres",21,15,7,48,6,62,2,161,334
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 215","Les Cèdres",9,19,1,59,4,62,3,157,348
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 216","Les Cèdres",10,15,7,40,6,58,1,137,306
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 217","Les Cèdres",20,22,3,58,9,72,7,191,439
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 218","Les Cèdres",23,26,7,48,3,67,5,179,408
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 219","Les Cèdres",17,13,11,46,6,44,2,139,350
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 220","Les Cèdres",13,13,5,34,6,43,4,118,318
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 221","Les Cèdres",4,17,3,47,6,54,5,136,378
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 400","Vaudreuil-Dorion",Merged with No./Fusionné avec le n°28,,,,,,,,138
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 401","Vaudreuil-Dorion",6,30,4,149,0,52,5,246,334
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 402","L'Île-Perrot",2,43,3,183,1,61,6,299,378
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 403","Vaudreuil-Dorion",2,6,2,65,2,20,12,109,181
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 404","Vaudreuil-Dorion",Void/Supprimé,,,,,,,,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 405","Vaudreuil-Dorion",10,32,1,111,2,53,11,220,210
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 406","Vaudreuil-Dorion",3,15,2,77,2,30,10,139,87
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 407","Vaudreuil-Dorion",0,17,4,71,1,38,5,136,166
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 408","Vaudreuil-Dorion",1,5,3,58,1,24,4,96,142
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°84,,,,,,,,29
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°84,,,,,,,,68
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°83,,,,,,,,15
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 503","Mobile poll/Bureau itinérant",3,7,0,51,0,1,0,62,101
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°151,,,,,,,,65
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°114,,,,,,,,117
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°143,,,,,,,,65
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°72,,,,,,,,81
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°216,,,,,,,,32
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 600","Rigaud",55,156,14,363,21,362,14,985,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 601","Rigaud",69,173,14,440,25,261,8,990,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 602","Hudson",118,298,15,934,41,77,13,1496,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 603","Saint-Lazare",82,180,12,571,19,111,6,981,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 604","L'Île-Cadieux",64,180,12,575,23,297,15,1166,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 605","Vaudreuil-Dorion",87,163,21,501,13,378,21,1184,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 606","Vaudreuil-Dorion",61,127,7,370,12,141,5,723,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 607","Vaudreuil-Dorion",120,193,26,524,28,248,24,1163,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 608","L'Île-Perrot",92,216,28,582,26,323,21,1288,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 609","L'Île-Perrot",107,155,22,481,29,294,8,1096,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 610","Notre-Dame-de-l'Île-Perrot",127,257,21,662,32,372,14,1485,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 611","Notre-Dame-de-l'Île-Perrot",69,171,21,491,20,255,12,1039,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 612","Pincourt",128,217,23,726,27,201,17,1339,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 613","Pincourt",108,229,22,605,21,275,18,1278,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 614","Vaudreuil-Dorion",95,183,23,537,21,364,15,1238,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 615","Vaudreuil-Dorion",122,198,15,647,14,205,21,1222,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 616","Vaudreuil-Dorion",60,157,17,501,28,289,23,1075,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 617","Vaudreuil-Dorion",75,155,11,500,12,260,12,1025,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 618","Saint-Lazare",84,161,17,355,10,282,18,927,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 619","Saint-Lazare",99,268,16,740,40,242,8,1413,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 620","Saint-Lazare",127,242,21,616,34,326,21,1387,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 621","Les Cèdres",73,164,14,292,8,421,21,993,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 622","Les Cèdres",55,116,20,258,14,235,16,714,
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges",,Group 1/Groupe 1, 56,65,1,157,11,57,23,370,145
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges",,Group 2/Groupe 2, 192,373,28,1335,45,352,211,2536,
