Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Amir Alavi,Ryan Dyck,Phil Hewkin,David Jeffers,Catharine Kendall,Cory Grizz Longley,Bob Zimmer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 193","Stoner",21,16,0,2,5,27,84,1,156,436
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 194","Dome Creek",6,4,0,0,2,5,9,0,26,65
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 195","McBride",10,19,0,0,5,25,55,3,117,350
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 196","McBride",6,7,0,1,4,11,27,0,56,260
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 197","McBride",15,12,0,0,7,23,46,4,107,342
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 198","Dunster",9,22,0,1,25,17,46,0,120,202
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 199","Valemount ",18,12,0,0,1,13,53,1,98,316
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 200","Valemount ",9,13,0,0,13,27,30,0,92,300
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 201","Valemount ",9,10,1,0,14,24,35,0,93,315
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 202","Valemount ",12,15,1,0,12,13,55,1,109,330
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°41,,,,,,,,,14
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°41,,,,,,,,,28
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°42,,,,,,,,,52
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°42,,,,,,,,,55
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°42,,,,,,,,,29
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°42,,,,,,,,,21
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°48,,,,,,,,,63
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 507","Mobile poll/Bureau itinérant",Results combined with no. 512/Résultats combinés au n° 512,,,,,,,,,62
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 508","Mobile poll/Bureau itinérant",Results combined with no. 512/Résultats combinés au n° 512,,,,,,,,,26
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 509","Mobile poll/Bureau itinérant",Results combined with no. 512/Résultats combinés au n° 512,,,,,,,,,27
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 510","Mobile poll/Bureau itinérant",Results combined with no. 512/Résultats combinés au n° 512,,,,,,,,,52
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°103,,,,,,,,,27
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 512","Mobile poll/Bureau itinérant",12,1,1,1,0,15,60,4,94,49
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°167,,,,,,,,,113
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°170,,,,,,,,,25
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°170,,,,,,,,,4
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°170,,,,,,,,,11
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°170,,,,,,,,,14
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°168,,,,,,,,,4
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°167,,,,,,,,,54
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°170,,,,,,,,,31
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°147,,,,,,,,,10
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°195,,,,,,,,,10
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 523","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 600","Fort Nelson",59,61,0,44,6,59,754,2,985,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 601","Mackenzie",68,60,2,11,24,92,426,4,687,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 602","Charlie Lake",23,160,3,114,6,26,835,3,1170,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 603","Fort St. John",58,124,0,54,14,102,879,4,1235,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 604","Fort St. John",41,127,1,50,17,80,561,7,884,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 605","Fort St. John",40,144,2,50,14,86,614,4,954,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 606","Fort St. John",21,141,1,46,8,62,605,11,895,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 607","Fort St. John",49,129,0,93,15,70,814,4,1174,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 608","Taylor",15,123,1,56,5,17,481,0,698,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 609","Dawson Creek",21,124,0,40,18,54,618,1,876,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 610","Dawson Creek",84,176,1,48,28,133,863,10,1343,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 611","Dawson Creek",31,96,1,31,12,77,551,8,807,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 612","Pouce Coupe",9,48,0,32,7,27,298,4,425,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 613","Tumbler Ridge",30,71,0,19,15,70,366,0,571,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 614","Chetwynd",41,120,1,23,26,76,779,8,1074,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 615","Nukko Lake",76,92,0,7,39,75,481,3,773,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 616","Prince George",265,237,5,22,72,317,1053,2,1973,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 617","Prince George",158,115,0,6,57,196,652,0,1184,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 618","Prince George",60,69,0,12,13,66,225,1,446,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 619","Prince George",135,67,5,3,36,200,333,4,783,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 620","Prince George",100,39,0,4,27,119,188,2,479,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 621","Pineview",114,126,0,4,47,150,742,2,1185,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 622","McBride",44,33,0,6,18,35,205,0,341,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 623","Valemount ",51,34,0,5,27,63,200,2,382,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies",,Group 1/Groupe 1, 56,50,1,14,22,68,307,103,621,125
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies",,Group 2/Groupe 2, 229,214,1,112,101,338,1417,141,2553,
