Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Bezan,Wayne James,Ian Kathwaroon,Detlev Regelsky,Margaret Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 505","Mobile poll/Bureau itinérant",7,0,0,1,0,0,8,3
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 506","Mobile poll/Bureau itinérant",Results combined with no. 21/Résultats combinés au n° 21,,,,,,,6
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 507","Mobile poll/Bureau itinérant",4,0,0,1,0,0,5,6
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 508","Mobile poll/Bureau itinérant",3,1,0,1,0,1,6,5
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 509","Mobile poll/Bureau itinérant",2,1,0,1,4,2,10,26
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 510","Mobile poll/Bureau itinérant",6,0,0,0,2,1,9,9
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 511","Mobile poll/Bureau itinérant",0,0,0,1,1,0,2,7
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 512","Mobile poll/Bureau itinérant",15,0,0,2,1,2,20,27
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 513","Mobile poll/Bureau itinérant",3,0,0,0,1,0,4,5
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 514","Mobile poll/Bureau itinérant",1,1,0,0,4,0,6,34
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 515","Mobile poll/Bureau itinérant",3,0,1,1,0,0,5,29
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 516","Mobile poll/Bureau itinérant",8,0,0,2,1,0,11,20
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 517","Mobile poll/Bureau itinérant",2,1,1,2,0,0,6,10
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 518","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 519","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 520","Mobile poll/Bureau itinérant",Results combined with no. 34/Résultats combinés au n° 34,,,,,,,8
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 521","Mobile poll/Bureau itinérant",2,0,1,4,1,0,8,12
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 522","Mobile poll/Bureau itinérant",8,0,0,0,2,0,10,16
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 523","Mobile poll/Bureau itinérant",17,0,2,4,6,1,30,57
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 524","Mobile poll/Bureau itinérant",3,0,0,1,2,2,8,16
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 525","Mobile poll/Bureau itinérant",10,2,0,1,4,1,18,37
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 526","Mobile poll/Bureau itinérant",4,0,0,3,1,1,9,19
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 527","Mobile poll/Bureau itinérant",2,0,0,2,0,0,4,16
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 528","Mobile poll/Bureau itinérant",2,0,0,2,1,1,6,16
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 529","Mobile poll/Bureau itinérant",6,0,0,1,0,1,8,21
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 530","Mobile poll/Bureau itinérant",3,0,0,2,2,0,7,12
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 531","Mobile poll/Bureau itinérant",Results combined with no. 90/Résultats combinés au n° 90,,,,,,,19
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 532","Mobile poll/Bureau itinérant",7,2,0,0,0,0,9,14
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 533","Mobile poll/Bureau itinérant",5,0,0,1,1,0,7,13
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 534","Mobile poll/Bureau itinérant",19,0,0,1,2,0,22,34
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 535","Mobile poll/Bureau itinérant",8,1,0,1,1,1,12,17
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 536","Mobile poll/Bureau itinérant",1,0,0,2,3,0,6,8
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 537","Mobile poll/Bureau itinérant",7,0,0,3,4,2,16,33
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 538","Mobile poll/Bureau itinérant",13,0,0,2,2,0,17,31
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 539","Mobile poll/Bureau itinérant",6,0,0,2,1,0,9,26
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 540","Mobile poll/Bureau itinérant",2,0,1,3,0,0,6,13
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 541","Mobile poll/Bureau itinérant",23,0,1,17,11,0,52,86
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 542","Mobile poll/Bureau itinérant",15,0,0,4,2,0,21,43
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 543","Mobile poll/Bureau itinérant",14,0,0,5,7,0,26,34
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 544","Mobile poll/Bureau itinérant",2,0,1,2,2,0,7,20
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 545","Mobile poll/Bureau itinérant",6,0,3,2,4,0,15,53
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 546","Mobile poll/Bureau itinérant",6,0,2,7,9,0,24,65
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 547","Mobile poll/Bureau itinérant",9,1,0,4,8,1,23,68
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 548","Mobile poll/Bureau itinérant",21,2,0,7,2,1,33,71
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 549","Mobile poll/Bureau itinérant",3,0,0,2,0,0,5,10
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 550","Mobile poll/Bureau itinérant",3,0,0,2,1,0,6,9
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 551","Mobile poll/Bureau itinérant",3,1,1,0,2,0,7,20
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 552","Mobile poll/Bureau itinérant",5,0,1,0,1,0,7,13
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 553","Mobile poll/Bureau itinérant",4,2,0,2,2,0,10,21
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 554","Mobile poll/Bureau itinérant",1,0,0,1,1,0,3,20
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 555","Mobile poll/Bureau itinérant",19,2,0,2,1,0,24,33
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 556","Mobile poll/Bureau itinérant",13,1,0,6,4,0,24,52
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 557","Mobile poll/Bureau itinérant",8,0,0,3,2,2,15,30
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 558","Mobile poll/Bureau itinérant",12,0,1,4,6,0,23,50
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 559","Mobile poll/Bureau itinérant",3,2,0,1,0,0,6,12
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 560","Mobile poll/Bureau itinérant",20,1,0,2,1,0,24,47
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 561","Mobile poll/Bureau itinérant",13,0,1,5,9,1,29,58
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 562","Mobile poll/Bureau itinérant",23,0,2,8,7,0,40,61
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 600","Grahamdale",36,0,2,4,4,0,46,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 601","Ashern",231,2,26,32,33,2,326,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 602","Fisher Branch",133,5,6,10,34,2,190,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 603","Riverton",110,3,7,23,25,1,169,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 604","Arborg",338,5,61,24,45,5,478,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 605","Eriksdale",148,8,16,20,20,0,212,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 606","Lake Manitoba",15,2,3,22,42,0,84,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 607","St. Laurent",151,7,19,57,42,1,277,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 608","Rockwood--Teulon",389,12,63,48,73,2,587,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 609","Gimli",387,19,48,119,148,6,727,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 610","Gimli",427,26,47,145,178,3,826,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 611","Dunnottar--Winnipeg Beach",382,36,49,126,147,2,742,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 612","Petersfield",175,6,27,20,48,1,277,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 613","Clandeboye",130,4,13,33,35,0,215,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 614","Rockwood--Stonewall",430,19,42,71,98,12,672,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 615","Woodlands",175,5,19,16,32,1,248,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 616","Warren",215,6,26,23,38,3,311,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 617","Meadows",92,1,12,9,19,0,133,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 618","Rockwood",133,4,13,25,27,0,202,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 619","Stonewall--Rockwood",596,21,61,113,122,1,914,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 620","St. Andrews",177,6,28,33,55,1,300,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 621","Selkirk",422,14,65,122,193,5,821,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 622","Selkirk",542,19,43,137,184,3,928,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 623","East Selkirk",556,26,83,94,174,7,940,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 624","St. Andrews",328,12,40,86,109,0,575,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 625","St. Andrews",365,13,37,71,98,4,588,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 626","St. Clements--Narol",428,24,52,100,141,0,745,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 627","St. Clements--Narol",151,8,26,41,72,2,300,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 628","Tyndall",298,15,86,60,84,1,544,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 629","Beausejour",362,20,37,73,116,4,612,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 630","Brokenhead--Beausejour",305,24,65,41,98,1,534,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 631","Grand Beach--Grand Marais",87,3,25,36,45,1,197,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 632","Victoria Beach",257,16,23,98,65,4,463,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 633","Powerview-Pine Falls",261,6,33,31,33,4,368,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 634","Lac du Bonnet",243,6,16,52,52,5,374,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 635","Lac du Bonnet",349,9,24,59,65,3,509,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 636","Pinawa",175,10,9,96,53,6,349,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman",,Group 1/Groupe 1, 162,8,29,59,70,22,350,133
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman",,Group 2/Groupe 2, 1000,48,87,272,386,31,1824,
