Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Victoria Galea,Roberto Henriquez,Bert Laranjo,Spencer Rocchi,Filomena Tassi,Dean Woods,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 185","Hamilton",3,26,72,0,103,7,0,211,492
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 186","Hamilton",9,23,104,0,106,7,0,249,524
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 187","Hamilton",2,32,83,0,105,2,0,224,473
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 188","Hamilton",11,26,71,1,73,6,4,192,488
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 189","Hamilton",0,17,76,0,82,8,2,185,408
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 190","Hamilton",2,19,91,1,82,5,0,200,483
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 191","Hamilton",5,21,80,0,110,11,0,227,436
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 192","Hamilton",2,32,69,1,74,7,0,185,449
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 193","Hamilton",8,35,91,0,121,14,0,269,703
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 194","Hamilton",6,24,66,0,51,10,0,157,414
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 400","Hamilton",Void/Supprimé,,,,,,,,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 401","Hamilton",2,52,25,0,54,2,0,135,251
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 402","Hamilton",7,38,13,0,61,10,0,129,228
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 403","Hamilton",3,40,24,0,49,6,0,122,203
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 404A","Hamilton",3,82,36,1,55,1,0,178,192
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 404B","Hamilton",4,90,18,0,48,0,1,161,40
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 404C","Hamilton",8,113,33,0,68,2,0,224,251
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 404D","Hamilton",4,47,16,0,16,2,0,85,103
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 405","Hamilton",8,23,30,1,62,10,6,140,304
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 406","Mobile poll/Bureau itinérant",1,6,5,1,13,0,4,30,114
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 407","Hamilton",12,37,151,1,14,19,2,236,238
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 500","Mobile poll/Bureau itinérant",1,6,3,0,7,1,0,18,32
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 501","Mobile poll/Bureau itinérant",1,7,4,0,3,2,1,18,22
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 502","Hamilton",Merged with No./Fusionné avec le n°19,,,,,,,,9
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 503","Mobile poll/Bureau itinérant",0,8,6,0,10,0,2,26,42
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 504","Mobile poll/Bureau itinérant",0,3,2,0,10,1,0,16,20
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 505","Mobile poll/Bureau itinérant",5,6,30,0,90,0,4,135,177
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 506","Mobile poll/Bureau itinérant",2,3,1,1,11,0,3,21,24
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 507","Mobile poll/Bureau itinérant",1,4,2,0,9,1,0,17,30
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 508","Mobile poll/Bureau itinérant",2,7,11,2,22,0,0,44,113
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 509","Mobile poll/Bureau itinérant",0,5,5,0,15,1,1,27,45
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 510","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,2
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 511","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,23
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 512","Mobile poll/Bureau itinérant",1,3,5,0,12,0,3,24,46
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 513","Mobile poll/Bureau itinérant",0,5,11,0,19,1,0,36,56
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 514","Mobile poll/Bureau itinérant",7,28,17,4,32,3,3,94,127
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 515","Mobile poll/Bureau itinérant",2,6,17,0,20,0,1,46,81
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 516","Mobile poll/Bureau itinérant",2,18,7,1,23,2,0,53,87
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 517","Mobile poll/Bureau itinérant",3,5,6,2,42,0,3,61,95
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 518","Mobile poll/Bureau itinérant",2,2,1,0,11,1,2,19,55
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 519","Mobile poll/Bureau itinérant",1,9,23,0,52,1,7,93,151
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 520","Mobile poll/Bureau itinérant",3,17,8,0,10,5,1,44,68
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 521","Mobile poll/Bureau itinérant",2,9,14,0,32,1,4,62,103
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 522","Mobile poll/Bureau itinérant",1,6,5,0,11,2,2,27,45
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 523","Mobile poll/Bureau itinérant",2,4,8,0,18,1,5,38,51
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 524","Mobile poll/Bureau itinérant",1,2,10,0,12,1,0,26,59
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 525","Mobile poll/Bureau itinérant",3,6,23,0,32,1,0,65,82
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 600","Hamilton",27,186,480,3,795,38,2,1531,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 601","Hamilton",45,223,465,2,828,56,0,1619,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 602","Hamilton ",52,287,426,4,724,55,4,1552,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 603","Hamilton ",23,211,251,3,427,33,3,951,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 604","Hamilton ",17,196,145,2,352,22,3,737,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 605","Hamilton ",36,233,312,3,494,54,4,1136,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 606","Hamilton",22,163,531,1,804,52,4,1577,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 607","Hamilton",24,96,564,0,730,55,0,1469,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 608","Hamilton",25,127,609,1,581,75,0,1418,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 609","Hamilton",22,150,564,2,606,63,4,1411,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 610","Hamilton",17,113,581,2,624,49,7,1393,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 611","Hamilton ",24,220,324,2,665,66,9,1310,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 612","Hamilton ",23,199,199,1,410,52,0,884,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 613","Hamilton ",20,136,308,2,497,48,6,1017,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 614","Hamilton ",24,214,292,1,571,64,8,1174,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 615","Hamilton ",25,250,280,2,570,55,8,1190,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",,Group 1/Groupe 1, 19,166,130,0,249,16,34,614,290
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",,Group 2/Groupe 2, 73,643,760,4,1768,65,76,3389,
