Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sani Diallo,Charles Fiset,David-Roger Gagnon,Joël Godin,Christian Hébert,Nash Mathieu,Tommy Pelletier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 177","Portneuf",17,1,6,74,28,1,1,1,129,316
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 178","Portneuf",10,4,3,48,30,5,5,2,107,281
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 179","Portneuf",20,1,12,100,36,2,1,4,176,433
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 180","Saint-Alban",24,0,13,68,43,7,3,2,160,320
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 181","Saint-Alban",25,0,3,111,27,6,2,2,176,387
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 182","Saint-Alban",11,3,2,61,17,6,0,0,100,268
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 183","Cap-Santé",26,0,10,126,64,6,3,3,238,482
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 184","Cap-Santé",18,4,8,86,50,7,1,5,179,454
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 185","Cap-Santé",15,3,9,115,45,7,1,2,197,435
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 186","Cap-Santé",26,1,9,95,48,2,1,4,186,387
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 187","Cap-Santé",18,1,8,93,40,3,1,8,172,373
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 188","Cap-Santé",19,1,12,69,50,1,1,1,154,317
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 189","Cap-Santé",38,1,12,88,38,6,0,2,185,341
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 190","Donnacona",25,1,12,91,33,7,2,2,173,462
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 191A","Donnacona",Merged with No./Fusionné avec le n°192,,,,,,,,,65
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 191B","Donnacona",24,1,14,121,49,7,5,8,229,548
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 192","Donnacona",13,2,13,121,44,5,3,3,204,444
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 193","Donnacona",23,0,4,63,30,4,1,0,125,403
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 194","Donnacona",21,5,8,62,20,7,4,3,130,375
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 195","Donnacona",24,1,7,77,48,2,4,2,165,438
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 196","Donnacona",18,0,6,74,23,1,4,1,127,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 197","Donnacona",19,1,8,40,31,2,3,2,106,342
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 198","Donnacona",15,1,16,113,42,5,1,10,203,475
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 199","Donnacona",14,2,9,44,24,5,1,3,102,361
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 200","Donnacona",20,1,12,51,18,1,3,3,109,338
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 201","Donnacona",18,1,10,161,45,5,5,5,250,542
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 202","Donnacona",20,2,3,60,33,6,1,0,125,366
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 203","Saint-Ubalde",54,4,10,108,51,8,2,5,242,420
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 204A","Saint-Ubalde",40,4,4,117,76,6,0,3,250,402
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 204B","Mobile poll/Bureau itinérant",0,0,0,2,1,0,0,0,3,8
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 205","Saint-Ubalde",25,1,2,125,43,6,0,4,206,323
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 206","Portneuf",25,1,5,57,30,2,2,4,126,341
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 207","Portneuf",10,1,9,47,10,2,2,3,84,282
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 208","Portneuf",15,1,3,66,31,1,1,2,120,382
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 209","Portneuf",24,0,10,67,31,1,0,1,134,331
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 210","Saint-Gilbert",21,2,6,77,36,7,1,1,151,257
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 211","Saint-Marc-des-Carrières",18,4,5,77,35,5,2,2,148,376
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 212","Saint-Marc-des-Carrières",10,0,4,104,26,2,2,1,149,442
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 213","Saint-Marc-des-Carrières",15,3,4,61,22,4,1,2,112,296
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 214","Saint-Marc-des-Carrières",8,2,3,30,15,2,0,0,60,218
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 215","Saint-Marc-des-Carrières",11,1,2,73,19,2,0,0,108,286
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 216","Saint-Marc-des-Carrières",12,0,3,58,25,7,1,2,108,308
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 217","Saint-Marc-des-Carrières",11,4,4,73,32,1,1,4,130,377
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 218","Saint-Thuribe",19,1,10,60,36,4,2,2,134,231
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 219","Deschambault-Grondines",45,3,16,111,69,11,3,3,261,456
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 220","Deschambault-Grondines",17,2,11,79,49,8,2,1,169,381
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 221","Deschambault-Grondines",34,5,13,65,72,7,1,3,200,374
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 222","Saint-Casimir",13,0,2,77,30,4,0,0,126,226
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 223","Saint-Casimir",17,0,11,100,36,4,2,2,172,312
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 224","Saint-Casimir",12,3,11,70,29,4,0,2,131,280
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 225A","Saint-Casimir",26,3,7,78,36,2,2,2,156,334
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 225B","Mobile poll/Bureau itinérant",4,0,0,1,1,0,0,0,6,6
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 226","Deschambault-Grondines",16,3,9,66,47,5,0,4,150,266
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 227","Deschambault-Grondines",35,2,22,68,59,3,0,9,198,349
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 400","Saint-Raymond",29,0,2,89,12,0,0,0,132,155
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 401","Saint-Augustin-de-Desmaures",82,3,3,45,36,0,1,4,174,246
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 402","Saint-Augustin-de-Desmaures",32,4,0,26,27,0,1,8,98,157
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 403","Pont-Rouge",34,0,2,67,10,0,0,1,114,149
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 404","Donnacona",42,2,2,69,28,1,0,5,149,195
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 500","Mobile poll/Bureau itinérant",4,1,1,9,4,0,0,0,19,25
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 501","Mobile poll/Bureau itinérant",8,2,1,8,5,0,0,4,28,36
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 502","Mobile poll/Bureau itinérant",1,0,1,3,3,0,0,2,10,18
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 503","Sainte-Catherine-de-la-Jacques-Cartier",Merged with No./Fusionné avec le n°95,,,,,,,,,20
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 504","Saint-Augustin-de-Desmaures",Merged with No./Fusionné avec le n°136,,,,,,,,,21
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 505","Mobile poll/Bureau itinérant",7,0,0,1,5,0,0,0,13,38
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 506","Saint-Augustin-de-Desmaures",Merged with No./Fusionné avec le n°121,,,,,,,,,30
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 507","Mobile poll/Bureau itinérant",23,0,1,4,6,1,0,1,36,74
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 508","Mobile poll/Bureau itinérant",5,0,0,3,3,0,1,2,14,58
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 509","Mobile poll/Bureau itinérant",7,0,0,17,4,0,0,1,29,34
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 510","Mobile poll/Bureau itinérant",0,2,1,2,1,1,0,0,7,17
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 511","Pont-Rouge",Merged with No./Fusionné avec le n°145,,,,,,,,,5
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 512","Mobile poll/Bureau itinérant",2,0,1,1,0,0,0,0,4,11
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 513","Saint-Raymond",Merged with No./Fusionné avec le n°65,,,,,,,,,25
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 514","Mobile poll/Bureau itinérant",2,0,0,4,0,0,0,1,7,14
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 515","Saint-Raymond",Merged with No./Fusionné avec le n°64,,,,,,,,,4
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 516","Mobile poll/Bureau itinérant",8,1,0,0,2,0,0,0,11,43
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 517","Saint-Basile",Merged with No./Fusionné avec le n°163,,,,,,,,,10
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 518","Mobile poll/Bureau itinérant",10,0,2,6,3,0,0,1,22,36
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 519","Mobile poll/Bureau itinérant",4,1,1,12,3,0,0,0,21,31
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 520","Mobile poll/Bureau itinérant",2,1,0,6,1,0,1,2,13,6
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 521","Mobile poll/Bureau itinérant",3,0,0,2,3,0,0,0,8,39
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 522","Mobile poll/Bureau itinérant",8,2,0,8,3,0,0,4,25,35
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 523","Mobile poll/Bureau itinérant",5,0,0,2,0,0,0,1,8,48
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 524","Mobile poll/Bureau itinérant",6,0,1,9,1,0,0,0,17,20
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 525","Mobile poll/Bureau itinérant",3,0,0,19,5,0,0,0,27,29
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 526","Mobile poll/Bureau itinérant",2,0,0,3,0,0,0,1,6,12
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 527","Mobile poll/Bureau itinérant",2,0,0,10,0,0,0,0,12,12
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 600","Stoneham-et-Tewkesbury",137,10,38,395,244,31,3,13,871,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 601","Sainte-Brigitte-de-Laval",209,19,47,670,368,53,4,12,1382,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 602","Lac-Beauport",136,9,24,315,214,12,3,7,720,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 603","Lac-Beauport",145,7,34,369,246,10,3,8,822,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 604","Stoneham-et-Tewkesbury",163,6,39,473,305,31,3,26,1046,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 605","Shannon--Saint-Gabriel",119,10,27,391,112,23,5,7,694,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 606","Shannon",78,7,18,295,80,8,2,4,492,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 607","Sainte-Catherine-de-la-Jacques-Cartier",110,16,39,558,201,20,6,19,969,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 608","Saint-Augustin-de-Desmaures",251,11,42,867,442,20,7,17,1657,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 609","Saint-Augustin-de-Desmaures",315,10,46,677,470,16,4,9,1547,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 610","Saint-Augustin-de-Desmaures",324,25,47,610,594,14,5,8,1627,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 611","Neuville",152,8,31,518,335,21,5,10,1080,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 612","Donnacona",175,6,31,555,277,20,9,22,1095,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 613","Cap-Santé",71,3,17,368,166,15,3,2,645,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 614","Pont-Rouge",125,7,28,566,197,26,3,21,973,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 615","Pont-Rouge",134,13,25,678,242,9,8,14,1123,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 616","Fossambault-sur-le-Lac",134,6,46,492,216,21,0,17,932,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 617","Linton",116,6,20,681,251,13,4,19,1110,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 618","Saint-Raymond",136,16,18,683,230,18,9,11,1121,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 619","Saint-Basile",33,1,9,157,67,12,2,1,282,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 620","Portneuf",95,10,15,371,155,8,1,12,667,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 621","Deschambault-Grondines",50,4,12,190,175,13,0,3,447,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 622","Saint-Gilbert",92,8,16,406,163,12,4,10,711,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 623","Saint-Alban--Saint-Ubalde",32,0,7,182,86,4,3,6,320,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier",,Group 1/Groupe 1, 105,6,64,704,86,33,11,49,1058,79
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier",,Group 2/Groupe 2, 407,14,69,930,593,29,11,43,2096,
