Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Luc Berthold,Gloriane Blais,Mathieu Boisvert,Jonathan Gagnon,Emilie Hamel,Éric Labonté,Adam Lukofsky,Real Pepin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 507","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 508","Inverness",Merged with No./Fusionné avec le n°20,,,,,,,,,,4
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 509","Mobile poll/Bureau itinérant",25,0,1,0,0,2,5,0,2,35,55
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 510","Thetford Mines",Merged with No./Fusionné avec le n°55,,,,,,,,,,23
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 511","Mobile poll/Bureau itinérant",7,0,0,0,0,2,4,0,1,14,30
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 512","Thetford Mines",Merged with No./Fusionné avec le n°65,,,,,,,,,,22
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 513","Thetford Mines",Merged with No./Fusionné avec le n°67,,,,,,,,,,50
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 514","Mobile poll/Bureau itinérant",Results combined with no. 73/Résultats combinés au n° 73,,,,,,,,,,30
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 515","Mobile poll/Bureau itinérant",10,0,0,0,0,0,2,0,0,12,24
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 516","Mobile poll/Bureau itinérant",13,0,0,0,0,3,9,0,1,26,32
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 517","Mobile poll/Bureau itinérant",36,1,1,0,1,3,7,0,3,52,68
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 518","Mobile poll/Bureau itinérant",30,0,0,0,0,5,12,2,7,56,37
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 519","Mobile poll/Bureau itinérant",19,0,1,0,0,5,11,1,0,37,53
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 520","Thetford Mines",Merged with No./Fusionné avec le n°199,,,,,,,,,,8
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 521","Mobile poll/Bureau itinérant",14,1,2,0,1,2,7,0,5,32,42
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 522","Mobile poll/Bureau itinérant",3,0,0,0,1,3,0,0,1,8,11
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 523","East Broughton",Merged with No./Fusionné avec le n°12,,,,,,,,,,6
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 524","East Broughton",Merged with No./Fusionné avec le n°12,,,,,,,,,,5
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 525","Sainte-Clotilde-de-Beauce",Merged with No./Fusionné avec le n°27,,,,,,,,,,6
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 526","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 527","Adstock",Merged with No./Fusionné avec le n°78,,,,,,,,,,13
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 528","Disraeli",Merged with No./Fusionné avec le n°146,,,,,,,,,,14
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 529","Disraeli",Merged with No./Fusionné avec le n°146,,,,,,,,,,22
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 530","Stratford",Merged with No./Fusionné avec le n°163,,,,,,,,,,4
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 531","Lambton",Merged with No./Fusionné avec le n°137,,,,,,,,,,14
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 532","Mobile poll/Bureau itinérant",9,2,0,0,1,0,4,2,0,18,24
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 533","Sainte-Cécile-de-Whitton",Merged with No./Fusionné avec le n°167,,,,,,,,,,9
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 534","Lac-Drolet",Merged with No./Fusionné avec le n°156,,,,,,,,,,16
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 535","Mobile poll/Bureau itinérant",3,0,1,0,0,1,0,0,3,8,9
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 536","Mobile poll/Bureau itinérant",2,1,0,0,0,0,2,0,2,7,28
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 537","Lac-Mégantic",Merged with No./Fusionné avec le n°180,,,,,,,,,,3
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 538","Mobile poll/Bureau itinérant",6,0,0,0,0,3,2,0,1,12,35
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 539","Lac-Mégantic",Merged with No./Fusionné avec le n°177,,,,,,,,,,1
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 540","Lac-Mégantic",Merged with No./Fusionné avec le n°176,,,,,,,,,,11
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 541","Mobile poll/Bureau itinérant",2,1,0,0,1,0,6,2,4,16,20
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 542","Lac-Mégantic",Merged with No./Fusionné avec le n°180,,,,,,,,,,22
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 600","Lyster",111,3,13,9,3,27,25,11,1,203,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 601","Plessisville",419,11,8,14,10,106,88,9,14,679,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 602","Plessisville",308,6,17,7,5,89,78,8,10,528,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 603","Princeville",267,0,15,21,4,125,52,8,7,499,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 604","Saint-Ferdinand",431,8,19,5,1,128,93,17,2,704,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 605","East Broughton",502,2,18,37,4,120,75,6,15,779,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 606","Thetford Mines",445,4,14,11,10,157,92,4,5,742,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 607","Thetford Mines",440,4,8,14,1,163,116,13,10,769,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 608","Thetford Mines",434,2,14,11,2,156,129,5,7,760,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 609","Thetford Mines",276,3,17,20,2,102,90,10,10,530,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 610","Thetford Mines",349,4,6,5,4,108,55,8,8,547,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 611","Saint-Joseph-de-Coleraine",302,2,8,19,6,137,76,10,7,567,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 612","Disraeli",364,4,15,25,5,157,100,22,16,708,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 613","Disraeli",292,3,16,13,7,199,120,7,8,665,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 614","Adstock--Sainte-Clotilde-de-Beauce",207,0,5,4,3,36,39,2,9,305,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 615","Lambton",306,4,12,28,2,145,91,21,9,618,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 616","Saint-Ludger",164,7,2,27,3,75,28,3,3,312,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 617","Lac-Mégantic",231,8,13,13,8,102,71,9,5,460,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 618","Lac-Mégantic",288,13,14,12,7,189,96,10,13,642,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 619","Frontenac--Notre-Dame-des-Bois",142,4,11,9,1,109,70,3,2,351,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 620","Plessisville",407,13,10,10,3,107,84,4,2,640,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 621","Princeville",331,4,17,3,3,101,97,10,6,572,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 622","Thetford Mines",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 623","Thetford Mines",330,5,13,12,5,141,86,5,6,603,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 624","Thetford Mines",416,3,10,18,6,171,74,7,13,718,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 625","Thetford Mines",264,1,6,11,2,78,51,3,3,419,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 626","Thetford Mines",320,0,3,8,7,100,66,5,6,515,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 627","Lac-Mégantic",324,17,10,17,10,169,146,17,12,722,
24047,"Mégantic--L'Érable/Mégantic--L'Érable",,Group 1/Groupe 1, 53,0,23,3,7,35,39,2,13,175,60
24047,"Mégantic--L'Érable/Mégantic--L'Érable",,Group 2/Groupe 2, 675,11,29,22,7,286,247,12,32,1321,
