Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Garnett Genuis,Tanya Holm,Todd Newberry,Sheldon Jonah Perris,Charles Simpson,Aidan Bradley Theroux,John Wetterstrand,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 171","Sherwood Park",109,37,0,1,0,67,13,1,228,470
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 172","Sherwood Park",122,32,1,2,0,38,8,0,203,420
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 173","Sherwood Park",125,24,4,1,0,68,7,1,230,475
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 174","Sherwood Park",103,19,1,1,0,35,8,0,167,401
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 175","Sherwood Park",105,21,0,2,1,60,18,0,207,383
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 176","Whitecroft",136,51,2,3,1,30,17,2,242,659
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 177","Sherwood Park",81,18,0,0,0,16,5,0,120,312
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 178","Whitecroft",98,14,3,0,0,32,13,1,161,384
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 179","Ardrossan",141,16,3,4,0,50,22,0,236,545
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 180","Ardrossan",97,18,3,6,2,18,11,2,157,335
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 181","Ardrossan",130,18,2,2,2,34,17,2,207,494
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 182","Ardrossan",113,7,3,1,1,9,24,1,159,358
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 183","Strathcona County",66,12,0,0,0,21,5,0,104,231
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 184","Ardrossan",152,24,2,2,0,42,17,0,239,494
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 185","Ardrossan",99,13,3,2,0,29,27,1,174,326
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 186","Whitecroft",150,41,1,2,0,51,10,1,256,530
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 187","Whitecroft",157,22,2,2,1,40,8,0,232,510
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 188","Whitecroft",127,45,2,1,1,33,24,4,237,476
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 189","Whitecroft",139,30,4,1,0,28,23,0,225,476
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 190","Strathcona County",132,22,5,1,1,25,13,0,199,397
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 191","Wyeclif",76,5,2,0,1,15,5,0,104,189
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 192","Wyeclif",90,21,3,3,0,40,12,0,169,408
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 193","Strathcona County",52,12,2,0,0,28,14,0,108,231
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 194","Strathcona County",120,17,3,2,1,28,15,0,186,397
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 195","Ardrossan",109,10,3,1,1,17,6,0,147,308
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 196","Uncas",135,13,5,0,0,31,26,1,211,439
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 197","Sherwood Park--Ardrossan",116,4,7,1,0,28,17,1,174,339
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 198","Uncas",102,12,3,2,0,23,21,1,164,377
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 199","North Cooking Lake",81,11,7,1,0,37,17,1,155,367
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 200","North Cooking Lake",96,9,3,2,1,29,7,1,148,308
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 201","Strathcona County",134,18,1,4,0,25,21,0,203,419
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 202","Cooking Lake",128,17,1,0,0,28,12,0,186,342
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 203","Cooking Lake",153,17,0,1,1,50,21,0,243,398
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 204","Cooking Lake",130,14,2,1,0,37,28,1,213,410
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 205","Cooking Lake",87,4,1,3,0,22,13,1,131,322
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 206","Bretona",109,14,0,1,1,28,8,0,161,279
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 207","Bretona",100,28,1,1,0,38,20,0,188,428
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 208","Bretona",128,8,6,1,0,16,10,0,169,325
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 209","Cooking Lake",97,17,2,1,0,26,13,0,156,330
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 210","Cooking Lake",101,19,1,2,1,27,17,0,168,378
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 211","Cooking Lake",100,12,2,1,1,26,21,0,163,359
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 212","Cooking Lake",150,15,4,1,1,33,22,2,228,404
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 213","Cooking Lake",100,14,2,1,3,30,20,0,170,371
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 214","Cooking Lake",98,10,2,3,0,39,16,1,169,385
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 215","North Cooking Lake",128,24,2,1,1,44,14,0,214,425
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 216","North Cooking Lake",99,18,1,2,0,30,12,0,162,391
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 217","Deville",129,15,5,8,0,37,20,0,214,460
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 218","Cooking Lake",59,12,1,1,2,15,19,1,110,305
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 219","Cooking Lake",74,10,0,3,0,26,13,0,126,308
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 220","Cooking Lake",86,16,1,4,0,29,16,0,152,354
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 400","Sherwood Park",73,21,2,0,0,21,5,0,122,195
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 401","Sherwood Park",80,18,1,0,1,23,3,0,126,203
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 402","Sherwood Park",94,23,3,2,1,18,2,1,144,177
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 500","Mobile poll/Bureau itinérant",4,2,0,0,0,1,0,0,7,17
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 501","Mobile poll/Bureau itinérant",12,1,0,0,0,8,2,0,23,33
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 502","Mobile poll/Bureau itinérant",11,4,0,0,0,1,0,0,16,20
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 503","Mobile poll/Bureau itinérant",34,9,1,0,0,13,1,2,60,85
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 504","Mobile poll/Bureau itinérant",24,5,1,1,1,8,0,3,43,77
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 505","Mobile poll/Bureau itinérant",20,4,0,0,0,10,0,0,34,66
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 506","Mobile poll/Bureau itinérant",34,16,0,0,0,5,0,2,57,95
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 507","Mobile poll/Bureau itinérant",6,4,0,1,0,1,0,0,12,25
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 508","Mobile poll/Bureau itinérant",18,6,0,1,4,3,0,2,34,46
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 509","Mobile poll/Bureau itinérant",20,7,0,0,0,7,0,0,34,48
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 510","Mobile poll/Bureau itinérant",17,4,0,0,1,13,0,1,36,76
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 511","Mobile poll/Bureau itinérant",12,5,0,0,1,1,1,1,21,23
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°48B,,,,,,,,,14
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 513","Mobile poll/Bureau itinérant",53,7,0,1,0,20,2,0,83,128
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 514","Mobile poll/Bureau itinérant",29,10,0,0,0,9,2,1,51,87
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 600","Strathcona County--Ardrossan",475,58,23,15,2,90,82,1,746,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 601","Fort Saskatchewan",595,112,15,10,9,249,89,8,1087,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 602","Fort Saskatchewan",720,108,19,12,6,220,99,7,1191,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 603","Fort Saskatchewan",861,83,18,7,3,194,127,5,1298,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 604","Fort Saskatchewan",849,103,9,10,2,196,113,1,1283,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 605","Wyeclif",852,117,28,13,2,159,98,3,1272,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 606","Strathcona County",813,202,16,12,1,267,78,6,1395,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 607","Strathcona County",769,185,16,6,2,259,92,4,1333,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 608","Strathcona County",832,181,16,10,5,244,77,3,1368,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 609","Strathcona County",873,214,10,10,6,276,71,7,1467,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 610","Sherwood Park",756,185,16,10,2,245,54,1,1269,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 611","Sherwood Park",872,194,13,7,0,241,72,3,1402,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 612","Strathcona County",653,138,16,11,1,181,56,4,1060,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 613","Strathcona County",577,155,15,6,2,183,70,1,1009,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 614","Strathcona County",510,133,10,14,5,231,71,2,976,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 615","Strathcona County",385,151,13,9,4,142,60,0,764,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 616","Strathcona County",684,178,18,6,2,116,36,2,1042,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 617","Sherwood Park",574,69,17,1,1,87,70,0,819,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 618","Strathcona County",624,79,21,11,4,132,106,5,982,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 619","Strathcona County",704,91,28,12,2,162,116,6,1121,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,Group 1/Groupe 1, 437,105,2,9,6,131,46,30,766,173
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,Group 2/Groupe 2, 2015,599,26,31,6,638,144,58,3517,
