Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marie-Clarisse Berger,Maxime Boivin,Élisabeth Brière,Ensaf Haidar,Marika Lalime,Marcela Niculescu,Andrea Winters,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24073,"Sherbrooke/Sherbrooke"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°129,,,,,,,,,40
24073,"Sherbrooke/Sherbrooke"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°141,,,,,,,,,53
24073,"Sherbrooke/Sherbrooke"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140,,,,,,,,,72
24073,"Sherbrooke/Sherbrooke"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140,,,,,,,,,29
24073,"Sherbrooke/Sherbrooke"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140,,,,,,,,,63
24073,"Sherbrooke/Sherbrooke"," 523","Sherbrooke",Merged with No./Fusionné avec le n°147,,,,,,,,,44
24073,"Sherbrooke/Sherbrooke"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°177,,,,,,,,,16
24073,"Sherbrooke/Sherbrooke"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°179,,,,,,,,,1
24073,"Sherbrooke/Sherbrooke"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°179,,,,,,,,,132
24073,"Sherbrooke/Sherbrooke"," 600","Sherbrooke",25,14,431,481,98,38,229,33,1349,
24073,"Sherbrooke/Sherbrooke"," 601","Sherbrooke",32,10,480,418,123,25,191,28,1307,
24073,"Sherbrooke/Sherbrooke"," 602","Sherbrooke",22,25,418,381,100,18,216,28,1208,
24073,"Sherbrooke/Sherbrooke"," 603","Sherbrooke",19,13,536,488,73,22,256,36,1443,
24073,"Sherbrooke/Sherbrooke"," 604","Sherbrooke",24,31,586,456,96,23,276,27,1519,
24073,"Sherbrooke/Sherbrooke"," 605","Sherbrooke",27,24,378,338,77,26,167,33,1070,
24073,"Sherbrooke/Sherbrooke"," 606","Sherbrooke",13,11,285,238,63,14,80,26,730,
24073,"Sherbrooke/Sherbrooke"," 607","Sherbrooke",29,21,574,409,141,9,118,16,1317,
24073,"Sherbrooke/Sherbrooke"," 608","Sherbrooke",21,17,855,519,118,19,288,24,1861,
24073,"Sherbrooke/Sherbrooke"," 609","Sherbrooke",17,11,580,381,89,16,191,32,1317,
24073,"Sherbrooke/Sherbrooke"," 610","Sherbrooke",13,12,535,342,92,17,155,15,1181,
24073,"Sherbrooke/Sherbrooke"," 611","Sherbrooke",30,11,448,354,87,14,110,19,1073,
24073,"Sherbrooke/Sherbrooke"," 612","Sherbrooke",30,7,222,218,99,28,49,16,669,
24073,"Sherbrooke/Sherbrooke"," 613","Sherbrooke",31,18,501,420,100,35,178,38,1321,
24073,"Sherbrooke/Sherbrooke"," 614","Sherbrooke",23,17,277,222,104,17,84,20,764,
24073,"Sherbrooke/Sherbrooke"," 615","Sherbrooke",29,27,271,267,105,28,87,14,828,
24073,"Sherbrooke/Sherbrooke"," 616","Sherbrooke",36,18,388,365,130,19,133,27,1116,
24073,"Sherbrooke/Sherbrooke"," 617","Sherbrooke",16,14,521,362,74,22,223,29,1261,
24073,"Sherbrooke/Sherbrooke"," 618","Sherbrooke",34,12,508,371,154,38,196,30,1343,
24073,"Sherbrooke/Sherbrooke"," 619","Sherbrooke",26,6,493,394,107,12,204,18,1260,
24073,"Sherbrooke/Sherbrooke",,Group 1/Groupe 1, 19,3,141,71,63,3,37,14,351,130
24073,"Sherbrooke/Sherbrooke",,Group 2/Groupe 2, 30,15,1090,522,240,19,257,109,2282,
