Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rachel Blaney,Shelley Downey,Stacey Gastis,Jennifer Grenz,Paul Macknight,Carla Neal,Jessica Wegg,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59037,"North Island--Powell River/North Island--Powell River"," 611","Courtenay--Pentledge 2",312,347,6,97,73,1,56,1,893,
59037,"North Island--Powell River/North Island--Powell River"," 612","Comox Valley B (Lazo North)",451,489,13,120,52,1,72,1,1199,
59037,"North Island--Powell River/North Island--Powell River"," 613","Comox",585,679,15,239,71,0,89,2,1680,
59037,"North Island--Powell River/North Island--Powell River"," 614","Comox",742,594,9,275,61,2,95,3,1781,
59037,"North Island--Powell River/North Island--Powell River"," 615","Comox",687,646,19,260,34,0,103,0,1749,
59037,"North Island--Powell River/North Island--Powell River"," 616","Texada Island",129,123,0,48,49,0,25,2,376,
59037,"North Island--Powell River/North Island--Powell River"," 617","Powell River",462,382,3,174,57,2,65,5,1150,
59037,"North Island--Powell River/North Island--Powell River"," 618","Powell River",415,205,2,115,81,2,65,4,889,
59037,"North Island--Powell River/North Island--Powell River"," 619","Lang Bay--Sliammon 1",102,58,3,37,15,0,20,1,236,
59037,"North Island--Powell River/North Island--Powell River",,Group 1/Groupe 1, 362,404,5,94,50,0,60,47,1022,151
59037,"North Island--Powell River/North Island--Powell River",,Group 2/Groupe 2, 3285,2469,30,1009,213,6,400,248,7660,
