Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Geneva Allen,Marie-Claude Bibeau,Yves Bourassa,Nathalie Bresse,Sylvain Dodier,Déitane Gendron,Sylvain Longpré,Pierre Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24023,"Compton--Stanstead/Compton--Stanstead"," 217","Stanstead",8,29,9,8,2,0,1,12,3,72,307
24023,"Compton--Stanstead/Compton--Stanstead"," 218","Stanstead",15,32,4,6,0,0,0,10,2,69,300
24023,"Compton--Stanstead/Compton--Stanstead"," 219","Stanstead",15,27,5,16,4,0,0,7,2,76,285
24023,"Compton--Stanstead/Compton--Stanstead"," 220","Stanstead",7,39,3,12,2,0,0,18,0,81,242
24023,"Compton--Stanstead/Compton--Stanstead"," 221","Stanstead",13,32,2,18,4,1,0,9,0,79,279
24023,"Compton--Stanstead/Compton--Stanstead"," 400","Sherbrooke",2,120,5,53,0,1,0,40,5,226,278
24023,"Compton--Stanstead/Compton--Stanstead"," 401","Sherbrooke",2,64,3,20,1,0,2,6,2,100,137
24023,"Compton--Stanstead/Compton--Stanstead"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°5,,,,,,,,,,22
24023,"Compton--Stanstead/Compton--Stanstead"," 501","Weedon",Merged with No./Fusionné avec le n°7,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 502","Bury",Merged with No./Fusionné avec le n°15,,,,,,,,,,2
24023,"Compton--Stanstead/Compton--Stanstead"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°32,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,,62
24023,"Compton--Stanstead/Compton--Stanstead"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°27,,,,,,,,,,4
24023,"Compton--Stanstead/Compton--Stanstead"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°32,,,,,,,,,,38
24023,"Compton--Stanstead/Compton--Stanstead"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°60,,,,,,,,,,12
24023,"Compton--Stanstead/Compton--Stanstead"," 508","Sherbrooke",Merged with No./Fusionné avec le n°56,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°107,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,,52
24023,"Compton--Stanstead/Compton--Stanstead"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,,26
24023,"Compton--Stanstead/Compton--Stanstead"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°69,,,,,,,,,,12
24023,"Compton--Stanstead/Compton--Stanstead"," 513","Mobile poll/Bureau itinérant",6,143,9,28,4,2,4,21,12,229,123
24023,"Compton--Stanstead/Compton--Stanstead"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°526,,,,,,,,,,92
24023,"Compton--Stanstead/Compton--Stanstead"," 515","Cookshire-Eaton",Merged with No./Fusionné avec le n°47,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,,88
24023,"Compton--Stanstead/Compton--Stanstead"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°63,,,,,,,,,,6
24023,"Compton--Stanstead/Compton--Stanstead"," 518","Cookshire-Eaton",Merged with No./Fusionné avec le n°64,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°150,,,,,,,,,,8
24023,"Compton--Stanstead/Compton--Stanstead"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°526,,,,,,,,,,60
24023,"Compton--Stanstead/Compton--Stanstead"," 521","North Hatley",Merged with No./Fusionné avec le n°159,,,,,,,,,,8
24023,"Compton--Stanstead/Compton--Stanstead"," 522","North Hatley",Merged with No./Fusionné avec le n°159,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°199,,,,,,,,,,18
24023,"Compton--Stanstead/Compton--Stanstead"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°186,,,,,,,,,,59
24023,"Compton--Stanstead/Compton--Stanstead"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°186,,,,,,,,,,63
24023,"Compton--Stanstead/Compton--Stanstead"," 526","Mobile poll/Bureau itinérant",6,176,2,25,3,1,1,14,7,235,35
24023,"Compton--Stanstead/Compton--Stanstead"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°182,,,,,,,,,,18
24023,"Compton--Stanstead/Compton--Stanstead"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°526,,,,,,,,,,73
24023,"Compton--Stanstead/Compton--Stanstead"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°526,,,,,,,,,,50
24023,"Compton--Stanstead/Compton--Stanstead"," 530","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°217,,,,,,,,,,1
24023,"Compton--Stanstead/Compton--Stanstead"," 531","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°218,,,,,,,,,,3
24023,"Compton--Stanstead/Compton--Stanstead"," 532","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°526,,,,,,,,,,11
24023,"Compton--Stanstead/Compton--Stanstead"," 533","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°526,,,,,,,,,,17
24023,"Compton--Stanstead/Compton--Stanstead"," 534","Sherbrooke",Merged with No./Fusionné avec le n°67,,,,,,,,,,0
24023,"Compton--Stanstead/Compton--Stanstead"," 600","Weedon",12,173,22,227,8,6,3,133,8,592,
24023,"Compton--Stanstead/Compton--Stanstead"," 601","Bishopton--Bury",9,143,8,114,16,3,1,66,3,363,
24023,"Compton--Stanstead/Compton--Stanstead"," 602","Scotstown--Chartierville",9,77,18,74,7,5,1,48,3,242,
24023,"Compton--Stanstead/Compton--Stanstead"," 603","Cookshire-Eaton",23,233,22,152,22,10,1,104,6,573,
24023,"Compton--Stanstead/Compton--Stanstead"," 604","East Angus",25,311,33,312,13,10,2,166,17,889,
24023,"Compton--Stanstead/Compton--Stanstead"," 605","Ascot Corner",16,211,27,319,12,5,0,117,9,716,
24023,"Compton--Stanstead/Compton--Stanstead"," 606","Stoke",26,166,19,272,15,7,2,101,12,620,
24023,"Compton--Stanstead/Compton--Stanstead"," 607","Sherbrooke",18,198,15,264,14,7,4,95,9,624,
24023,"Compton--Stanstead/Compton--Stanstead"," 608","Sherbrooke",28,230,17,293,16,3,4,139,6,736,
24023,"Compton--Stanstead/Compton--Stanstead"," 609","Sherbrooke",46,344,19,404,15,4,4,193,21,1050,
24023,"Compton--Stanstead/Compton--Stanstead"," 610","Sherbrooke",45,322,22,306,8,7,1,131,10,852,
24023,"Compton--Stanstead/Compton--Stanstead"," 611","Sherbrooke",58,339,21,283,10,5,1,143,8,868,
24023,"Compton--Stanstead/Compton--Stanstead"," 612","Sherbrooke",53,406,12,392,14,9,3,194,15,1098,
24023,"Compton--Stanstead/Compton--Stanstead"," 613","Sherbrooke",33,273,26,324,14,13,1,175,10,869,
24023,"Compton--Stanstead/Compton--Stanstead"," 614","Sherbrooke",41,358,8,423,11,14,1,209,31,1096,
24023,"Compton--Stanstead/Compton--Stanstead"," 615","Hatley",32,316,20,166,21,7,2,92,8,664,
24023,"Compton--Stanstead/Compton--Stanstead"," 616","Sherbrooke",46,300,17,58,13,2,1,62,5,504,
24023,"Compton--Stanstead/Compton--Stanstead"," 617","Sherbrooke",49,329,9,98,14,2,1,103,4,609,
24023,"Compton--Stanstead/Compton--Stanstead"," 618","Cookshire-Eaton",22,179,13,145,12,4,4,85,4,468,
24023,"Compton--Stanstead/Compton--Stanstead"," 619","Waterville",20,280,28,172,6,5,0,89,8,608,
24023,"Compton--Stanstead/Compton--Stanstead"," 620","Waterville",30,214,16,103,9,4,0,58,3,437,
24023,"Compton--Stanstead/Compton--Stanstead"," 621","Sainte-Catherine-de-Hatley",29,259,13,248,13,2,3,92,9,668,
24023,"Compton--Stanstead/Compton--Stanstead"," 622","Sainte-Catherine-de-Hatley",40,349,13,139,10,4,3,128,2,688,
24023,"Compton--Stanstead/Compton--Stanstead"," 623","Stanstead",43,493,38,140,7,7,1,143,14,886,
24023,"Compton--Stanstead/Compton--Stanstead"," 624","Coaticook",18,490,14,215,9,7,3,176,22,954,
24023,"Compton--Stanstead/Compton--Stanstead"," 625","Dixville",15,403,16,192,8,9,2,130,15,790,
24023,"Compton--Stanstead/Compton--Stanstead"," 626","Saint-Herménégilde",11,81,25,76,4,5,0,46,4,252,
24023,"Compton--Stanstead/Compton--Stanstead"," 627","Sherbrooke",41,222,28,300,15,11,0,157,16,790,
24023,"Compton--Stanstead/Compton--Stanstead"," 628","Sherbrooke",33,371,18,373,23,7,5,156,11,997,
24023,"Compton--Stanstead/Compton--Stanstead"," 629","Sherbrooke",37,218,18,227,7,2,0,123,9,641,
24023,"Compton--Stanstead/Compton--Stanstead",,Group 1/Groupe 1, 44,110,7,65,12,0,0,57,16,311,80
24023,"Compton--Stanstead/Compton--Stanstead",,Group 2/Groupe 2, 75,491,17,323,14,4,2,141,30,1097,
