Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Bérubé,Sean English,Bernard Généreux,François Lapointe,Thibaud Mony,Nancy Rochon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 141","Saint-Aubert",21,6,74,14,0,1,3,119,322
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 142","Saint-Aubert",29,6,90,17,0,3,5,150,426
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 143","Saint-Aubert",38,6,93,22,3,0,2,164,395
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 144","Sainte-Perpétue",19,2,67,10,0,0,4,102,303
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 145","Sainte-Perpétue",14,0,52,5,0,1,1,73,338
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 146","Sainte-Perpétue",20,2,81,16,3,5,2,129,374
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 147","Sainte-Perpétue",20,0,66,15,0,1,1,103,291
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 148","L'Islet",42,4,48,28,0,2,5,129,279
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 149","L'Islet",63,9,77,39,2,3,4,197,369
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 150","L'Islet",35,2,74,27,0,1,2,141,315
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 151","L'Islet",18,3,67,12,0,3,5,108,298
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 152","L'Islet",33,4,68,15,1,0,2,123,363
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 153","L'Islet",36,2,75,14,4,4,4,139,308
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 154","Saint-Pamphile",26,2,85,11,0,5,3,132,348
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 155","Saint-Pamphile",22,0,85,15,1,7,1,131,397
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 156","Saint-Pamphile",5,1,62,11,0,3,3,85,268
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 157","Saint-Pamphile",13,0,76,24,0,0,4,117,262
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 158","Saint-Pamphile",8,1,61,9,0,1,1,81,263
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 159","Saint-Pamphile",17,4,77,24,1,2,1,126,359
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 160","L'Islet",33,7,74,23,1,0,1,139,361
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 161","L'Islet",36,6,79,20,1,1,3,146,383
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 162","L'Islet",28,3,78,11,0,1,7,128,305
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 163","Sainte-Félicité",39,2,85,17,0,3,3,149,304
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 164","Saint-Cyrille-de-Lessard",39,3,104,26,0,2,6,180,317
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 165","Saint-Cyrille-de-Lessard",24,4,80,30,1,4,6,149,297
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 166","Saint-Antoine-de-l'Isle-aux-Grues",22,2,46,9,0,2,0,81,106
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 167","Cap-Saint-Ignace",18,2,51,23,0,1,3,98,274
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 168","Cap-Saint-Ignace",26,7,101,22,3,0,4,163,418
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 169","Cap-Saint-Ignace",21,1,70,14,0,1,0,107,279
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 170","Cap-Saint-Ignace",16,7,49,14,0,0,0,86,301
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 171","Cap-Saint-Ignace",23,3,71,10,1,0,0,108,295
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 172","Cap-Saint-Ignace",29,6,53,23,1,2,0,114,293
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 173","Cap-Saint-Ignace",18,1,69,25,1,3,0,117,313
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 174","Cap-Saint-Ignace",29,0,67,16,1,1,3,117,298
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 175","Saint-Marcel",28,2,138,26,2,2,2,200,353
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 176","Montmagny",43,9,145,18,0,1,0,216,535
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 177","Montmagny",41,9,70,21,0,2,2,145,445
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 178","Montmagny",31,8,97,34,0,2,2,174,432
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 179","Montmagny",30,11,102,15,1,6,1,166,423
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 180","Montmagny",36,10,92,25,1,4,4,172,469
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 181","Montmagny",40,4,61,16,1,5,4,131,392
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 182","Montmagny",25,4,85,17,1,2,2,136,392
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 183","Montmagny",26,3,104,9,0,1,1,144,396
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 184","Saint-Adalbert",15,3,70,14,0,3,4,109,200
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 185","Saint-Adalbert",19,0,76,21,0,1,1,118,209
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 186","Montmagny",26,4,73,29,0,4,4,140,421
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 187","Montmagny",32,5,54,11,2,1,2,107,312
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 188","Montmagny",20,1,47,25,0,0,2,95,337
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 189","Montmagny",19,6,41,17,0,1,2,86,347
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 190","Montmagny",24,9,47,25,0,1,1,107,424
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 191","Montmagny",22,3,57,26,1,2,3,114,396
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 192","Montmagny",18,3,52,18,1,4,3,99,313
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 193","Montmagny",34,5,58,23,0,2,1,123,356
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 194","Montmagny",23,9,80,22,1,7,3,145,395
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 195","Montmagny",19,8,64,38,0,2,0,131,355
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 196","Montmagny",25,3,74,22,0,4,1,129,348
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 197","Montmagny",21,6,79,22,2,0,3,133,318
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 198","Montmagny",25,8,81,18,0,9,2,143,359
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 199","Montmagny",35,5,105,16,2,0,2,165,429
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 200","Montmagny",29,4,81,20,1,1,3,139,425
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 201","Sainte-Apolline-de-Patton",13,2,84,11,0,3,0,113,223
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 202","Sainte-Apolline-de-Patton",12,2,84,11,1,4,2,116,201
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 203","Berthier-sur-Mer",39,8,66,27,0,2,1,143,323
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 204","Berthier-sur-Mer",63,9,107,33,3,4,0,219,421
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 205","Berthier-sur-Mer",48,9,59,17,1,2,1,137,291
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 206","Berthier-sur-Mer",53,9,137,33,1,3,2,238,416
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 207","Notre-Dame-du-Rosaire",41,9,104,27,1,3,6,191,324
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 208","Saint-Pierre-de-la-Rivière-du-Sud",27,2,86,12,0,1,3,131,344
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 209","Saint-Pierre-de-la-Rivière-du-Sud",20,1,108,21,2,3,4,159,358
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 210","Sainte-Lucie-de-Beauregard",14,3,87,22,0,3,3,132,233
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 211","Saint-François-de-la-Rivière-du-Sud",25,2,61,12,1,3,0,104,233
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 212","Saint-François-de-la-Rivière-du-Sud",45,8,105,16,0,2,6,182,341
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 213","Saint-François-de-la-Rivière-du-Sud",28,7,119,14,1,0,5,174,401
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 214","Saint-François-de-la-Rivière-du-Sud",8,3,86,14,1,2,4,118,243
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 215","Sainte-Euphémie",39,2,109,14,0,2,4,170,307
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 216","Lac-Frontière",12,1,52,11,0,2,1,79,146
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 217","Saint-Paul-de-Montminy",24,5,61,23,0,8,7,128,308
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 218","Saint-Paul-de-Montminy",14,4,63,21,0,2,2,106,347
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 219","Saint-Fabien-de-Panet",43,3,103,33,0,7,4,193,352
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 220","Saint-Fabien-de-Panet",36,3,117,45,2,7,4,214,394
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 221","Saint-Just-de-Bretenières",23,1,76,22,1,2,3,128,277
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 222","Saint-Just-de-Bretenières",29,1,85,34,0,8,2,159,280
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,12
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 501","Saint-Cyprien",Merged with No./Fusionné avec le n°6,,,,,,,,4
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 502","Mobile poll/Bureau itinérant",1,1,23,7,0,2,5,39,25
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 503","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 504","Mobile poll/Bureau itinérant",2,0,7,7,0,0,1,17,37
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 505","Mobile poll/Bureau itinérant",1,0,7,3,0,1,1,13,23
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 506","Mobile poll/Bureau itinérant",34,0,68,59,0,0,14,175,262
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 507","Mobile poll/Bureau itinérant",7,0,12,16,0,0,2,37,79
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 508","Mobile poll/Bureau itinérant",19,1,44,43,0,1,3,111,142
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 509","Mobile poll/Bureau itinérant",8,1,21,13,1,0,2,46,90
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 510","Mobile poll/Bureau itinérant",14,0,38,44,3,0,11,110,90
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°578,,,,,,,,21
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 512","Rivière-du-Loup",Merged with No./Fusionné avec le n°51,,,,,,,,17
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 513","Mobile poll/Bureau itinérant",3,2,12,15,0,1,8,41,82
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 514","Rivière-du-Loup",Merged with No./Fusionné avec le n°62,,,,,,,,25
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 515","Saint-Antonin",Merged with No./Fusionné avec le n°72,,,,,,,,2
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 516","Saint-Alexandre-de-Kamouraska",Merged with No./Fusionné avec le n°75,,,,,,,,40
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 517","Mobile poll/Bureau itinérant",3,0,9,14,0,1,2,29,21
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 518","Saint-Alexandre-de-Kamouraska",Merged with No./Fusionné avec le n°75,,,,,,,,17
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 519","Mobile poll/Bureau itinérant",1,1,10,7,0,0,1,20,24
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°519,,,,,,,,17
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,27
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 522","Saint-Pacôme",Merged with No./Fusionné avec le n°103,,,,,,,,19
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 523","Saint-Pacôme",Merged with No./Fusionné avec le n°103,,,,,,,,10
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 524","Mobile poll/Bureau itinérant",5,0,27,26,1,1,1,61,106
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°554,,,,,,,,26
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 526","Saint-Pamphile",Merged with No./Fusionné avec le n°157,,,,,,,,38
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 527","Saint-Jean-Port-Joli",Merged with No./Fusionné avec le n°131,,,,,,,,10
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°538,,,,,,,,9
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°544,,,,,,,,15
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 530","L'Islet",Merged with No./Fusionné avec le n°162,,,,,,,,12
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 531","Rivière-du-Loup",Merged with No./Fusionné avec le n°52,,,,,,,,5
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 532","Rivière-du-Loup",Merged with No./Fusionné avec le n°52,,,,,,,,3
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 533","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°545,,,,,,,,19
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 534","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°543,,,,,,,,22
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 535","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°544,,,,,,,,13
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 536","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°573,,,,,,,,15
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 537","Montmagny",Merged with No./Fusionné avec le n°186,,,,,,,,12
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 538","Mobile poll/Bureau itinérant",9,0,24,15,0,3,4,55,45
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 539","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°538,,,,,,,,11
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 540","Montmagny",Merged with No./Fusionné avec le n°199,,,,,,,,14
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 541","Montmagny",Merged with No./Fusionné avec le n°191,,,,,,,,37
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 542","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°538,,,,,,,,22
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 543","Mobile poll/Bureau itinérant",6,1,22,18,1,0,5,53,29
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 544","Mobile poll/Bureau itinérant",0,0,6,6,0,1,0,13,7
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 545","Mobile poll/Bureau itinérant",4,1,21,8,0,0,5,39,11
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 546","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°538,,,,,,,,10
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 547","Mobile poll/Bureau itinérant",9,1,17,19,0,0,2,48,105
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 548","Rivière-du-Loup",Merged with No./Fusionné avec le n°38,,,,,,,,14
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 549","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,10
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 550","Saint-Cyprien",Merged with No./Fusionné avec le n°6,,,,,,,,26
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 551","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,13
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 552","Saint-Modeste",Merged with No./Fusionné avec le n°28,,,,,,,,10
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 553","Saint-Arsène",Merged with No./Fusionné avec le n°16,,,,,,,,25
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 554","Mobile poll/Bureau itinérant",7,0,23,21,0,0,7,58,37
