Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Frédéric Amyot,Alexandra Bernier,Caroline Desbiens,Frédéric Du Verle,Chantal Laplante,Véronique Laprise,Jenniefer Lefrançois,Vicky Lépine,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 128","Saint-Pierre-de-l'Île-d'Orléans",1,13,31,1,0,38,0,0,3,87,185
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 129","Saint-Pierre-de-l'Île-d'Orléans",5,14,56,4,1,40,0,0,8,128,350
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 130","Saint-Pierre-de-l'Île-d'Orléans",0,43,55,9,0,62,3,2,4,178,379
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 131","Saint-Pierre-de-l'Île-d'Orléans",1,19,42,1,1,53,2,3,5,127,293
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 132","Boischatel",6,38,68,12,1,116,8,4,3,256,567
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 133","Boischatel",4,27,62,9,4,107,3,0,3,219,501
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 134","Boischatel",9,57,65,10,0,132,2,2,3,280,571
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 135","Boischatel",4,39,51,8,0,49,3,0,2,156,514
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 136","Boischatel",7,50,46,15,2,107,2,1,4,234,530
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 137","Boischatel",1,23,35,7,2,71,1,1,1,142,288
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 138","Boischatel",3,25,51,12,1,42,1,1,1,137,402
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 139","Boischatel",3,35,53,15,1,75,3,1,0,186,436
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 140","Boischatel",1,39,50,13,0,97,0,1,2,203,414
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 141","Boischatel",3,11,20,3,0,20,0,1,0,58,238
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 142","Boischatel",3,36,69,7,0,36,3,0,1,155,335
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 143","Boischatel",4,24,29,8,0,48,3,0,2,118,315
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 144","Boischatel",4,20,36,5,0,37,3,0,3,108,219
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 145","Boischatel",3,22,64,14,1,46,4,1,4,159,348
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 146","Boischatel",3,48,68,13,1,82,4,1,5,225,511
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 147","Québec",7,62,106,22,1,134,7,0,6,345,488
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 148","Québec",Merged with No./Fusionné avec le n°149,,,,,,,,,,385
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 149","Québec",4,59,73,19,0,148,5,1,7,316,412
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 150","Québec",1,61,93,28,1,125,6,6,4,325,439
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 151","Québec",Merged with No./Fusionné avec le n°150,,,,,,,,,,369
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 152","Québec",Merged with No./Fusionné avec le n°147,,,,,,,,,,433
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 153","Saint-Laurent-de-l'Île-d'Orléans",3,35,52,17,1,93,6,0,1,208,447
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 154","Saint-Laurent-de-l'Île-d'Orléans",1,46,56,13,3,68,2,1,4,194,477
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 155","Saint-Laurent-de-l'Île-d'Orléans",2,34,58,9,1,84,5,0,5,198,404
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 156","Québec",5,22,49,8,2,86,3,1,4,180,479
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 157","Québec",Merged with No./Fusionné avec le n°159,,,,,,,,,,390
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 158","Québec",4,50,53,14,0,106,4,4,2,237,528
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 159","Québec",1,45,64,16,2,115,6,1,5,255,435
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 160","Québec",2,38,37,8,2,66,7,2,4,166,439
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 161","Québec",2,26,48,6,0,53,3,2,3,143,379
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 162","Québec",Merged with No./Fusionné avec le n°164,,,,,,,,,,400
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 163","Québec",2,37,31,6,1,56,2,2,3,140,377
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 164","Québec",1,30,67,22,1,108,3,1,6,239,410
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 165","Québec",2,38,70,16,0,89,3,0,7,225,320
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 166","Québec",3,48,47,13,1,71,2,0,5,190,502
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 167","Québec",Merged with No./Fusionné avec le n°165,,,,,,,,,,278
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 168","Québec",6,33,79,18,2,119,4,2,6,269,448
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 169","Québec",4,67,76,25,1,120,10,1,3,307,495
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 170","Québec",6,50,53,20,0,127,1,3,4,264,395
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 171","Québec",3,60,105,28,3,111,4,0,2,316,483
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 172","Québec",Merged with No./Fusionné avec le n°170,,,,,,,,,,397
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 173","Québec",Merged with No./Fusionné avec le n°174,,,,,,,,,,401
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 174","Québec",1,58,89,28,1,119,6,1,9,312,478
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 175","Québec",Merged with No./Fusionné avec le n°168,,,,,,,,,,414
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 176","Québec",Merged with No./Fusionné avec le n°169,,,,,,,,,,390
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 177","Québec",Merged with No./Fusionné avec le n°171,,,,,,,,,,414
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 178","Québec",4,53,80,31,5,167,2,1,5,348,448
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 179","Québec",Merged with No./Fusionné avec le n°181,,,,,,,,,,359
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 180","Québec",Merged with No./Fusionné avec le n°178,,,,,,,,,,331
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 181","Québec",6,61,79,20,2,133,6,3,2,312,360
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 182","Québec",1,31,36,12,0,43,0,1,2,126,357
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 183","Québec",0,40,46,16,0,56,5,0,0,163,429
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 184","Québec",3,41,52,18,2,65,2,1,0,184,410
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 185","Québec",3,23,30,6,1,28,4,1,1,97,270
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 186","Québec",2,31,40,12,0,59,2,1,7,154,384
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 187","Québec",5,23,16,10,0,32,4,1,0,91,383
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 188","Québec",3,31,38,8,0,53,6,2,1,142,412
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 189","Québec",3,18,49,10,1,47,2,1,8,139,364
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 190","Québec",4,30,40,15,2,32,3,0,5,131,387
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 191","Québec",6,29,30,15,1,40,7,0,5,133,390
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 192","Québec",3,31,25,6,1,57,1,0,2,126,353
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 193","Québec",2,27,44,18,0,53,5,2,2,153,424
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 194","Québec",4,22,38,14,2,42,4,3,3,132,384
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 195","Québec",4,35,44,4,1,86,2,0,0,176,421
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 196","Québec",1,31,46,7,0,47,2,1,2,137,371
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 197","Québec",3,25,29,11,1,41,4,0,3,117,392
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 198","Québec",4,28,41,5,1,68,3,0,3,153,368
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 199","Québec",5,26,51,14,3,38,2,2,2,143,404
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 200","Québec",1,30,50,14,1,57,3,1,1,158,419
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 201","Québec",6,28,38,14,2,50,12,1,2,153,359
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 202","Québec",8,39,52,12,1,45,0,2,4,163,376
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 203","Québec",4,25,56,16,0,55,0,0,4,160,419
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 204","Québec",2,25,32,0,0,24,2,0,0,85,302
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 205","Québec",6,27,45,10,0,53,1,1,4,147,419
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 206","Québec",3,23,35,7,4,24,3,0,1,100,314
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 207","Québec",5,29,38,16,1,64,4,1,3,161,425
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 208","Québec",1,11,27,9,0,33,5,3,7,96,335
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 209","Sainte-Pétronille",4,30,61,14,4,61,3,2,1,180,372
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 210","Sainte-Pétronille",9,52,89,21,2,69,3,0,1,246,283
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 211","Sainte-Pétronille",Merged with No./Fusionné avec le n°210,,,,,,,,,,236
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,5
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°534,,,,,,,,,,24
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°534,,,,,,,,,,38
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,20
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°534,,,,,,,,,,16
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 505","Saint-Urbain",Merged with No./Fusionné avec le n°48,,,,,,,,,,9
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 506","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°534,,,,,,,,,,136
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 508","Mobile poll/Bureau itinérant",0,24,18,0,2,4,1,1,1,51,47
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 509","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,,,89
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 511","Mobile poll/Bureau itinérant",5,52,25,1,8,13,1,1,10,116,86
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,,,60
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,29
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,,,20
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 515","Sainte-Famille",Merged with No./Fusionné avec le n°116,,,,,,,,,,15
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,31
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 517","Mobile poll/Bureau itinérant",5,113,69,7,4,48,0,1,21,268,101
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,55
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,,,19
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 520","Boischatel",Merged with No./Fusionné avec le n°141,,,,,,,,,,47
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,20
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 522","Québec",Merged with No./Fusionné avec le n°158,,,,,,,,,,16
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,54
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 524","Québec",Merged with No./Fusionné avec le n°161,,,,,,,,,,3
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 525","Québec",Merged with No./Fusionné avec le n°192,,,,,,,,,,25
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,,,68
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,,,92
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°18,,,,,,,,,,8
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°534,,,,,,,,,,12
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 530","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°6,,,,,,,,,,11
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 531","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,7
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 532","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,5
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 533","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,9
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 534","Mobile poll/Bureau itinérant",1,125,69,1,3,24,2,2,11,238,134
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 535","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,19
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 536","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°201,,,,,,,,,,15
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 600","Saint-Siméon",1,75,153,4,2,37,2,1,9,284,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 601","La Malbaie",9,117,270,11,4,73,5,0,5,494,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 602","Clermont",4,105,328,7,3,120,13,1,12,593,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 603","La Malbaie",4,162,350,11,13,114,3,4,19,680,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 604","Les Éboulements",4,101,203,13,0,59,7,1,2,390,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 605","Saint-Urbain",4,55,151,3,4,58,1,1,3,280,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 606","Baie-Saint-Paul",9,209,474,29,12,153,13,4,16,919,
