Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jesse Halmo,Raj Jessel,Tom Kmiec,Andrea Lee,Cam Macdonald,Konstantine Muirhead,Evelyn Tanaka,Ron Vaillant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48011,"Calgary Shepard/Calgary Shepard"," 238A","Calgary",0,45,84,2,34,1,4,18,0,188,458
48011,"Calgary Shepard/Calgary Shepard"," 238B","Calgary",0,24,85,4,32,0,2,11,0,158,425
48011,"Calgary Shepard/Calgary Shepard"," 500","Mobile poll/Bureau itinérant",0,18,80,1,23,0,0,1,2,125,135
48011,"Calgary Shepard/Calgary Shepard"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,,,100
48011,"Calgary Shepard/Calgary Shepard"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,,,104
48011,"Calgary Shepard/Calgary Shepard"," 503","Mobile poll/Bureau itinérant",0,3,7,0,3,0,0,0,0,13,66
48011,"Calgary Shepard/Calgary Shepard"," 504","Mobile poll/Bureau itinérant",0,3,11,0,6,0,2,0,3,25,154
48011,"Calgary Shepard/Calgary Shepard"," 505","Mobile poll/Bureau itinérant",1,4,38,1,9,0,0,1,0,54,108
48011,"Calgary Shepard/Calgary Shepard"," 506","Mobile poll/Bureau itinérant",0,9,61,1,13,1,1,0,4,90,162
48011,"Calgary Shepard/Calgary Shepard"," 507","Mobile poll/Bureau itinérant",0,5,44,1,12,2,3,0,1,68,301
48011,"Calgary Shepard/Calgary Shepard"," 508","Mobile poll/Bureau itinérant",0,9,55,0,17,0,1,0,2,84,144
48011,"Calgary Shepard/Calgary Shepard"," 509","Mobile poll/Bureau itinérant",0,2,14,0,4,0,0,2,1,23,86
48011,"Calgary Shepard/Calgary Shepard"," 600","Calgary",4,94,413,19,84,0,17,43,0,674,
48011,"Calgary Shepard/Calgary Shepard"," 601","Calgary",1,133,394,12,86,5,6,60,5,702,
48011,"Calgary Shepard/Calgary Shepard"," 602","Calgary",0,78,283,7,80,3,7,33,3,494,
48011,"Calgary Shepard/Calgary Shepard"," 603","Calgary",0,130,407,11,87,3,14,45,1,698,
48011,"Calgary Shepard/Calgary Shepard"," 604","Calgary",0,101,636,13,112,4,8,55,3,932,
48011,"Calgary Shepard/Calgary Shepard"," 605","Calgary",1,157,813,23,177,4,7,47,3,1232,
48011,"Calgary Shepard/Calgary Shepard"," 606","Calgary",1,140,511,11,107,3,9,46,3,831,
48011,"Calgary Shepard/Calgary Shepard"," 607","Calgary",2,110,923,26,158,4,12,36,5,1276,
48011,"Calgary Shepard/Calgary Shepard"," 608","Calgary",0,137,939,27,121,2,19,60,3,1308,
48011,"Calgary Shepard/Calgary Shepard"," 609","Calgary",0,238,873,19,187,5,32,83,2,1439,
48011,"Calgary Shepard/Calgary Shepard"," 610","Calgary",1,178,857,10,185,5,16,87,5,1344,
48011,"Calgary Shepard/Calgary Shepard"," 611","Calgary",2,175,591,19,128,2,9,83,1,1010,
48011,"Calgary Shepard/Calgary Shepard"," 612","Calgary",1,166,684,19,124,2,19,62,5,1082,
48011,"Calgary Shepard/Calgary Shepard"," 613","Calgary",0,178,748,16,145,3,23,75,3,1191,
48011,"Calgary Shepard/Calgary Shepard"," 614","Calgary",0,114,946,25,117,2,14,62,3,1283,
48011,"Calgary Shepard/Calgary Shepard"," 615","Calgary",0,145,923,26,161,2,9,66,1,1333,
48011,"Calgary Shepard/Calgary Shepard"," 616","Calgary",1,181,890,14,177,2,13,63,0,1341,
48011,"Calgary Shepard/Calgary Shepard"," 617","Calgary",0,175,809,17,150,0,18,73,5,1247,
48011,"Calgary Shepard/Calgary Shepard"," 618","Calgary",0,147,768,16,157,3,13,84,2,1190,
48011,"Calgary Shepard/Calgary Shepard"," 619","Calgary",1,170,1266,16,178,0,11,66,2,1710,
48011,"Calgary Shepard/Calgary Shepard"," 620","Calgary",0,257,1466,25,312,5,42,115,2,2224,
48011,"Calgary Shepard/Calgary Shepard",,Group 1/Groupe 1, 0,111,536,11,114,3,21,41,45,882,245
48011,"Calgary Shepard/Calgary Shepard",,Group 2/Groupe 2, 3,510,1982,31,574,13,80,122,114,3429,
