Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Cannings,Tara Howse,Helena Konanz,Ken Robertson,Sean Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 206","Rossland",85,12,15,16,4,1,133,332
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 207","Rossland",61,29,23,11,4,1,129,373
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 208","Rossland",78,28,18,13,6,0,143,471
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 209","Rossland",61,24,11,6,3,0,105,297
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 210","Rossland",67,25,17,20,6,0,135,353
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 211","Rossland",83,26,22,23,5,1,160,355
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 212","Rossland",85,23,54,18,7,2,189,530
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 213","Glenmerry",41,3,29,20,2,2,97,349
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 214","Trail",85,6,50,14,11,0,166,603
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 215","Trail",73,1,43,15,7,1,140,550
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 216","Park Siding",Merged with No./Fusionné avec le n°218,,,,,,,286
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 217","Fruitvale",77,9,59,8,13,0,166,448
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 218","Fruitvale",89,11,90,14,16,0,220,400
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 219","Fruitvale",102,4,51,13,14,4,188,478
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 220","Fruitvale",28,1,27,11,8,1,76,203
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 221","Fruitvale",72,1,51,15,8,0,147,462
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 222","Fruitvale",83,11,53,7,12,0,166,408
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 223","Warfield",128,15,62,26,6,0,237,441
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 224","Warfield",96,12,47,29,5,0,189,350
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 225","Warfield",66,12,48,11,5,1,143,277
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 226","Warfield",48,4,16,5,1,0,74,312
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 227","Trail",60,1,37,22,7,0,127,414
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 228","Trail",62,7,44,13,5,0,131,451
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 229","Trail",66,6,40,9,4,1,126,456
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 230","Trail",72,7,40,9,12,0,140,486
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 231","Trail",67,2,34,20,11,0,134,509
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 232","Trail",53,9,27,14,10,0,113,450
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 233","Trail",67,5,49,33,6,1,161,428
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 234","Trail",70,5,36,9,10,2,132,476
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 235","Trail",65,13,40,17,17,0,152,560
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 236","Casino",67,9,38,18,18,0,150,522
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 237","Montrose",81,7,80,18,8,1,195,382
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 238","Montrose",68,0,48,22,4,0,142,293
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 239","Montrose",103,2,61,34,13,0,213,355
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 240","Columbia Gardens",39,7,36,11,11,0,104,308
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°21A,,,,,,,61
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 501","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°27B,,,,,,,0
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°81,,,,,,,120
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°40,,,,,,,58
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 505","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,78
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°41,,,,,,,119
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 507","Mobile poll/Bureau itinérant",47,5,36,16,1,0,105,47
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 508","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,81
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 509","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 510","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,86
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°67,,,,,,,179
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 512","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 513","Mobile poll/Bureau itinérant",3,0,8,10,0,0,21,28
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 514","Mobile poll/Bureau itinérant",7,1,3,13,3,1,28,36
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 515","Mobile poll/Bureau itinérant",13,1,27,27,3,0,71,89
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°126,,,,,,,34
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 517","Mobile poll/Bureau itinérant",26,2,15,10,3,3,59,87
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 518","Mobile poll/Bureau itinérant",1,1,2,1,0,0,5,7
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 519","Mobile poll/Bureau itinérant",3,2,6,2,1,1,15,17
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°229,,,,,,,12
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°233,,,,,,,25
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°213,,,,,,,53
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°177,,,,,,,92
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°177,,,,,,,8
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°185,,,,,,,17
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°26,,,,,,,11
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°2,,,,,,,5
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°3,,,,,,,2
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°217,,,,,,,44
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 600","Penticton 1",430,14,447,130,80,6,1107,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 601","Naramata",284,12,303,82,37,1,719,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 602","Penticton",442,11,282,90,38,0,863,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 603","Penticton",308,15,276,117,61,2,779,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 604","Penticton",338,19,218,108,65,4,752,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 605","Penticton",314,10,355,112,45,3,839,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 606","Penticton",328,10,394,150,61,5,948,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 607","Okanagan Falls",253,15,316,104,47,3,738,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 608","Okanagan Falls",223,19,296,69,54,0,661,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 609","Oliver",364,27,533,157,94,7,1182,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 610","Oliver",502,36,702,205,112,1,1558,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 611","Osoyoos",225,25,516,125,40,1,932,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 612","Rock Creek",108,14,171,21,78,1,393,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 613","Grand Forks",520,43,435,108,146,6,1258,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 614","Grand Forks",422,34,396,78,129,5,1064,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 615","Nakusp",266,42,283,78,114,3,786,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 616","New Denver",210,32,126,19,30,2,419,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 617","Winlaw--Slocan Park",432,56,186,62,114,4,854,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 618","Robson",362,30,341,78,94,3,908,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 619","Castlegar",384,19,292,65,57,0,817,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 620","Castlegar",220,26,200,28,79,3,556,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 621","Rossland",547,105,173,82,48,5,960,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 622","Warfield",119,10,87,18,14,2,250,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 623","Trail",381,41,249,120,90,2,883,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 624","Fruitvale",223,18,218,63,57,4,583,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 625","Fruitvale",193,14,201,28,61,1,498,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 626","Osoyoos",264,17,455,118,55,5,914,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 627","Penticton",352,20,313,80,36,0,801,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 628","Penticton",278,14,283,112,41,1,729,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 629","Penticton",304,16,203,79,48,0,650,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 630","Penticton",335,16,332,110,57,2,852,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 631","Penticton",281,16,321,120,47,1,786,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 632","Castlegar",394,22,210,77,67,3,773,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 633","Trail",393,19,216,112,55,0,795,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 634","Greenwood--Midway",136,12,205,48,58,1,460,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest",,Group 1/Groupe 1, 295,40,235,62,44,84,760,182
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest",,Group 2/Groupe 2, 2562,147,2296,713,209,144,6071,
