Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Steve Black,Nicole Fortier Levesque,Serge Lefebvre,Gaétan Malette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,27
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,16
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,74
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 513","Mobile poll/Bureau itinérant",92,16,7,37,0,152,166
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,147
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 515","Mobile poll/Bureau itinérant",39,8,2,21,0,70,168
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,46
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 517","Mobile poll/Bureau itinérant",32,20,3,19,3,77,84
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 518A","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,7
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 518B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,63
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 600","Peawanuck",Combined with No./Résultats combinés à ceux du n°604,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 601","Attawapiskat",Combined with No./Résultats combinés à ceux du n°604,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 602","Fort Albany 67",Combined with No./Résultats combinés à ceux du n°604,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 603","Factory Island 1",33,20,1,4,0,58,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 604","Moosonee",21,23,2,23,1,70,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 605","Cochrane",608,152,20,549,11,1340,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 606","New Post 69A",Combined with No./Résultats combinés à ceux du n°605,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 607","Matheson",170,39,6,298,3,516,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 608","Abitibi 70",3,2,0,3,0,8,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 609","Kirkland Lake",274,71,12,292,8,657,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 610","Kirkland Lake",356,127,24,451,9,967,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 611","Englehart",5,2,0,7,0,14,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 612","Englehart",1,1,0,5,0,7,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 613","Iroquois Falls",483,135,36,639,10,1303,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 614","Timmins",630,96,23,887,3,1639,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 615","Timmins",284,37,8,234,6,569,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 616","Timmins",393,56,3,405,6,863,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 617","Timmins",341,26,5,362,2,736,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 618","Timmins",260,38,8,308,6,620,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 619","Timmins",300,57,8,405,0,770,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 620","Timmins",588,71,10,768,11,1448,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 621","Flying Post 73",Combined with No./Résultats combinés à ceux du n°620,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 622","Smooth Rock Falls",137,36,5,214,3,395,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 623","Kapuskasing--Moonbeam",253,104,8,347,8,720,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 624","Kapuskasing",526,193,15,469,12,1215,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 625","Constance Lake 92",18,12,1,2,0,33,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 626","Hearst",641,141,11,391,17,1201,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 627","Mattice",109,29,6,124,3,271,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 628","Chapleau",18,9,3,60,4,94,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 629","Chapleau Cree Fox Lake",272,66,4,263,3,608,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 630","Chapleau 74A",Combined with No./Résultats combinés à ceux du n°629,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 631","Duck Lake 76B",Combined with No./Résultats combinés à ceux du n°629,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 632","Moosonee",Combined with No./Résultats combinés à ceux du n°629,,,,,,
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk",,Group 1/Groupe 1, 256,38,8,189,26,517,148
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk",,Group 2/Groupe 2, 1519,333,37,1558,51,3498,
