Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Stéphane Bilodeau,Ruth Ellen Brosseau,Elia Gomez-Gnali,Yves Perron,Peter Saliba,Daniel Simon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 222","Lavaltrie",29,21,0,75,42,1,4,172,370
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 223","Lavaltrie",50,25,1,100,25,1,6,208,435
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 224","Lavaltrie",48,21,1,88,37,3,3,201,411
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 225","Lavaltrie",45,29,7,88,51,7,2,229,571
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 226","Lavaltrie",55,39,3,105,55,2,2,261,480
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 227","Lavaltrie",23,27,1,72,45,1,0,169,350
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 228","Lavaltrie",40,23,3,68,23,4,3,164,361
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 229","Lavaltrie",31,25,1,96,41,2,5,201,384
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 230","Lavaltrie",Combined with No./Résultats combinés à ceux du n°231,,,,,,,,247
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 231","Lavaltrie",30,14,1,73,32,3,3,156,254
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 232","Lavaltrie",44,23,1,87,34,2,5,196,432
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 233","Lavaltrie",40,17,1,80,33,1,0,172,413
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 234","Lavaltrie",41,21,4,88,29,2,5,190,408
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 235","Lavaltrie",33,27,0,61,41,1,9,172,482
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 236A","Lavaltrie",29,7,0,44,32,0,2,114,284
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 236B","Lavaltrie",21,13,2,58,31,1,0,126,292
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 237","Lavaltrie",30,22,1,59,41,1,2,156,438
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 238","Lavaltrie",33,13,0,63,32,1,4,146,349
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 239","Lavaltrie",42,16,7,80,51,3,2,201,431
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 240A","Lavaltrie",64,16,0,65,37,0,2,184,361
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 240B","Lavaltrie",61,7,0,77,40,2,4,191,357
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 241","Lavaltrie",38,22,1,67,61,5,3,197,407
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 242","Lavaltrie",54,18,1,75,28,1,0,177,336
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 243","Saint-Sulpice",43,14,0,52,39,3,3,154,318
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 244","Saint-Sulpice",49,9,1,66,20,4,0,149,285
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 245","Saint-Sulpice",60,16,2,91,45,3,4,221,245
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 246","Saint-Sulpice",63,14,2,107,53,5,6,250,238
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 247","Saint-Sulpice",42,11,3,60,29,2,3,150,301
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 248","Saint-Sulpice",Combined with No./Résultats combinés à ceux du n°246,,,,,,,,280
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 249","Saint-Sulpice",Combined with No./Résultats combinés à ceux du n°245,,,,,,,,249
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 250","Saint-Sulpice",31,10,1,63,38,1,1,145,359
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 251A","Saint-Sulpice",28,12,2,45,26,0,2,115,280
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 251B","Saint-Sulpice",21,8,0,43,32,3,1,108,280
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 500","Mobile poll/Bureau itinérant",26,5,1,10,4,0,2,48,44
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,17
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 503","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 504","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,18
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,14
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,51
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 508","Mobile poll/Bureau itinérant",59,31,1,25,8,0,11,135,185
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,70
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 510","Mobile poll/Bureau itinérant",14,4,0,2,1,1,3,25,28
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,14
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 512","Mobile poll/Bureau itinérant",29,17,0,14,6,0,4,70,79
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 513","Mobile poll/Bureau itinérant",18,7,0,19,4,1,1,50,88
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,14
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 515","Mobile poll/Bureau itinérant",35,8,1,13,5,1,6,69,76
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,26
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 517","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 518","Mobile poll/Bureau itinérant",39,9,1,26,6,0,7,88,129
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 519","Mobile poll/Bureau itinérant",35,27,0,35,3,0,0,100,148
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,43
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,28
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 522","Mobile poll/Bureau itinérant",13,2,1,14,4,2,2,38,57
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,27
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 524","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 525","Mobile poll/Bureau itinérant",78,21,1,58,16,1,9,184,189
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 526","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 527","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,56
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 528","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 600","Saint-Alexis-des-Monts",238,212,5,237,94,3,8,797,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 601","Saint-Mathieu-du-Parc",245,178,4,240,106,9,7,789,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 602","Saint-Boniface",328,319,7,326,180,6,13,1179,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 603","Saint-Étienne-des-Grès",271,223,11,238,178,3,10,934,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 604","Trois-Rivières",302,207,3,208,136,1,7,864,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 605","Trois-Rivières",426,284,3,350,225,5,12,1305,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 606","Yamachiche",208,314,7,216,87,1,6,839,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 607","Saint-Paulin",182,180,8,193,97,2,5,667,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 608","Saint-Léon-le-Grand",202,173,0,174,74,4,10,637,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 609","Louiseville",370,368,3,314,119,5,15,1194,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 610","Maskinongé",202,258,4,230,99,2,13,808,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 611","Saint-Gabriel",198,117,6,306,94,6,9,736,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 612","Saint-Gabriel",182,92,2,281,74,9,12,652,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 613","Mandeville--Saint-Damien",178,73,6,239,47,4,3,550,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 614","Saint-Damien--Saint-Jean-de-Matha",288,79,12,408,94,3,15,899,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 615","Saint-Félix-de-Valois",197,59,9,333,75,4,13,690,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 616","Saint-Félix-de-Valois",358,95,7,590,156,8,22,1236,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 617","Saint-Félix-de-Valois",112,67,4,219,50,4,4,460,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 618","Saint-Cuthbert",112,161,8,211,64,7,6,569,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 619","Berthierville",139,130,5,188,57,2,15,536,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 620","Sainte-Geneviève-de-Berthier",271,174,6,293,80,5,24,853,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 621","Saint-Ignace-de-Loyola",208,195,2,316,79,4,6,810,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 622","Lanoraie",349,148,7,481,141,7,16,1149,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 623","Lanoraie",302,109,3,414,116,4,12,960,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 624","Lavaltrie",172,96,6,275,107,4,17,677,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 625","Lavaltrie",206,113,6,336,103,6,19,789,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 626","Saint-Sulpice",241,72,5,330,93,9,10,760,
24012,"Berthier--Maskinongé/Berthier--Maskinongé",,Group 1/Groupe 1, 110,77,0,102,54,4,36,383,81
24012,"Berthier--Maskinongé/Berthier--Maskinongé",,Group 2/Groupe 2, 157,102,3,149,47,5,12,475,
