Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Claude Debellefeuille,Tyler Jones,Martin Lévesque,Miguel Perras,Kristian Solarik,Priska St-Pierre,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 152","Les Coteaux",46,1,2,38,1,41,0,129,550
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 153","Salaberry-de-Valleyfield",88,4,2,64,3,53,1,215,560
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 154","Salaberry-de-Valleyfield",72,5,2,52,5,31,2,169,436
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 155","Salaberry-de-Valleyfield",118,8,1,47,2,32,3,211,631
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 156","Salaberry-de-Valleyfield",62,8,1,80,1,32,2,186,473
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 157","Salaberry-de-Valleyfield",80,5,1,34,0,29,4,153,442
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 158","Salaberry-de-Valleyfield",90,8,0,39,3,42,1,183,476
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 159","Saint-Zotique",106,4,2,84,2,75,7,280,368
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 160","Saint-Zotique",Combined with No./Résultats combinés à ceux du n°159,,,,,,,,339
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 161","Saint-Zotique",55,3,1,42,4,45,2,152,421
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 162","Salaberry-de-Valleyfield",65,1,0,36,4,16,2,124,359
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 163","Salaberry-de-Valleyfield",49,2,1,35,2,22,4,115,343
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 164","Salaberry-de-Valleyfield",55,5,1,27,3,38,1,130,347
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 165","Salaberry-de-Valleyfield",66,5,0,38,3,22,1,135,357
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 166","Salaberry-de-Valleyfield",80,0,16,31,2,0,1,130,399
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 167","Salaberry-de-Valleyfield",71,4,0,42,0,27,2,146,386
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 168","Salaberry-de-Valleyfield",65,1,1,32,3,28,1,131,395
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 169","Salaberry-de-Valleyfield",68,1,1,31,3,19,2,125,366
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 170","Salaberry-de-Valleyfield",96,7,3,49,2,47,9,213,559
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 171","Salaberry-de-Valleyfield",84,5,1,32,3,27,3,155,361
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 172","Salaberry-de-Valleyfield",127,4,4,91,2,47,3,278,579
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 173","Salaberry-de-Valleyfield",78,1,2,42,2,45,1,171,419
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 174","Saint-Louis-de-Gonzague",103,8,0,51,2,78,2,244,542
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 175","Saint-Louis-de-Gonzague",111,3,1,53,2,36,6,212,454
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 176","Saint-Louis-de-Gonzague",99,8,0,62,1,83,7,260,529
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 177","Saint-Louis-de-Gonzague",68,1,1,34,4,25,0,133,308
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 178","Saint-Télesphore",58,2,1,38,1,42,5,147,329
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 179","Saint-Télesphore",95,4,6,50,5,78,2,240,465
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 180","Saint-Zotique",125,9,2,43,5,58,1,243,549
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 181","Saint-Zotique",107,6,2,52,1,41,1,210,425
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 182","Saint-Zotique",70,3,0,45,3,43,1,165,409
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 183","Saint-Zotique",65,2,0,17,4,29,3,120,318
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 184","Saint-Zotique",79,9,2,37,2,36,2,167,359
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 185","Saint-Zotique",76,4,0,35,0,35,4,154,348
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 186","Saint-Zotique",66,6,0,68,2,48,4,194,431
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 187","Saint-Zotique",94,5,7,75,5,50,4,240,580
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 188","Saint-Zotique",55,1,0,29,1,36,2,124,369
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 189","Saint-Zotique",94,2,3,70,6,56,5,236,511
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 190","Saint-Zotique",41,3,2,31,0,25,0,102,331
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 191","Saint-Zotique",41,6,0,25,7,34,2,115,352
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 192","Saint-Zotique",64,2,1,39,1,33,4,144,362
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 193","Saint-Zotique",64,3,0,44,3,42,3,159,410
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 194","Saint-Zotique",58,4,0,38,1,21,0,122,362
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 195","Saint-Zotique",51,3,1,53,1,43,2,154,413
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 196","Saint-Stanislas-de-Kostka",105,1,2,40,0,49,3,200,392
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 197","Saint-Stanislas-de-Kostka",77,4,1,34,0,36,0,152,349
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 198","Saint-Stanislas-de-Kostka",72,0,0,29,2,19,0,122,307
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 199","Saint-Stanislas-de-Kostka",91,4,2,42,2,41,1,183,386
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 200","Saint-Stanislas-de-Kostka",107,0,0,45,1,45,1,199,368
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 201","Rivière-Beaudette",86,3,5,56,5,69,5,229,453
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 202","Rivière-Beaudette",53,8,4,40,3,54,5,167,388
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 203","Rivière-Beaudette",38,4,1,34,0,22,2,101,279
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 204","Rivière-Beaudette",72,5,4,47,2,62,3,195,468
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 205","Rivière-Beaudette",63,6,1,47,1,38,0,156,346
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 206","Sainte-Barbe",71,1,0,38,1,36,3,150,363
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 207","Sainte-Barbe",83,6,0,54,3,31,4,181,428
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 208","Sainte-Barbe",78,2,3,34,1,45,2,165,387
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 209","Sainte-Barbe",82,8,4,65,6,37,4,206,450
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 210","Ormstown",36,8,0,55,2,42,2,145,402
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 211","Ormstown",44,2,2,61,1,39,0,149,367
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 212","Ormstown",33,1,0,47,0,14,0,95,353
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 213","Ormstown",43,6,1,36,5,46,1,138,361
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 214","Ormstown",40,6,0,66,0,36,4,152,359
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 215","Ormstown",Combined with No./Résultats combinés à ceux du n°218,,,,,,,,121
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 216","Ormstown",30,4,0,30,2,37,1,104,349
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 217","Ormstown",103,7,4,63,1,68,4,250,644
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 218","Ormstown",57,5,0,47,3,48,2,162,314
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 219","Saint-Anicet",43,2,2,62,0,34,0,143,382
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 220","Saint-Anicet",47,5,0,28,0,25,0,105,333
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 221","Saint-Anicet",40,4,1,24,0,38,2,109,304
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 222","Huntingdon",50,5,0,47,3,52,0,157,500
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 223","Huntingdon",19,1,2,33,3,37,1,96,338
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 224","Huntingdon",35,6,1,47,4,55,1,149,510
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 225","Huntingdon",31,7,0,43,3,38,0,122,390
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 226","Huntingdon",33,4,0,62,1,26,3,129,380
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 227","Hinchinbrooke",19,6,12,26,1,29,0,93,457
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 228","Hinchinbrooke",37,7,2,94,3,74,1,218,509
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 229","Hinchinbrooke",21,7,0,134,1,53,0,216,388
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 230","Hinchinbrooke",46,5,2,60,4,39,2,158,417
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 231","Godmanchester",30,2,1,52,0,39,0,124,354
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 232","Godmanchester",47,1,0,56,1,62,1,168,410
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 233","Godmanchester",27,2,2,56,5,56,1,149,369
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 234","Saint-Anicet",59,1,5,46,1,37,1,150,404
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 235","Cazaville",60,3,1,30,3,33,2,132,358
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 236","Cazaville",43,0,3,21,1,42,2,112,278
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 237","Cazaville",39,1,1,19,0,37,6,103,281
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 238","Hinchinbrooke",24,4,2,47,1,37,2,117,386
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 239","Elgin",30,6,2,92,5,49,3,187,324
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 240","Dundee",44,3,0,54,2,51,3,157,336
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 241","Akwesasne",1,0,0,2,2,1,0,6,636
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 242","Akwesasne",Combined with No./Résultats combinés à ceux du n°241,,,,,,,,542
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 400","Salaberry-de-Valleyfield",26,0,2,28,0,7,3,66,124
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 401","Salaberry-de-Valleyfield",59,2,0,69,2,9,5,146,186
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 402","Salaberry-de-Valleyfield",84,3,1,88,0,17,3,196,246
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 403","Salaberry-de-Valleyfield",123,6,1,118,1,18,10,277,276
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 404","Salaberry-de-Valleyfield",64,1,0,51,0,7,4,127,189
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 405","Salaberry-de-Valleyfield",Combined with No./Résultats combinés à ceux du n°123,,,,,,,,91
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 406","Salaberry-de-Valleyfield",Combined with No./Résultats combinés à ceux du n°403,,,,,,,,151
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 407","Saint-Zotique",129,3,2,76,1,7,6,224,298
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,29
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,33
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 502","Mobile poll/Bureau itinérant",12,2,2,7,0,1,1,25,67
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,29
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,33
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,50
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 506","Mobile poll/Bureau itinérant",19,3,1,21,2,8,3,57,60
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,22
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,40
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,23
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,65
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,50
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,39
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 513","Mobile poll/Bureau itinérant",37,3,0,43,1,9,4,97,62
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 514","Mobile poll/Bureau itinérant",25,2,2,12,0,5,6,52,130
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 515","Salaberry-de-Valleyfield",Combined with No./Résultats combinés à ceux du n°138,,,,,,,,9
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 516","Mobile poll/Bureau itinérant",25,2,2,38,2,11,1,81,80
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 517","Mobile poll/Bureau itinérant",32,0,2,31,3,5,2,75,49
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 518","Rivière-Beaudette",Combined with No./Résultats combinés à ceux du n°202,,,,,,,,4
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 519","Mobile poll/Bureau itinérant",11,3,2,29,0,4,2,51,64
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,25
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,54
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 522","Huntingdon",Combined with No./Résultats combinés à ceux du n°223,,,,,,,,1
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 523","Mobile poll/Bureau itinérant",6,2,0,12,1,5,1,27,67
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 524","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,18
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 600","Saint-Clet",140,7,5,246,8,77,10,493,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 601","Saint-Clet",133,12,4,100,0,54,2,305,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 602","Saint-Télesphore",101,3,1,84,3,42,3,237,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 603","Saint-Polycarpe",106,4,1,58,4,34,2,209,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 604","Rivière-Beaudette",202,10,1,193,6,109,5,526,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 605","Saint-Zotique",450,20,11,465,3,167,11,1127,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 606","Saint-Zotique",444,17,8,444,5,185,9,1112,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 607","Les Coteaux",585,23,10,445,10,220,15,1308,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 608","Coteau-du-Lac",379,16,4,351,11,122,6,889,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 609","Coteau-du-Lac",404,12,7,403,9,107,6,948,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 610","Salaberry-de-Valleyfield",533,17,12,426,4,156,9,1157,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 611","Salaberry-de-Valleyfield",499,30,17,309,9,88,23,975,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 612","Salaberry-de-Valleyfield",600,24,5,367,7,123,14,1140,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 613","Salaberry-de-Valleyfield",760,24,10,470,6,137,15,1422,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 614","Salaberry-de-Valleyfield",616,27,7,410,10,136,17,1223,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 615","Salaberry-de-Valleyfield",477,26,3,315,9,108,25,963,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 616","Salaberry-de-Valleyfield",602,26,12,410,6,177,0,1233,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 617","Salaberry-de-Valleyfield",640,24,18,413,8,177,17,1297,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 618","Les Cèdres",329,24,3,380,6,171,10,923,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 619","Les Cèdres",270,17,9,286,5,116,10,713,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 620","Les Cèdres",Combined with No./Résultats combinés à ceux du n°618,,,,,,,,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 621","Pointe-des-Cascades",147,15,5,191,2,66,3,429,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 622","Beauharnois",397,22,8,287,8,109,12,843,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 623","Beauharnois",557,19,6,405,9,153,23,1172,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 624","Beauharnois",619,33,14,282,11,160,18,1137,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 625","Saint-Louis-de-Gonzague",314,7,4,193,4,116,7,645,
24007,"Beauharnois--Salaberry--Soulanges--Huntingdon/Beauharnois--Salaberry--Soulanges--Huntingdon"," 626","Sainte-Barbe",427,6,7,275,1,111,10,837,
