Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Tommy Gagnon,Yanick Lapierre,Louis Plamondon,Michel Plourde,Lara Stillo,Pierre Tousignant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 162","Sorel-Tracy",7,3,92,21,2,44,3,172,414
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 163","Sorel-Tracy",3,3,92,21,2,52,3,176,449
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 164","Sorel-Tracy",6,5,93,36,2,25,3,170,451
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 165","Sorel-Tracy",5,1,76,28,1,30,0,141,406
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 166","Sorel-Tracy",0,2,76,25,1,27,1,132,399
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 167","Sorel-Tracy",3,0,88,22,0,46,8,167,430
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 168","Sorel-Tracy",0,3,55,18,1,42,2,121,442
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 169","Sorel-Tracy",4,3,75,20,1,55,5,163,395
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 170","Sorel-Tracy",5,3,76,18,1,40,3,146,387
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 171","Sorel-Tracy",3,1,75,22,3,27,2,133,415
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 172","Sorel-Tracy",3,1,78,25,0,41,0,148,438
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 173","Saint-Robert",2,0,63,38,6,40,4,153,425
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 174","Saint-Robert",5,4,76,27,1,31,1,145,353
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 175","Saint-Robert",1,2,81,26,2,30,3,145,386
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 176","Saint-Robert",2,1,56,41,5,22,2,129,371
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 177","Sorel-Tracy",2,2,71,30,0,48,1,154,426
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 178","Sorel-Tracy",7,2,80,23,2,47,0,161,424
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 179","Sorel-Tracy",2,1,67,29,0,44,0,143,398
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 180","Sorel-Tracy",1,2,82,13,0,37,1,136,383
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 181","Sorel-Tracy",3,4,82,26,0,43,0,158,455
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 182","Sorel-Tracy",7,2,39,29,0,41,0,118,416
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 183","Sorel-Tracy",1,1,79,33,0,44,2,160,431
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 184","Saint-David",5,5,100,44,3,41,3,201,330
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 185","Saint-David",4,1,86,37,3,42,3,176,332
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 186","Sorel-Tracy",7,1,69,22,1,43,3,146,472
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 187","Sorel-Tracy",3,3,78,14,2,26,1,127,407
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 188","Sorel-Tracy",4,2,87,24,1,68,5,191,491
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 189","Sorel-Tracy",5,5,115,44,2,61,2,234,512
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 190A","Sorel-Tracy",2,0,50,22,1,37,0,112,320
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 190B","Sorel-Tracy",6,0,57,25,0,46,0,134,334
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 191","Sorel-Tracy",4,3,71,45,1,44,3,171,494
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 192","Sorel-Tracy",1,2,89,24,0,65,1,182,462
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 193","Sorel-Tracy",7,4,88,34,2,66,2,203,433
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 194","Sainte-Victoire-de-Sorel",4,1,100,39,2,44,2,192,451
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 195","Sainte-Victoire-de-Sorel",5,1,61,20,0,41,3,131,270
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 196","Sainte-Victoire-de-Sorel",2,0,72,36,1,32,0,143,282
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 197","Sainte-Victoire-de-Sorel",1,2,113,56,4,47,6,229,527
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 198","Sainte-Victoire-de-Sorel",2,1,120,58,1,53,4,239,415
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 199","Sainte-Victoire-de-Sorel",4,2,51,12,0,38,3,110,231
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 200","Saint-Aimé",8,2,112,43,7,54,1,227,399
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 201","Massueville",3,5,132,54,1,45,7,247,439
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 202","Saint-Roch-de-Richelieu",5,2,71,36,1,37,0,152,385
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 203A","Saint-Roch-de-Richelieu",5,0,57,19,1,21,4,107,298
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 203B","Saint-Roch-de-Richelieu",3,2,51,29,2,27,0,114,297
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 204","Saint-Roch-de-Richelieu",7,3,77,57,1,44,5,194,493
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 205","Saint-Roch-de-Richelieu",8,5,77,35,3,30,1,159,429
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 206","Saint-Roch-de-Richelieu",4,1,108,45,2,34,1,195,469
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 207","Saint-Ours",1,5,93,29,2,45,1,176,428
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 208","Saint-Ours",5,4,55,9,0,37,3,113,326
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 209","Saint-Ours",2,3,88,18,1,40,4,156,324
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 210","Saint-Ours",5,3,98,33,0,41,3,183,404
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,13
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 501","Mobile poll/Bureau itinérant",2,1,5,5,0,9,1,23,36
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,11
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 503","Bécancour",Combined with No./Résultats combinés à ceux du n°15,,,,,,,,5
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,34
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 505","Bécancour",Combined with No./Résultats combinés à ceux du n°45,,,,,,,,234
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 506","Mobile poll/Bureau itinérant",0,1,14,4,0,11,1,31,13
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 507","Mobile poll/Bureau itinérant",1,1,59,8,0,52,2,123,184
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,19
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,39
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 510","Mobile poll/Bureau itinérant",3,3,25,2,1,40,3,77,63
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,32
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 512","Mobile poll/Bureau itinérant",0,1,10,2,0,5,1,19,24
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,5
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 514","Mobile poll/Bureau itinérant",2,1,51,3,1,28,5,91,106
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 515","Mobile poll/Bureau itinérant",2,0,33,2,0,24,1,62,26
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,29
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,18
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,32
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,20
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 520","Mobile poll/Bureau itinérant",0,1,42,7,0,46,6,102,134
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,64
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 522","Mobile poll/Bureau itinérant",2,0,36,2,0,32,6,78,76
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°524,,,,,,,,61
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 524","Mobile poll/Bureau itinérant",0,1,80,6,1,48,9,145,130
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 600","Saint-Pierre-les-Becquets",5,1,82,69,2,73,0,232,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 601","Saint-Pierre-les-Becquets",17,10,198,95,2,124,6,452,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 602","Bécancour",7,2,90,60,8,78,4,249,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 603","Lemieux--Saint-Sylvère",9,2,204,136,1,146,11,509,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 604","Aston-Jonction",14,15,299,203,6,194,17,748,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 605","Saint-Léonard-d'Aston--Sainte-Monique",5,8,174,122,5,94,5,413,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 606","Bécancour",25,8,231,175,10,167,5,621,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 607","Wôlinak 11",0,0,13,4,0,5,0,22,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 608","Bécancour",13,3,242,137,1,254,4,654,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 609","Bécancour",25,5,296,175,8,318,6,833,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 610","Nicolet",10,9,523,164,5,359,17,1087,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 611","Nicolet",9,7,412,131,5,334,17,915,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 612","Baie-du-Febvre--Saint-Zéphirin-de-Courval",11,5,153,51,3,75,4,302,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 613","Pierreville",6,3,251,71,2,119,8,460,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 614","Odanak",3,2,36,9,1,18,0,69,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 615","Pierreville",4,3,253,62,5,119,4,450,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 616","Sainte-Anne-de-Sorel",4,2,360,100,1,276,11,754,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 617","Yamaska",10,2,216,52,1,115,10,406,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 618","Sainte-Victoire-de-Sorel",8,3,240,42,2,98,4,397,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 619","Sorel-Tracy",13,8,605,132,4,408,16,1186,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 620","Sorel-Tracy",8,5,461,83,4,311,35,907,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 621","Sorel-Tracy",22,15,555,94,6,357,21,1070,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 622","Saint-Joseph-de-Sorel",13,3,489,112,12,262,14,905,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 623","Sorel-Tracy",15,7,598,85,5,346,7,1063,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 624","Sorel-Tracy",12,10,642,130,4,474,14,1286,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 625","Sorel-Tracy",11,7,654,142,5,463,16,1298,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 626","Sainte-Victoire-de-Sorel",6,5,235,47,3,108,0,404,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 627","Saint-Ours",10,5,205,52,2,158,1,433,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak"," 628","Saint-Ours",10,7,314,99,5,186,8,629,
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak",,Group 1/Groupe 1, 17,8,92,49,2,101,16,285,71
24009,"Bécancour--Nicolet--Saurel--Alnôbak/Bécancour--Nicolet--Saurel--Alnôbak",,Group 2/Groupe 2, 10,10,1132,100,7,436,50,1745,
