Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Brian Cameron,Thomas Gamble,Gord Johns,Teresa Knight,Chris Markevich,Kris McNichol,Jesse Musial,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59009,"Courtenay--Alberni/Courtenay--Alberni"," 229","Nanaimo",59,1,54,0,8,90,0,2,214,558
59009,"Courtenay--Alberni/Courtenay--Alberni"," 230","Nanaimo",50,0,36,0,4,45,0,0,135,360
59009,"Courtenay--Alberni/Courtenay--Alberni"," 231","Nanaimo",53,0,60,1,19,77,0,0,210,516
59009,"Courtenay--Alberni/Courtenay--Alberni"," 232","Bamfield",32,1,88,0,3,39,1,0,164,244
59009,"Courtenay--Alberni/Courtenay--Alberni"," 232-1","Elhlateese 2",Void/Supprimé,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 232-2","Anacla 12",Combined with No./Résultats combinés à ceux du n°232,,,,,,,,,62
59009,"Courtenay--Alberni/Courtenay--Alberni"," 233","Lantzville",40,1,29,2,1,80,0,0,153,401
59009,"Courtenay--Alberni/Courtenay--Alberni"," 234","Nanaimo",45,0,48,0,10,52,0,2,157,562
59009,"Courtenay--Alberni/Courtenay--Alberni"," 235","Nanaimo",68,0,50,0,9,73,0,0,200,544
59009,"Courtenay--Alberni/Courtenay--Alberni"," 400","Mobile poll/Bureau itinérant",44,1,54,0,0,24,0,0,123,147
59009,"Courtenay--Alberni/Courtenay--Alberni"," 401","Mobile poll/Bureau itinérant",26,2,23,0,1,13,0,1,66,68
59009,"Courtenay--Alberni/Courtenay--Alberni"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,41
59009,"Courtenay--Alberni/Courtenay--Alberni"," 501","Mobile poll/Bureau itinérant",43,2,38,1,7,35,1,5,132,163
59009,"Courtenay--Alberni/Courtenay--Alberni"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,40
59009,"Courtenay--Alberni/Courtenay--Alberni"," 503","Mobile poll/Bureau itinérant",9,2,21,4,0,13,0,4,53,40
59009,"Courtenay--Alberni/Courtenay--Alberni"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,22
59009,"Courtenay--Alberni/Courtenay--Alberni"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,26
59009,"Courtenay--Alberni/Courtenay--Alberni"," 506","Port Alberni",Combined with No./Résultats combinés à ceux du n°110,,,,,,,,,51
59009,"Courtenay--Alberni/Courtenay--Alberni"," 507","Mobile poll/Bureau itinérant",5,0,33,5,1,7,0,3,54,60
59009,"Courtenay--Alberni/Courtenay--Alberni"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,25
59009,"Courtenay--Alberni/Courtenay--Alberni"," 509","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,24
59009,"Courtenay--Alberni/Courtenay--Alberni"," 511","Mobile poll/Bureau itinérant",38,1,22,1,0,14,0,1,77,97
59009,"Courtenay--Alberni/Courtenay--Alberni"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,,,28
59009,"Courtenay--Alberni/Courtenay--Alberni"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,21
59009,"Courtenay--Alberni/Courtenay--Alberni"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,,,31
59009,"Courtenay--Alberni/Courtenay--Alberni"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,,66
59009,"Courtenay--Alberni/Courtenay--Alberni"," 516","Mobile poll/Bureau itinérant",74,3,54,0,4,46,0,0,181,162
59009,"Courtenay--Alberni/Courtenay--Alberni"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°401,,,,,,,,,42
59009,"Courtenay--Alberni/Courtenay--Alberni"," 518","Parksville",Combined with No./Résultats combinés à ceux du n°179,,,,,,,,,36
59009,"Courtenay--Alberni/Courtenay--Alberni"," 519","Mobile poll/Bureau itinérant",77,2,55,5,10,41,0,2,192,123
59009,"Courtenay--Alberni/Courtenay--Alberni"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,58
59009,"Courtenay--Alberni/Courtenay--Alberni"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,56
59009,"Courtenay--Alberni/Courtenay--Alberni"," 600","Refuge Cove 6",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 601","Marktosis 15",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 602","Tofino",108,7,443,1,12,152,0,1,724,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 603","Optisat 1",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 604","Ucluelet",35,0,153,0,2,72,0,0,262,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 605","Ittatsoo 1",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 606","Macoah 1",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 607","Anacla 12",Combined with No./Résultats combinés à ceux du n°614,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 608","Elhlateese 2",Combined with No./Résultats combinés à ceux du n°614,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 609","Bamfield",349,2,847,8,30,704,4,2,1946,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 610","Port Alberni",334,7,833,1,28,645,4,46,1898,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 611","Port Alberni",361,5,783,6,27,801,3,6,1992,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 612","Klehkoot 2--Ahahswinis 1",Combined with No./Résultats combinés à ceux du n°614,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 613","Tsahaheh 1",Combined with No./Résultats combinés à ceux du n°614,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 614","Port Alberni",170,2,411,1,11,479,3,4,1081,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 615","Denman Island -- Hornby Island",116,0,261,1,4,183,0,1,566,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 616","Cumberland",222,3,599,0,11,368,0,0,1203,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 617","Courtenay",263,6,806,4,22,494,2,4,1601,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 618","Courtenay",368,7,788,3,31,433,0,5,1635,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 619","Deep Bay",419,19,603,4,28,579,0,1,1653,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 620","Qualicum",No poll held/Pas de scrutin,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 621","Qualicum Beach",730,9,908,5,19,731,0,6,2408,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 622","Cameron Lake - Whiskey Creek - Coombs",104,1,191,2,7,302,1,0,608,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 623","Parksville",609,7,717,7,15,665,2,4,2026,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 624","Qualicum Beach",565,5,937,0,17,610,2,4,2140,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 625","Qualicum Beach -- French Creek",641,4,558,1,12,633,3,1,1853,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 626","Parksville",618,17,620,3,19,616,1,6,1900,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 627","Parksville",536,11,772,4,18,622,0,3,1966,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 628","Nanaimo F",205,5,231,2,16,400,0,0,859,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 629","Nanoose Bay",232,4,234,0,4,334,1,1,810,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 630","Dolphin Beach--False Bay",343,4,222,0,11,339,1,1,921,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 631","Nanoose",Combined with No./Résultats combinés à ceux du n°633,,,,,,,,,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 632","Lantzville",763,4,576,1,46,785,4,3,2182,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 633","Nanaimo",568,5,382,2,35,491,0,1,1484,
59009,"Courtenay--Alberni/Courtenay--Alberni",,Group 1/Groupe 1, 434,9,374,8,30,485,1,61,1402,322
59009,"Courtenay--Alberni/Courtenay--Alberni",,Group 2/Groupe 2, 1395,15,2253,8,57,2005,9,75,5817,
