Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Gilles Babin,Sébastien Beaulieu,Kevin Coutu,Mélanie Dorion,Marilène Gill,Marika Lalime,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 155","Baie-Comeau",0,0,43,42,63,1,3,152,378
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 156","Baie-Comeau",2,3,38,52,58,6,1,160,375
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 157","Baie-Comeau",3,2,18,32,50,4,1,110,351
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 158","Baie-Comeau",3,2,53,26,66,7,4,161,357
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 159","Baie-Comeau",0,0,23,25,43,5,0,96,360
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 160","Baie-Comeau",2,0,37,50,82,2,5,178,415
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 161","Baie-Comeau",0,2,30,33,63,2,6,136,438
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 162","Baie-Comeau",0,1,56,59,85,4,0,205,427
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 163","Baie-Comeau",0,2,27,54,81,0,2,166,415
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 164","Baie-Comeau",1,0,24,41,87,3,2,158,402
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 165","Baie-Comeau",1,2,23,31,46,0,3,106,274
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 166","Baie-Comeau",0,2,29,55,73,0,5,164,403
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 167","Chute-aux-Outardes",1,1,19,42,58,4,2,127,322
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 168","Chute-aux-Outardes",1,1,10,44,39,0,2,97,241
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 169","Chute-aux-Outardes",1,0,15,36,55,3,3,113,299
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 170","Chute-aux-Outardes",2,0,18,38,54,1,2,115,324
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 171","Pointe-Lebel",1,0,23,38,66,2,1,131,256
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 172","Pointe-Lebel",0,2,17,39,57,2,2,119,334
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 173","Pointe-Lebel",2,3,39,59,120,2,0,225,449
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 174","Pointe-Lebel",0,2,18,42,51,3,1,117,203
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 175","Pointe-Lebel",0,6,37,17,60,1,3,124,273
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 176","Ragueneau",0,0,16,41,69,2,3,131,369
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 177","Ragueneau",2,5,21,67,90,3,1,189,438
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 178","Ragueneau",2,3,34,38,83,3,3,166,359
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 179","Pointe-aux-Outardes",1,1,22,42,45,3,1,115,272
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 180","Pointe-aux-Outardes",0,3,34,45,101,7,6,196,393
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 181","Pointe-aux-Outardes",3,1,24,60,103,2,4,197,451
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 182","Betsiamites",1,1,34,3,5,5,0,49,493
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 183","Pessamit",0,0,27,4,11,3,3,48,386
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 184","Pessamit",0,1,28,5,9,4,1,48,409
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 185","Pessamit",0,0,19,3,5,3,1,31,290
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 186","Pessamit",0,0,22,2,1,2,1,28,394
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 187","Forestville",1,3,16,25,37,0,2,84,277
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 188","Forestville",1,0,30,40,34,0,2,107,301
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 189","Forestville",1,2,29,21,37,1,0,91,232
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 190","Forestville",2,0,16,17,27,1,1,64,264
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 191","Forestville",0,1,22,25,29,1,1,79,250
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 192","Forestville",0,0,16,35,44,0,1,96,273
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 193","Colombier",0,2,25,40,63,0,2,132,238
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 194","Colombier",1,1,19,32,63,0,0,116,233
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 195","Saint-Marc-de-Latour",1,0,8,10,23,0,0,42,129
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 196","Forestville",0,0,16,23,38,0,1,78,261
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 197","Forestville",0,1,7,31,53,1,2,95,327
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 198","Forestville",0,4,20,9,37,1,0,71,232
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 199","Portneuf-sur-Mer",1,2,27,16,63,0,0,109,222
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 200","Portneuf-sur-Mer",0,1,33,38,85,1,4,162,332
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 201","Longue-Rive",0,1,33,38,81,2,5,160,366
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 202","Longue-Rive",0,2,24,9,52,1,0,88,251
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 203","Longue-Rive",1,2,23,21,51,2,8,108,231
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 204","Les Escoumins",2,2,36,32,60,4,3,139,403
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 205","Les Escoumins",1,0,27,34,65,1,1,129,349
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 206","Les Escoumins",0,1,50,33,67,2,5,158,357
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 207","Les Escoumins",1,2,23,43,62,2,3,136,365
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 208","Essipit",0,2,59,28,44,3,4,140,264
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 209","Les Bergeronnes",Combined with No./Résultats combinés à ceux du n°210,,,,,,,,254
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 210","Les Bergeronnes",1,5,43,64,144,4,1,262,259
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 211","Sacré-Coeur",1,0,55,87,66,3,5,217,418
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 212","Sacré-Coeur",0,0,46,46,61,5,1,159,343
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 213","Sacré-Coeur",0,2,33,52,43,1,5,136,289
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 214","Sacré-Coeur",0,1,48,63,60,1,4,177,327
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 215","Tadoussac",0,1,39,19,92,0,1,152,348
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 216","Tadoussac",1,5,30,37,73,2,5,153,331
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 400","Sept-Îles",3,1,81,15,39,4,10,153,123
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 401","Baie-Comeau",4,0,101,15,42,2,6,170,296
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,7
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 501","Mobile poll/Bureau itinérant",0,0,23,1,0,1,0,25,7
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,7
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 503","Mobile poll/Bureau itinérant",2,2,18,2,11,1,4,40,38
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,21
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,3
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 506","Mobile poll/Bureau itinérant",1,0,16,3,19,0,2,41,42
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,43
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 508","Mobile poll/Bureau itinérant",0,0,3,0,2,0,0,5,6
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,5
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,5
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 511","Port-Cartier",Combined with No./Résultats combinés à ceux du n°119,,,,,,,,8
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 512","Port-Cartier",Combined with No./Résultats combinés à ceux du n°119,,,,,,,,1
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 513","Mobile poll/Bureau itinérant",1,2,4,5,9,1,0,22,59
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,8
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 515","Mobile poll/Bureau itinérant",2,0,16,3,12,0,0,33,70
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,15
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,31
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 518","Mobile poll/Bureau itinérant",0,0,4,2,9,0,0,15,14
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,12
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 520","Les Escoumins",Combined with No./Résultats combinés à ceux du n°204,,,,,,,,6
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 521","Les Escoumins",Combined with No./Résultats combinés à ceux du n°204,,,,,,,,4
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 522","Les Bergeronnes",Combined with No./Résultats combinés à ceux du n°210,,,,,,,,11
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 523","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 600","Schefferville",Combined with No./Résultats combinés à ceux du n°601,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 601","Kawawachikamach",0,0,18,0,3,1,0,22,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 602","Lac-John",Combined with No./Résultats combinés à ceux du n°601,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 603","Matimekosh",Combined with No./Résultats combinés à ceux du n°601,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 604","Caniapiscau",Combined with No./Résultats combinés à ceux du n°605,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 605","Rivière-Mouchalagane",3,7,249,105,232,9,11,616,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 606","Fermont",2,3,41,122,108,4,3,283,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 607","Forestville",1,0,109,76,208,4,4,402,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 608","Les Bergeronnes",0,2,74,48,128,6,5,263,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 609","Les Escoumins",1,2,87,63,125,5,3,286,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 610","Essipit",Combined with No./Résultats combinés à ceux du n°609,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 611","Pessamit",0,0,1,0,2,0,0,3,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 612","Chute-aux-Outardes",4,4,42,62,137,6,5,260,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 613","Baie-Comeau",5,5,264,100,392,10,13,789,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 614","Baie-Comeau",5,2,198,148,355,4,7,719,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 615","Les Buissons",2,0,71,59,125,5,3,265,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 616","Baie-Comeau",5,11,288,116,320,10,6,756,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 617","Baie-Trinité",1,1,36,20,84,2,2,146,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 618","Port-Cartier",1,3,147,93,237,4,8,493,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 619","Port-Cartier",2,3,135,106,247,3,2,498,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 620","Rivière-Nipissis",0,4,68,79,149,2,4,306,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 621","Uashat 27",Combined with No./Résultats combinés à ceux du n°625,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 622","Sept-Îles",2,9,174,106,258,6,4,559,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 623","Sept-Îles",1,6,290,112,359,10,16,794,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 624","Sept-Îles",1,12,285,136,320,1,3,758,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 625","Rivière-Nipissis",1,6,42,56,80,4,1,190,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 626","Maliotenam",Combined with No./Résultats combinés à ceux du n°625,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 627","Havre-Saint-Pierre",1,4,123,69,205,8,1,411,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 628","Mingan",Combined with No./Résultats combinés à ceux du n°627,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 629","Port-Menier",0,0,4,1,22,1,1,29,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 630","Aguanish--Natashquan",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 631","Nutashkuan",0,1,11,5,36,0,0,53,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 632","Kegaska",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 633","Gethsémani",Combined with No./Résultats combinés à ceux du n°634,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 634","Romaine 2",0,0,8,0,2,0,0,10,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 635","Étamamiou",Combined with No./Résultats combinés à ceux du n°637,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 636","Chevery",Combined with No./Résultats combinés à ceux du n°25,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 637","Côte-Nord-du-Golfe-du-Saint-Laurent",Combined with No./Résultats combinés à ceux du n°26A,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 638","Aylmer Sound",Combined with No./Résultats combinés à ceux du n°637,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 639","Tête-à-la-Baleine",0,0,6,5,12,0,0,23,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 640","La Tabatière",0,0,22,12,1,0,0,35,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 641","Mutton Bay",Combined with No./Résultats combinés à ceux du n°640,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 642","Pakuashipi",Combined with No./Résultats combinés à ceux du n°643,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 643","Saint-Augustin",0,0,30,6,3,1,0,40,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 644","Vieux-Fort",Combined with No./Résultats combinés à ceux du n°646,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 645","Bonne-Espérance",Combined with No./Résultats combinés à ceux du n°646,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 646","Rivière-Saint-Paul",0,0,91,11,7,1,0,110,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 647","Middle Bay",Combined with No./Résultats combinés à ceux du n°646,,,,,,,,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan"," 648","Lourdes-de-Blanc-Sablon",0,0,67,21,18,3,0,109,
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan",,Group 1/Groupe 1, 2,2,145,86,158,19,18,430,69
24021,"Côte-Nord--Kawawachikamach--Nitassinan/Côte-Nord--Kawawachikamach--Nitassinan",,Group 2/Groupe 2, 6,9,429,271,604,10,43,1372,
