Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,James Bezan,Josef Estabrooks,Byron Gryba,Wayne James,Rhonda Nichol,Chris Riddell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 148","St. Andrews",64,13,1,0,45,0,1,124,398
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 149","St. Andrews",109,9,0,2,40,2,0,162,452
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 150","Selkirk",69,14,1,0,40,0,0,124,346
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 151","Selkirk",88,10,1,1,54,3,0,157,407
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 152","Selkirk",90,15,1,1,49,0,1,157,464
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 153","Pinawa",85,7,2,3,79,0,3,179,409
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 154","Pinawa",49,12,0,2,73,0,0,136,326
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 155","Pinawa",41,5,0,6,57,0,1,110,225
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 156","Pinawa",73,9,1,2,82,0,0,167,386
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 157","St. Andrews",104,7,0,1,39,1,0,152,327
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 158","St. Andrews",71,12,3,0,31,1,2,120,268
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 159","Tyndall",72,7,1,1,13,0,0,94,227
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 160","Tyndall",94,9,3,0,18,1,1,126,368
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 161","Tyndall",92,10,1,1,36,0,1,141,378
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 162A","Tyndall",75,4,4,3,25,0,0,111,253
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 162B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°132B,,,,,,,,11
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 163","Brokenhead",125,15,7,5,29,0,0,181,371
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 164","Ladywood",114,11,3,2,38,1,0,169,399
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 165","Cromwell",137,17,0,8,36,0,0,198,424
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 166A","Beausejour",86,8,2,2,34,0,0,132,356
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 166B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,20
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 167A","Beausejour",91,7,8,5,40,3,1,155,408
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 167B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,13
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 168","Beausejour",104,5,1,3,36,0,0,149,381
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 169","Beausejour",118,4,3,6,48,2,3,184,478
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 170A","Beausejour",82,7,4,3,47,1,0,144,405
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 170B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,19
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 170C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°206B,,,,,,,,16
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 171","Cloverleaf",144,14,1,3,49,2,0,213,456
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 172","St. Ouens",172,15,4,9,44,0,1,245,541
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 173A","Rockwood",143,12,1,4,48,3,1,212,408
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 173B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,9
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 174","Rockwood",167,23,2,5,75,2,1,275,400
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 175","Stony Mountain",154,18,2,2,66,0,3,245,497
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 176","Stony Mountain",153,7,3,4,42,3,2,214,464
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 177A","Garson",111,18,0,1,38,0,0,168,422
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 177B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°132B,,,,,,,,13
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 178","Garson",140,9,6,1,53,1,1,211,417
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 179","Garson",109,8,4,3,49,0,1,174,327
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 180","St. Andrews",94,8,2,1,30,1,1,137,378
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 181","St. Andrews",87,11,1,0,46,1,1,147,361
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 182","St. Andrews",83,9,0,3,34,0,0,129,348
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 183","St. Andrews",111,10,2,0,38,0,0,161,405
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 184","St. Andrews",79,15,1,1,33,0,1,130,369
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 185","St. Andrews",85,4,0,2,34,0,0,125,319
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 186","St. Andrews",83,9,0,1,36,0,2,131,371
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 187","St. Andrews",63,5,1,0,63,0,0,132,340
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 188","St. Andrews",68,15,1,0,40,1,0,125,325
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 189","St. Andrews",94,4,0,0,50,0,2,150,393
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 190","St. Andrews",50,14,1,1,25,0,0,91,279
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 191","St. Andrews",70,1,3,2,38,0,0,114,309
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 192","St. Andrews",86,5,2,0,39,1,2,135,365
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 193","Little Britain",114,6,3,0,35,0,0,158,388
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 194","St. Clements",49,7,1,3,45,0,0,105,223
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 195","Gonor",93,11,1,6,60,0,1,172,447
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 196","Gonor Station",96,7,1,4,35,0,0,143,359
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 197","St. Clements",99,14,0,1,41,0,3,158,451
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 198","St. Clements",66,12,2,1,27,2,1,111,345
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 199","Narol",121,12,3,2,68,1,1,208,489
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 200","St. Clements",100,10,3,0,39,0,1,153,388
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 201","Narol",81,6,1,0,61,1,1,151,381
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 202","St. Clements",85,12,2,1,44,0,1,145,367
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 203","St. Clements",70,9,1,1,27,0,0,108,230
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 204","St. Clements",101,4,2,1,47,0,0,155,319
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 205","Beausejour",86,13,2,5,34,0,1,141,410
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 206A","Beausejour",96,9,2,0,48,0,0,155,469
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 206B","Mobile poll/Bureau itinérant",30,10,0,0,15,0,2,57,62
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 206C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°206B,,,,,,,,33
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 400","Stonewall",94,11,0,2,78,1,2,188,259
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 401","Selkirk",20,16,1,4,16,5,5,67,160
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 500","Mobile poll/Bureau itinérant",23,3,3,0,5,0,2,36,32
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°35C,,,,,,,,51
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°31B,,,,,,,,2
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 503","Mobile poll/Bureau itinérant",33,3,2,1,12,2,3,56,34
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°106B,,,,,,,,42
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 505","Mobile poll/Bureau itinérant",37,12,1,1,13,3,2,69,75
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,76
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 507","Mobile poll/Bureau itinérant",27,5,0,5,28,1,1,67,43
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 600","Grahamdale",35,2,0,0,13,0,1,51,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 601","Ashern",268,35,4,6,74,2,2,391,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 602","Fisher Branch",197,15,3,5,25,1,3,249,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 603","Riverton",152,15,3,1,74,3,0,248,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 604","Arborg",462,19,4,4,101,36,1,627,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 605","Gimli",441,45,6,7,462,2,1,964,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 606","Gimli",456,71,5,7,416,6,7,968,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 607","Dunnottar--Winnipeg Beach",440,68,7,7,408,2,2,934,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 608","Petersfield",194,17,2,1,66,1,0,281,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 609","Rockwood--Teulon",533,35,3,15,217,9,7,819,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 610","St. Laurent",233,34,1,1,125,13,0,407,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 611","Eriksdale",182,14,0,5,49,5,0,255,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 612","Dog Creek",11,22,0,0,43,2,0,78,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 613","Lake Manitoba",11,3,0,0,2,0,0,16,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 614","Woodlands",181,6,1,2,56,8,2,256,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 615","Meadows",43,0,0,0,1,0,0,44,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 616","Warren",115,7,1,2,56,5,0,186,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 617","Stonewall--Rockwood",605,42,7,9,386,9,1,1059,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 618","Rockwood",298,11,3,4,150,3,1,470,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 619","Rockwood--Stonewall",532,41,9,7,359,6,6,960,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 620","Clandeboye",224,17,3,8,90,2,2,346,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 621","St. Andrews",490,65,8,6,387,2,4,962,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 622","Selkirk",549,85,5,7,463,1,6,1116,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 623","East Selkirk",758,53,12,8,414,3,2,1250,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 624","Brokenhead 4",9,20,0,2,17,1,0,49,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 625","Grand Beach--Grand Marais",165,21,1,3,130,1,1,322,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 626","Victoria Beach",215,27,6,2,241,0,0,491,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 627","Powerview-Pine Falls",331,23,1,5,101,2,1,464,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 628","Lac du Bonnet",280,23,5,10,174,1,3,496,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 629","Lac du Bonnet",404,28,7,6,203,2,4,654,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 630","Pinawa",181,8,0,6,269,1,1,466,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 631","Brokenhead--Beausejour",469,45,5,19,177,1,0,716,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 632","Beausejour",455,56,4,19,264,3,8,809,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 633","Tyndall",490,44,6,18,255,2,1,816,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 634","St. Clements--Narol",170,32,2,1,94,0,0,299,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 635","St. Clements--Narol",563,39,2,12,377,2,8,1003,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 636","St. Andrews",427,47,5,11,296,0,4,790,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 637","St. Andrews",243,25,4,3,164,2,3,444,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 638","St. Andrews",458,34,4,8,341,1,6,852,
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman",,Group 1/Groupe 1, 217,44,5,8,208,1,31,514,160
46009,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman",,Group 2/Groupe 2, 799,82,4,18,558,8,26,1495,
