Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Evelyn Butler,Carlton Darby,Anna Di Carlo,Tom Ellard,Mary Kidnew,Fahad Rao,Charles Sousa,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 425","Mississauga",3,0,0,46,1,1,60,5,116,199
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 426","Mississauga",3,5,0,27,1,1,50,2,89,134
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 427","Mississauga",0,1,0,44,0,1,41,0,87,338
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 428","Mississauga",4,0,0,56,3,2,64,0,129,367
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 500","Mississauga",Combined with No./Résultats combinés à ceux du n°58,,,,,,,,,12
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 501","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 502","Mobile poll/Bureau itinérant",7,1,1,35,0,1,89,1,135,131
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,45
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,81
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 505","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,111
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 507","Mobile poll/Bureau itinérant",3,0,2,8,0,1,18,3,35,51
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 508","Mobile poll/Bureau itinérant",6,1,1,24,1,0,36,2,71,153
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,,78
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 510","Mobile poll/Bureau itinérant",1,0,0,21,1,0,97,2,122,108
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 511","Mobile poll/Bureau itinérant",6,1,2,12,2,1,31,3,58,132
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 600","Mississauga",15,1,3,462,5,1,592,0,1079,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 601","Mississauga",21,1,2,703,9,8,788,1,1533,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 602","Mississauga",21,5,2,542,13,3,658,1,1245,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 603","Mississauga",19,1,1,480,8,4,831,4,1348,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 604","Mississauga",19,1,2,713,7,9,980,6,1737,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 605","Mississauga",17,2,3,393,5,4,418,5,847,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 606","Mississauga",14,3,1,642,6,3,611,5,1285,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 607","Mississauga",23,1,1,758,12,5,1062,0,1862,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 608","Mississauga",22,1,0,533,13,9,917,1,1496,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 609","Mississauga",6,1,1,612,12,0,772,3,1407,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 610","Mississauga",21,1,2,600,15,4,722,7,1372,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 611","Mississauga",27,1,0,568,11,8,970,8,1593,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 612","Mississauga",15,0,1,644,15,4,1031,0,1710,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 613","Mississauga",7,1,2,837,8,8,980,1,1844,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 614","Mississauga",18,0,1,404,10,1,737,2,1173,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 615","Mississauga",29,6,0,550,14,2,771,0,1372,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 616","Mississauga",36,5,3,578,19,8,720,1,1370,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 617","Mississauga",17,4,1,474,1,4,701,9,1211,
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore",,Group 1/Groupe 1, 18,0,3,337,10,3,711,50,1132,671
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore",,Group 2/Groupe 2, 44,3,3,1589,25,8,2159,44,3875,
