Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Lily Eggink,Henry Geissler,Nathan Hawkins,Shannon Horner-Shepherd,Leslyn Lewis,Colin Walsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,27
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 514","Mobile poll/Bureau itinérant",2,2,0,3,15,17,2,41,50
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 515","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,47
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,29
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 518","Mobile poll/Bureau itinérant",1,1,0,4,19,12,0,37,49
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 600","Haldimand County",3,2,5,24,380,284,3,701,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 601","Haldimand County",2,13,5,31,588,550,12,1201,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 602","Haldimand County",6,10,11,25,531,494,5,1082,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 603","Haldimand County",1,4,10,22,499,517,11,1064,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 604","Haldimand County",1,4,2,6,165,99,1,278,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 605","Haldimand County",4,4,10,30,738,412,4,1202,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 606","Haldimand County",3,6,8,18,298,151,1,485,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 607","Haldimand County",5,6,9,22,411,174,1,628,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 608","Haldimand County",16,16,19,54,913,633,9,1660,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 609","Haldimand County",7,8,6,42,502,372,7,944,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 610","Haldimand County",6,8,9,44,655,444,5,1171,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 611","Haldimand County",8,17,9,40,610,509,6,1199,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 612","Haldimand County",9,6,4,26,522,297,0,864,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 613","Haldimand County",2,6,6,18,427,634,1,1094,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 614","Norfolk County",3,5,12,25,486,607,4,1142,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 615","Norfolk County",1,0,2,9,203,155,3,373,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 616","Norfolk County",5,9,8,26,491,410,3,952,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 617","Norfolk County",1,3,8,16,285,139,2,454,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 618","Norfolk County",2,2,8,24,368,295,3,702,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 619","Norfolk County",7,5,12,11,427,140,4,606,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 620","Norfolk County",7,15,12,40,798,496,4,1372,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 621","Norfolk County",7,7,9,44,597,589,1,1254,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 622","Norfolk County",3,5,5,27,429,521,2,992,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 623","Norfolk County",1,2,4,24,408,393,0,832,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 624","Norfolk County",5,9,2,31,502,317,8,874,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 625","Norfolk County",3,11,7,33,533,256,3,846,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 626","Norfolk County",5,8,12,12,503,218,2,760,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 627","Norfolk County",2,5,6,29,500,322,4,868,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 628","Norfolk County",5,5,11,22,351,658,4,1056,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 629","Norfolk County",4,7,9,24,592,553,12,1201,
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 630","Norfolk County",1,11,5,19,326,86,1,449,
35034,"Haldimand--Norfolk/Haldimand--Norfolk",,Group 1/Groupe 1, 1,4,5,17,161,234,39,461,180
35034,"Haldimand--Norfolk/Haldimand--Norfolk",,Group 2/Groupe 2, 22,16,24,98,2014,2226,25,4425,
