Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Pierre-Augustin Allard,Thierry Bilodeau,François-Philippe Champagne,Dji-Pé Frazer,Nathalie Garceau,Marie-Claude Gaudet,David Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 201","Shawinigan",31,17,57,0,4,2,2,1,114,367
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 202","Shawinigan",26,24,53,2,5,1,0,0,111,358
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 203","Shawinigan",38,32,57,0,2,1,0,0,130,372
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 204","Shawinigan",40,26,41,1,4,2,1,2,117,367
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 205","Shawinigan",61,38,114,8,1,1,1,1,225,518
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 206","Shawinigan",56,25,50,2,1,1,1,1,137,326
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 207","Shawinigan",41,26,74,3,4,1,2,8,159,462
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 208","Shawinigan",46,40,78,4,7,0,2,2,179,449
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 209","Shawinigan",48,25,75,1,3,1,1,1,155,431
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 210","Shawinigan",37,23,79,2,3,3,0,0,147,367
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 211","Shawinigan",45,33,73,1,7,0,1,2,162,385
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 212","Shawinigan",39,34,93,0,2,1,0,0,169,471
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 213","Trois-Rivières",50,38,55,2,1,2,0,2,150,328
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 214A","Trois-Rivières",58,40,66,1,1,2,1,3,172,356
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 214B","Trois-Rivières",62,29,58,2,2,1,0,7,161,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 215","Trois-Rivières",42,30,51,0,4,2,0,0,129,391
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 216","Trois-Rivières",60,40,53,1,3,1,2,1,161,381
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 217","Trois-Rivières",74,43,80,2,5,5,1,4,214,479
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 218","Trois-Rivières",64,32,52,1,2,1,1,6,159,443
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 219","Trois-Rivières",71,38,60,0,3,1,1,0,174,463
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 220","Trois-Rivières",59,47,58,2,3,2,1,5,177,473
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 221","Notre-Dame-du-Mont-Carmel",68,44,80,0,4,2,1,1,200,446
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 222","Notre-Dame-du-Mont-Carmel",36,25,59,0,4,4,2,1,131,305
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 223","Notre-Dame-du-Mont-Carmel",50,33,49,0,3,4,3,5,147,416
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 224","Notre-Dame-du-Mont-Carmel",25,37,42,1,4,1,0,4,114,309
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 225","Notre-Dame-du-Mont-Carmel",81,38,57,0,7,2,0,2,187,450
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 226","Trois-Rivières",37,29,49,2,1,2,0,0,120,301
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 227","Trois-Rivières",63,61,66,0,7,5,1,0,203,499
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 228","Trois-Rivières",44,29,74,1,8,3,2,0,161,533
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 229","Trois-Rivières",37,34,70,0,4,1,0,2,148,351
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 230","Trois-Rivières",51,23,59,1,10,4,0,4,152,399
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 231","Trois-Rivières",58,37,52,0,1,1,1,3,153,419
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 232A","Trois-Rivières",39,40,64,0,3,3,2,1,152,397
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 232B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,9
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 233","Trois-Rivières",48,40,32,1,7,1,1,1,131,503
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 234","Trois-Rivières",46,43,33,0,6,0,0,1,129,470
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 235","Trois-Rivières",67,32,64,1,4,5,1,5,179,508
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 236A","Trois-Rivières",40,18,43,1,2,3,0,4,111,290
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 236B","Trois-Rivières",37,22,45,1,6,1,1,2,115,265
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 236C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,9
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 237","Trois-Rivières",37,30,74,0,7,5,0,2,155,399
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 238","Trois-Rivières",47,41,75,0,2,4,4,3,176,402
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 239","Trois-Rivières",52,43,75,0,2,4,1,7,184,409
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 240","Trois-Rivières",57,42,54,0,4,4,1,5,167,389
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 241","Trois-Rivières",60,34,79,0,3,1,1,0,178,391
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 242","Trois-Rivières",50,28,43,0,2,2,4,4,133,364
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 243","Trois-Rivières",50,51,71,0,8,1,2,2,185,404
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 244","Trois-Rivières",53,37,74,1,2,4,3,2,176,455
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 245","Trois-Rivières",39,34,69,0,1,2,0,2,147,361
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 246","Trois-Rivières",59,35,69,0,5,1,0,1,170,441
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 247","Trois-Rivières",43,25,66,3,4,1,0,2,144,387
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 400","Shawinigan",4,7,82,0,3,0,0,2,98,120
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 401","Shawinigan",7,15,161,0,1,1,2,6,193,231
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,61
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 501","Mobile poll/Bureau itinérant",7,13,113,0,2,0,1,9,145,140
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 502","Mobile poll/Bureau itinérant",4,16,83,0,0,0,0,1,104,16
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,16
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 504","Mobile poll/Bureau itinérant",5,2,28,2,0,0,1,2,40,51
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,147
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 506","Mobile poll/Bureau itinérant",0,2,11,0,1,1,0,1,16,38
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 507","Mobile poll/Bureau itinérant",3,10,55,0,1,0,0,3,72,12
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 508","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 509","Mobile poll/Bureau itinérant",9,8,38,0,0,0,2,2,59,17
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 510","Mobile poll/Bureau itinérant",5,16,68,0,1,0,1,5,96,45
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,66
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 512","Mobile poll/Bureau itinérant",5,12,93,0,2,0,0,0,112,127
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,,123
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 514","Mobile poll/Bureau itinérant",7,8,27,0,4,1,1,1,49,138
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 515","Mobile poll/Bureau itinérant",2,10,49,2,0,0,0,4,67,30
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,84
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 517","Mobile poll/Bureau itinérant",2,4,44,0,0,0,0,1,51,47
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,,15
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 519","Mobile poll/Bureau itinérant",8,37,205,1,0,2,0,9,262,361
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 520","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 521","Mobile poll/Bureau itinérant",1,11,22,0,5,0,0,9,48,53
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,,,48
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 523","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 524","Trois-Rivières",Combined with No./Résultats combinés à ceux du n°228,,,,,,,,,0
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 600","Lac-Édouard",141,166,447,1,4,3,9,9,780,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 601","La Tuque",110,168,412,1,9,4,3,19,726,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 602","Communauté de Wemotaci",Combined with No./Résultats combinés à ceux du n°603,,,,,,,,,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 603","Obedjiwan 28",0,0,0,0,0,0,0,0,0,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 604","La Tuque",115,190,375,2,3,2,6,10,703,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 605","Sainte-Thècle",210,228,506,3,9,15,7,7,985,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 606","Saint-Tite",170,139,469,3,6,5,1,11,804,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 607","Grandes-Piles--Saint-Tite",63,80,221,1,4,2,3,3,377,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 608","Shawinigan",132,149,692,1,12,8,4,9,1007,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 609","Shawinigan",135,127,568,3,7,9,6,18,873,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 610","Shawinigan",67,113,335,2,14,11,3,11,556,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 611","Shawinigan",155,201,727,6,15,6,4,9,1123,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 612","Shawinigan",133,175,661,2,14,5,4,9,1003,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 613","Shawinigan",176,212,730,5,19,10,3,13,1168,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 614","Shawinigan",103,165,502,5,20,8,7,16,826,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 615","Shawinigan",123,213,620,1,7,3,4,11,982,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 616","Shawinigan",131,186,703,4,17,4,4,16,1065,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 617","Shawinigan",89,163,469,0,16,6,9,6,758,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 618","Shawinigan",153,141,502,6,4,3,3,11,823,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 619","Shawinigan",126,138,356,1,8,10,2,8,649,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 620","Saint-Narcisse--Saint-Stanislas",108,80,239,0,8,4,1,7,447,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 621","Notre-Dame-du-Mont-Carmel",151,120,323,1,10,2,1,13,621,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 622","Notre-Dame-du-Mont-Carmel",226,164,382,1,10,3,5,12,803,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 623","Trois-Rivières",251,233,512,1,14,9,5,10,1035,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 624","Trois-Rivières",247,231,578,4,21,6,3,8,1098,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 625","Saint-Maurice",122,93,178,2,8,1,2,3,409,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 626","Trois-Rivières",233,225,453,0,12,7,4,5,939,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 627","Trois-Rivières",207,203,544,1,10,5,6,12,988,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 628","Champlain",95,121,217,0,8,1,2,2,446,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 629","Sainte-Anne-de-la-Pérade",111,110,307,3,15,11,3,3,563,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain",,Group 1/Groupe 1, 77,66,168,4,10,13,2,22,362,120
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain",,Group 2/Groupe 2, 149,193,735,2,17,15,9,37,1157,
