Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Bernard Généreux,Iseult L'Heureux Hubert,Rémi Massé,Thibaud Mony,Jean-François Morin,Alexie Plourde,Diane Sénécal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 123A","Saint-Jean-de-la-Lande",48,0,29,0,0,3,36,2,118,362
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 123B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°547,,,,,,,,,6
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 124","Saint-Germain",64,7,33,1,1,10,38,3,157,245
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 125","Pohénégamook",65,6,62,4,5,3,35,1,181,304
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 126","Rivière-du-Loup",101,6,40,1,0,1,52,3,204,365
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 127","Pohénégamook",68,2,47,1,1,0,35,8,162,357
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 128","Pohénégamook",50,1,24,0,1,5,27,1,109,326
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 129","Rivière-Bleue",51,2,53,1,2,2,47,2,160,375
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 130","Rivière-Bleue",59,0,54,0,1,0,69,2,185,392
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 131","Rivière-Bleue",46,3,38,0,2,0,42,4,135,272
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 132","Rivière-Bleue",97,5,45,2,0,3,38,1,191,319
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 133","Rivière-Bleue",136,2,53,2,0,5,36,4,238,387
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 134","Rivière-Bleue",103,5,49,0,1,1,30,2,191,336
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 135","Saint-Joseph-de-Kamouraska",63,3,50,1,0,3,31,1,152,251
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 136","Sainte-Hélène",60,1,53,1,0,0,28,3,146,246
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 137","Sainte-Hélène-de-Kamouraska",72,1,38,1,0,2,33,1,148,382
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 138","Kamouraska",51,3,29,1,3,4,37,0,128,363
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 139","Kamouraska",74,1,34,0,1,2,35,2,149,347
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 140","Saint-Pascal",35,3,32,1,0,3,27,0,101,353
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 141","Saint-Pascal",71,3,34,0,0,1,28,1,138,344
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 142","Saint-Pascal",63,3,38,1,0,0,32,0,137,326
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 143","Saint-Pascal",64,4,36,0,1,2,11,2,120,308
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 144","Saint-Pascal",59,2,38,0,1,2,34,3,139,334
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 145","Saint-Pascal",70,0,35,1,1,1,28,1,137,247
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 146","Saint-Pascal",84,6,54,0,0,0,54,2,200,408
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 147","Saint-Pascal",109,2,20,0,3,0,24,2,160,337
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 148","Saint-Athanase",112,0,28,0,0,2,34,1,177,330
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 149","Saint-Bruno-de-Kamouraska",82,6,27,1,0,0,28,1,145,254
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 150","Saint-Denis",40,6,33,1,0,1,28,3,112,223
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 151","Saint-Philippe-de-Néri",90,4,76,1,0,3,63,2,239,426
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 152","Saint-Philippe-de-Néri",87,4,70,1,0,4,37,4,207,331
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 153","Saint-Bruno-de-Kamouraska",46,3,27,1,1,1,34,2,115,264
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 154","Saint-Bruno-de-Kamouraska",57,1,60,0,0,5,24,1,148,341
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 155","Rivière-Ouelle",69,4,26,0,1,4,23,5,132,307
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 156","Rivière-Ouelle",76,3,28,1,2,4,35,2,151,302
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 157","Saint-Pacôme",83,1,22,0,2,1,19,0,128,294
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 158","Saint-Pacôme",84,2,22,1,1,2,28,1,141,274
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 159","Saint-Pacôme",75,2,41,0,1,2,32,0,153,372
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 160","Saint-Pacôme",73,5,36,1,0,4,33,1,153,379
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 161A","Saint-Gabriel-Lalemant",63,1,46,1,0,0,20,2,133,316
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 161B","Saint-Gabriel-Lalemant",27,0,55,0,0,1,20,7,110,148
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 162","Saint-Gabriel-Lalemant",53,0,22,1,5,2,32,1,116,347
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 163","Sainte-Anne-de-la-Pocatière",76,1,47,0,4,0,21,2,151,384
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 164","La Pocatière",67,5,27,0,1,3,37,3,143,355
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 165","La Pocatière",64,5,48,0,0,1,37,2,157,392
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 166","La Pocatière",37,1,35,0,0,3,25,1,102,331
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 167","Sainte-Anne-de-la-Pocatière",61,3,37,1,0,1,41,1,145,376
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 168","La Pocatière",52,1,34,0,0,2,30,1,120,332
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 169","La Pocatière",27,3,39,0,1,2,23,1,96,285
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 170","La Pocatière",83,1,26,0,0,2,22,0,134,280
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 171","La Pocatière",82,0,28,3,0,0,24,1,138,335
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 172","La Pocatière",60,2,24,1,0,0,22,2,111,218
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 173","La Pocatière",88,4,34,1,0,1,30,3,161,298
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 174","Sainte-Anne-de-la-Pocatière",109,8,40,0,2,2,48,6,215,385
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 175","Sainte-Anne-de-la-Pocatière",48,3,10,0,4,1,28,0,94,197
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 176","Mont-Carmel",63,2,22,2,1,4,22,3,119,224
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 177","Mont-Carmel",95,4,52,2,0,5,69,0,227,392
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 178","Mont-Carmel",95,7,61,0,2,3,69,6,243,394
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 179","Saint-Onésime-d'Ixworth",84,3,36,0,4,1,46,4,178,287
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 180","Saint-Onésime-d'Ixworth",69,5,23,0,1,3,42,3,146,268
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 181","Saint-Damase-de-L'Islet",110,2,25,0,1,1,13,2,154,257
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 182","Saint-Damase-de-L'Islet",82,2,15,0,1,3,12,0,115,224
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 183","Saint-Roch-des-Aulnaies",75,6,44,3,4,3,17,2,154,353
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 184","Saint-Roch-des-Aulnaies",62,4,31,0,0,5,31,6,139,372
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 185","Sainte-Louise",69,0,21,0,0,0,27,2,119,283
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 186","Sainte-Louise",104,2,32,0,1,1,29,3,172,357
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 187","Saint-Jean-Port-Joli",50,4,51,1,1,3,44,5,159,341
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 188","Saint-Jean-Port-Joli",70,5,31,1,3,4,25,6,145,349
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 189","Saint-Jean-Port-Joli",55,3,48,1,3,2,40,1,153,326
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 190","Saint-Jean-Port-Joli",50,1,36,1,2,4,35,2,131,284
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 191","Saint-Jean-Port-Joli",96,1,17,0,1,0,20,3,138,249
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 192","Saint-Jean-Port-Joli",98,0,10,0,0,1,13,2,124,243
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 193","Saint-Jean-Port-Joli",64,2,22,0,2,2,16,3,111,252
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 194","Saint-Jean-Port-Joli",113,2,33,0,1,0,20,0,169,376
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 195","Tourville",85,2,40,1,1,5,28,3,165,393
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 196","Saint-Omer",92,3,30,1,1,2,34,2,165,368
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 197","Saint-Aubert",82,1,17,0,3,2,9,3,117,299
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 198A","Sainte-Perpétue",83,1,14,0,0,0,10,1,109,337
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 198B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°567,,,,,,,,,6
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 198C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°567,,,,,,,,,4
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 199","Sainte-Perpétue",107,1,24,0,0,1,17,2,152,372
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 200","Sainte-Perpétue",85,2,15,0,3,0,9,3,117,291
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 201","Tourville",58,1,49,1,0,2,31,1,143,269
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 202","Saint-Aubert",82,5,63,1,0,9,43,1,204,405
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 203","Saint-Aubert",81,3,43,0,0,3,24,3,157,306
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 204","Sainte-Perpétue",86,0,22,0,1,0,17,6,132,299
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 205","L'Islet",106,1,29,1,1,1,20,2,161,331
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 206","L'Islet",79,1,26,1,1,5,42,1,156,332
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 207","L'Islet",111,2,22,0,0,2,29,1,167,362
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 208","L'Islet",94,1,28,1,0,4,25,0,153,406
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 209","L'Islet",77,0,28,0,0,0,9,2,116,300
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 210","L'Islet",64,4,13,0,2,1,9,3,96,267
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 211","Saint-Pamphile",70,0,18,0,0,0,15,0,103,273
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 212","Saint-Pamphile",94,3,18,0,2,1,20,0,138,323
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 213","Saint-Pamphile",79,1,48,0,2,4,31,2,167,360
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 214","Saint-Pamphile",100,4,43,0,0,0,14,5,166,390
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 215","Saint-Pamphile",100,1,14,0,0,2,19,2,138,302
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 216","Saint-Pamphile",106,3,30,2,4,2,29,3,179,326
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 217","L'Islet",120,1,40,1,2,1,37,2,204,339
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 218","L'Islet",107,2,45,0,0,1,27,5,187,301
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 219","L'Islet",45,1,10,1,0,1,9,0,67,106
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 220","Sainte-Félicité",56,1,33,0,1,1,12,0,104,272
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 221","Saint-Cyrille-de-Lessard",88,5,31,0,1,1,20,4,150,335
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 222","Saint-Cyrille-de-Lessard",85,4,33,2,3,0,7,1,135,293
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 223","Saint-Antoine-de-l'Isle-aux-Grues",75,3,23,0,0,1,21,4,127,311
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 224","Cap-Saint-Ignace",85,1,33,0,0,0,25,1,145,331
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 225","Cap-Saint-Ignace",66,3,37,1,2,1,19,2,131,313
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 226","Cap-Saint-Ignace",90,0,21,1,0,0,5,1,118,323
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 227","Cap-Saint-Ignace",84,2,19,2,1,0,19,3,130,293
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 228","Cap-Saint-Ignace",157,1,39,2,1,3,25,2,230,353
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 229","Cap-Saint-Ignace",118,2,40,1,0,2,18,3,184,411
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 230","Cap-Saint-Ignace",90,3,54,1,0,3,33,2,186,463
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 231","Cap-Saint-Ignace",124,2,59,0,0,5,28,0,218,525
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 232","Saint-Marcel",134,4,43,0,2,3,24,1,211,478
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 233","Montmagny",65,0,14,0,4,2,21,2,108,192
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 234","Montmagny",88,3,22,0,0,1,14,2,130,213
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 235A","Montmagny",67,4,37,1,3,1,28,1,142,379
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 235B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°585,,,,,,,,,41
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 236","Montmagny",62,3,28,1,1,1,18,0,114,308
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 237","Montmagny",54,1,28,1,2,0,12,2,100,314
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 238","Rivière-du-Loup",49,0,14,0,1,0,17,1,82,309
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 239","Saint-Antonin",61,3,30,0,1,0,14,5,114,384
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 240","Saint-Antonin",56,5,21,0,2,0,19,1,104,373
