Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Carl Belley,Christine Dandenault,Julie Girard-Lemay,Rose Lessard,Marie-Gabrielle Ménard,Jacob Pirro,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 601","Montréal",142,3,66,306,587,15,32,1151,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 602","Montréal",104,5,62,286,374,18,13,862,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 603","Montréal",79,0,82,333,595,23,8,1120,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 604","Montréal",140,4,71,411,743,16,16,1401,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 605","Montréal",94,1,58,205,536,10,10,914,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 606","Montréal",81,0,56,253,465,7,8,870,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 607","Montréal",123,6,135,333,473,22,8,1100,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 608","Montréal",62,2,68,225,408,11,9,785,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 609","Montréal",52,0,56,193,443,12,8,764,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 610","Montréal",90,4,147,337,673,35,15,1301,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 611","Montréal",67,7,152,196,317,25,13,777,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 612","Montréal",80,4,179,254,437,23,10,987,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 613","Montréal",64,8,195,300,426,30,9,1032,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 614","Montréal",41,5,177,222,362,18,7,832,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 615","Montréal",57,2,156,219,393,20,4,851,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 616","Montréal",67,5,235,299,429,38,15,1088,
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est",,Group 1/Groupe 1, 60,6,159,157,423,37,57,899,295
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est",,Group 2/Groupe 2, 102,9,185,327,655,16,52,1346,
