Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Peter Buddle,Marc Dalton,Daniel Heydenrych,Chris Lehner,Angie Rowell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 167-1","Langley 2--Whonnock 1",0,45,20,0,38,1,104,214
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 168","Mission",0,200,15,2,84,2,303,543
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 169","Mission",0,129,19,3,88,1,240,501
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 170A","Mission",0,103,12,1,88,0,204,444
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 170B","Mission",0,124,10,3,57,0,194,403
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 171A","Mission",0,67,6,0,62,5,140,316
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 171B","Mission",0,81,5,1,52,0,139,306
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 172","Maple Ridge",1,108,15,1,87,1,213,510
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 173A","Maple Ridge",1,97,11,0,54,0,163,302
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 173B","Maple Ridge",2,81,9,0,50,0,142,281
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 174A","Maple Ridge",0,97,7,1,54,0,159,322
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 174B","Maple Ridge",0,73,8,3,74,0,158,282
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 175","Maple Ridge",2,143,10,3,106,0,264,569
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 176","Maple Ridge",0,112,21,1,79,0,213,475
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 177A","Maple Ridge",2,51,5,3,32,0,93,275
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 177B","Maple Ridge",1,80,1,2,29,1,114,264
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 178","Mission",0,148,7,0,57,1,213,418
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 179","Mission",0,47,9,2,22,0,80,207
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 180A","Mission",3,100,11,2,39,0,155,354
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 180B","Mission",1,74,10,2,45,3,135,290
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 181","Mission",0,80,12,1,50,0,143,317
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 500","Mobile poll/Bureau itinérant",4,40,19,0,63,0,126,100
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,14
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,79
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 503","Mobile poll/Bureau itinérant",4,47,17,1,72,0,141,120
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 504","Mobile poll/Bureau itinérant",0,22,24,0,41,2,89,136
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 505","Mobile poll/Bureau itinérant",1,29,17,1,52,4,104,34
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,74
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,44
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 600","Maple Ridge",5,1328,87,8,1184,3,2615,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 601","Pitt Meadows",5,758,77,5,911,5,1761,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 602","Maple Ridge",4,819,97,11,958,9,1898,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 603","Pitt Meadows",4,489,94,6,806,6,1405,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 604","Pitt Meadows",2,639,90,5,1045,2,1783,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 605","Katzie 1",1,4,3,0,18,0,26,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 606","Maple Ridge",2,678,103,8,713,1,1505,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 607","Pitt Meadows",3,667,89,6,896,1,1662,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 608","Maple Ridge",5,661,116,7,712,5,1506,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 609","Maple Ridge",6,632,149,16,846,7,1656,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 610","Maple Ridge",4,653,126,8,867,8,1666,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 611","Maple Ridge",5,762,104,10,819,1,1701,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 612","Maple Ridge",5,897,93,10,1027,1,2033,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 613","Maple Ridge",6,1088,100,7,1146,4,2351,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 614","Maple Ridge",3,1042,82,8,963,11,2109,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 615","Maple Ridge",0,959,75,7,939,5,1985,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 616","Maple Ridge",3,731,62,6,563,2,1367,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 617","Langley 2--Whonnock 1",0,18,3,0,22,1,44,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 618","Mission",3,296,36,4,257,0,596,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 619","Mission",2,256,25,0,173,1,457,
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge",,Group 1/Groupe 1, 0,366,57,2,422,47,894,270
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge",,Group 2/Groupe 2, 4,1183,143,17,1377,56,2780,
