Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Alexis Deschênes,Denise Giroux,Shawn Grenier,Diane Lebouthillier,Jean-Pierre Pigeon,Christian Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 143","Bassin",52,1,1,96,10,1,6,167,309
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 144","Causapscal",37,0,0,17,24,0,0,78,311
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 145","Saint-René-de-Matane",78,1,0,42,42,7,0,170,320
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 146","Saint-René-de-Matane",85,3,2,55,48,3,4,200,311
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 147","Gascons-Ouest",63,1,3,21,19,1,2,110,311
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 148","Gascons-Est",37,0,1,24,11,0,0,73,223
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 149","Gascons-Ouest",54,0,2,24,12,1,0,93,268
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 150","Matane",71,1,0,24,12,1,1,110,340
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 151","Matane",75,0,1,33,18,1,0,128,346
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 152","Matane",70,2,1,44,29,3,2,151,415
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 153","Matane",98,4,1,43,19,6,0,171,432
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 154","Matane",99,6,0,68,31,0,2,206,488
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 155","Matane",78,4,0,29,31,0,1,143,380
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 156","Matane",78,3,1,53,18,4,6,163,367
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 157","Matane",63,2,0,31,15,1,2,114,357
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 158","Matane",69,4,1,36,15,1,1,127,327
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 159","Saint-Adelme",100,3,1,59,31,8,2,204,403
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 160","Port-Daniel-Est",40,2,1,23,15,0,0,81,333
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 161","Port-Daniel",30,2,0,20,24,0,0,76,303
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 162","Port-Daniel-Est",58,2,1,32,18,5,2,118,367
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 163","Port-Daniel-Ouest",31,1,0,21,24,1,1,79,259
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 164","Matane",69,2,2,108,5,0,5,191,345
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 165","Matane",57,1,0,28,14,0,2,102,336
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 166","Matane",97,1,0,59,24,0,2,183,450
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 167","Matane",72,1,2,22,11,0,6,114,394
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 168","Matane",27,1,1,14,12,1,0,56,207
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 169","Matane",84,2,1,42,15,4,1,149,391
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 170","Matane",65,7,4,36,22,2,6,142,415
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 171","Matane",53,0,3,23,12,0,3,94,318
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 172","Matane",48,6,2,31,14,1,2,104,329
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 173","Matane",52,3,2,19,22,1,1,100,313
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 174","Matane",80,3,1,35,15,1,0,135,361
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 175","Matane",57,1,1,33,9,0,0,101,355
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 176","Matane",53,2,0,32,18,1,2,108,324
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 177","Chaleurs",49,1,6,36,24,6,3,125,301
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 178","Saint-Edgar",64,2,4,28,33,1,2,134,303
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 179","New Richmond",50,4,2,22,13,0,1,92,247
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 180","New Richmond",59,4,1,56,22,1,2,145,409
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 181","New Richmond",76,4,1,32,9,1,0,123,359
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 182","New Richmond",62,1,2,41,19,0,1,126,410
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 183A","New Richmond",61,5,1,39,22,0,0,128,366
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 183B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°240B,,,,,,,,33
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 184A","New Richmond",40,7,1,34,12,3,2,99,296
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 184B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°240B,,,,,,,,28
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 184C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°240B,,,,,,,,18
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 185","New Richmond",66,3,0,52,10,0,0,131,360
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 186","Shigawake",14,1,1,70,35,0,0,121,288
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 187","Cascapédia--Saint-Jules",40,5,0,70,62,0,1,178,342
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 188","Cascapédia--Saint-Jules",37,1,2,70,50,3,1,164,294
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 189","Matane",91,4,0,55,18,4,2,174,354
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 190","Matane",76,3,1,35,34,3,0,152,287
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 191","Matane",65,3,2,44,17,0,5,136,345
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 192","Matane",57,0,4,30,12,1,4,108,329
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 193","Matane",63,0,0,35,13,2,0,113,364
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 194","Matane",71,3,0,16,11,4,1,106,341
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 195","Matane",70,4,1,43,29,3,0,150,447
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 196","Matane",81,3,3,51,19,3,4,164,385
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 197","Matane",44,1,1,15,21,0,0,82,236
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 198","Matane",71,1,0,63,24,0,1,160,373
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 199","Hope",40,2,1,43,25,0,1,112,293
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 200","Hope",44,0,0,28,8,0,1,81,214
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 201","Saint-Ulric",61,2,4,34,19,5,0,125,303
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 202","Saint-Ulric",68,2,0,36,19,0,0,125,345
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 203","Saint-Ulric",57,5,1,29,24,2,1,119,331
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 204","Saint-Ulric",81,4,1,38,23,0,4,151,367
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 205","Saint-Godefroi",71,6,3,55,18,2,4,159,321
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 206","Hope Town",39,2,2,67,33,0,0,143,308
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 207","Saint-Alphonse",103,6,1,25,29,1,3,168,287
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 208","Saint-Alphonse",107,5,2,41,27,1,5,188,293
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 209","Paspébiac",50,0,1,16,7,3,1,78,391
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 210","Paspébiac-Ouest",36,0,3,14,2,0,1,56,259
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 211","Paspébiac",38,0,0,16,15,0,0,69,300
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 212","Paspébiac",74,1,0,16,14,1,0,106,417
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 213","Paspébiac",28,0,0,17,9,0,0,54,260
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 214","Paspébiac",55,3,0,32,19,0,0,109,446
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 215","Paspébiac",36,0,0,31,18,4,0,89,386
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 216","Paspébiac",40,1,1,21,8,1,0,72,283
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 217","Baie-des-Sables",70,1,3,37,15,0,1,127,208
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 218","Baie-des-Sables",80,5,0,30,34,2,4,155,275
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 219","Saint-Léandre",85,0,3,30,25,2,2,147,320
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 220","Sainte-Paule",65,0,0,45,20,2,1,133,220
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 221A","New Carlisle",13,4,1,50,83,0,3,154,381
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 221B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°240B,,,,,,,,28
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 222","New Carlisle East",47,5,1,61,49,1,0,164,374
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 223","New Carlisle",43,4,1,57,43,1,10,159,381
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 224","Gesgapegiag",6,3,0,71,17,0,1,98,524
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 225","Bonaventure",58,2,2,40,7,0,3,112,304
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 226","Bonaventure",83,4,0,36,20,0,0,143,373
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 227","Bonaventure",54,1,1,32,16,1,1,106,290
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 228","Bonaventure",68,2,0,45,14,0,2,131,373
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 229","Bonaventure",71,4,2,25,11,1,2,116,342
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 230","Bonaventure-Est",54,2,2,35,16,1,2,112,320
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 231","Bonaventure",39,1,2,41,8,0,0,91,246
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 232","Saint-Siméon-Ouest",98,7,4,61,29,3,4,206,365
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 233","Saint-Siméon",83,2,4,78,16,1,6,190,334
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 234","Saint-Siméon",73,2,1,56,26,3,3,164,344
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 235","Rivière-Nouvelle",77,1,2,24,15,0,4,123,354
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 236","Nouvelle-Ouest",65,0,4,25,28,3,1,126,350
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 237","Nouvelle",81,2,2,20,21,1,3,130,352
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 238","Nouvelle",85,1,1,53,25,3,3,171,389
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 239","Caplan",94,4,1,57,24,2,4,186,356
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 240A","Caplan",72,1,0,38,11,1,1,124,248
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 240B","Mobile poll/Bureau itinérant",16,4,3,69,6,0,10,108,77
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 241","Caplan",77,3,3,48,29,2,1,163,305
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 242","Caplan",102,2,1,45,23,3,2,178,328
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 243","Caplan",109,1,1,81,17,0,3,212,385
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 244","Maria",143,3,3,61,19,0,4,233,446
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 245","Maria",83,2,0,23,8,1,1,118,271
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 246","Maria",105,2,0,47,13,1,0,168,364
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 247","Maria",86,0,2,29,10,2,3,132,338
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 248","Maria",74,4,3,26,9,0,1,117,341
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 249","Maria",73,4,2,30,10,0,0,119,285
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 250","Saint-Omer",100,1,2,29,19,2,3,156,326
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 251","Carleton-sur-Mer",78,2,0,19,17,2,1,119,244
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 252","Saint-Omer",103,4,3,21,20,1,1,153,352
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 253","Saint-Omer",49,3,0,19,8,1,3,83,211
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 254","Carleton",111,1,1,36,12,1,2,164,461
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 255","Carleton",85,2,1,25,10,0,1,124,403
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 256","Carleton",96,2,1,21,3,0,5,128,364
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 257","Pointe-Bourg",78,1,0,30,14,1,1,125,301
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 258","Carleton-sur-Mer",92,5,0,18,5,2,1,123,338
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 259","Carleton",79,4,5,31,5,4,1,129,321
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 260","Carleton",84,0,1,21,7,0,2,115,244
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 261","Escuminac",36,0,2,35,21,0,0,94,249
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 262","Pointe-à-la-Croix",36,1,0,41,31,3,4,116,327
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 263","Pointe-à-la-Croix",40,5,0,42,24,0,1,112,307
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 264","Pointe-à-la-Croix",31,0,1,27,20,0,2,81,233
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 265","Pointe-à-la-Croix",8,2,1,19,13,1,4,48,190
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 266","Pointe-à-la-Garde",44,1,3,49,33,0,4,134,287
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 267","Listuguj",1,5,1,38,4,1,0,50,263
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 268","Listuguj",1,2,0,38,2,0,0,43,343
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 269","Listuguj",1,2,1,29,10,1,0,44,466
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 270","Listuguj",1,3,0,55,7,0,1,67,449
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 271","Ristigouche-Partie-Sud-Est",20,3,1,47,35,0,6,112,194
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 272","Saint-André-de-Restigouche",48,1,0,14,19,1,1,84,159
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 273","Matapédia",48,5,0,43,21,8,1,126,226
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 274","Matapédia",49,3,1,53,22,1,2,131,239
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 275","Saint-Alexis-de-Matapédia",55,1,0,32,22,1,1,112,214
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 276","Saint-Alexis-de-Matapédia",53,3,1,40,33,4,6,140,224
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 277","Saint-François-d'Assise",71,1,0,48,27,0,7,154,253
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 278","Saint-François-d'Assise",57,3,1,42,29,1,2,135,202
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 279","L'Ascension-de-Patapédia",37,2,1,38,20,1,1,100,216
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 500","Mobile poll/Bureau itinérant",11,0,0,28,2,0,4,45,33
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,28
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,12
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 503","Mobile poll/Bureau itinérant",5,1,0,26,2,0,4,38,43
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,35
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,71
