Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Raphaël Arsenault,Maxime Blanchette-Joncas,Noémi Bureau-Civil,Taraneh Javanbakht,Nancy Joannette,Tommy Lefebvre,Lysane Picker-Paquin,Alexander Reford,Salomé Salvain,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 201","Saint-Fabien",1,89,3,1,35,1,0,60,9,4,203,349
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 202","Saint-Fabien",3,101,1,0,25,0,0,72,4,3,209,364
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 203","Saint-Narcisse-de-Rimouski",0,105,3,2,46,1,1,63,4,7,232,470
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 204","Saint-Narcisse-de-Rimouski",1,96,5,1,47,0,1,83,2,0,236,466
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 205","La Trinité-des-Monts",1,73,0,1,14,0,1,27,1,1,119,209
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 206","Saint-Eugène-de-Ladrière",2,62,2,1,39,1,0,54,5,2,168,342
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 207","Saint-Simon",0,100,4,3,39,0,1,72,5,2,226,401
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 208","Saint-Mathieu-de-Rioux",1,79,2,1,12,0,0,49,1,1,146,258
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 209","Saint-Mathieu-de-Rioux",0,87,0,0,17,0,1,69,2,3,179,332
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 210","Esprit-Saint",0,56,1,0,18,0,1,24,3,0,103,292
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 211","Saint-Guy",0,12,0,0,11,0,0,8,1,0,32,56
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 212","Notre-Dame-des-Neiges",1,61,6,0,25,0,2,49,2,3,149,401
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 213","Notre-Dame-des-Neiges",1,60,1,0,15,0,1,33,40,1,152,294
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 214","Notre-Dame-des-Neiges",0,61,1,2,26,0,0,42,0,2,134,310
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 215","Saint-Médard",1,66,0,2,40,1,1,24,2,1,138,233
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 216","Trois-Pistoles",3,56,3,0,30,1,4,49,6,2,154,471
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 217","Trois-Pistoles",2,45,0,0,30,0,1,39,2,1,120,292
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 218","Trois-Pistoles",2,62,5,1,7,0,2,49,9,2,139,365
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 219","Trois-Pistoles",0,71,3,1,25,0,4,57,11,4,176,548
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 220","Trois-Pistoles",0,80,4,0,26,0,3,42,4,0,159,516
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 221","Trois-Pistoles",0,69,0,0,17,0,0,37,3,3,129,402
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 222","Sainte-Françoise",1,70,8,1,34,3,3,54,4,4,182,330
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 223A","Saint-Jean-de-Dieu",0,64,0,1,31,2,1,9,0,0,108,281
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 223B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°545,,,,,,,,,,,7
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 223C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°546,,,,,,,,,,,5
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 224","Saint-Jean-de-Dieu",1,58,1,2,27,0,1,32,0,1,123,352
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 225","Saint-Jean-de-Dieu",0,50,2,0,48,1,2,23,2,0,128,295
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 226","Saint-Jean-de-Dieu",0,54,2,2,16,0,0,23,2,1,100,262
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 227","Saint-Éloi",0,64,2,3,36,0,1,27,1,3,137,248
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 228","Sainte-Rita",2,42,2,1,33,0,1,34,0,5,120,259
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 229","Saint-Clément",3,118,5,3,44,0,4,36,3,2,218,382
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 400","Rimouski",0,50,0,1,2,0,0,93,0,3,149,214
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 401","Rimouski",0,40,0,0,5,0,0,80,0,9,134,189
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 501","Mobile poll/Bureau itinérant",2,46,1,1,7,1,1,72,0,7,138,195
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 502","Mobile poll/Bureau itinérant",3,29,1,1,6,0,0,20,0,5,65,82
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,,,19
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,,,,12
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 505","Mobile poll/Bureau itinérant",1,12,0,0,5,0,0,23,0,1,42,41
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,,,,33
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 507","Mobile poll/Bureau itinérant",0,13,1,0,2,0,0,20,2,2,40,16
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,,,20
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,,,19
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,,,21
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,,,,22
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 512","Mobile poll/Bureau itinérant",0,6,1,0,1,0,0,20,0,4,32,29
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 513","Mobile poll/Bureau itinérant",0,13,0,1,2,1,0,22,0,0,39,20
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,,,13
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 515","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,,,,46
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,,,11
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,,,8
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 519","Mobile poll/Bureau itinérant",1,21,0,0,3,1,0,21,0,4,51,70
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 520","Mobile poll/Bureau itinérant",0,12,1,0,5,1,1,29,0,0,49,73
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,,,11
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 522","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 523","Mobile poll/Bureau itinérant",1,9,0,0,5,1,0,3,0,2,21,25
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 524","Sainte-Luce",Combined with No./Résultats combinés à ceux du n°73,,,,,,,,,,,1
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,,,,10
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,,,,11
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 527","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°534,,,,,,,,,,,28
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 528","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 529","Mobile poll/Bureau itinérant",2,18,1,1,4,1,0,36,0,6,69,51
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 530","Mobile poll/Bureau itinérant",2,45,1,1,9,1,0,56,4,10,129,156
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 531","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,,,,,49
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 532","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°536,,,,,,,,,,,6
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 533","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°123B,,,,,,,,,,,62
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 534","Mobile poll/Bureau itinérant",0,28,2,1,2,0,0,26,0,6,65,42
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 535","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 536","Mobile poll/Bureau itinérant",0,6,0,0,0,0,0,2,0,4,12,178
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 537","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,,,,,,24
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 538","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,,,,,,40
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 539","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°549,,,,,,,,,,,14
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 540","Mobile poll/Bureau itinérant",0,12,1,1,5,0,0,24,0,3,46,61
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 541","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°540,,,,,,,,,,,17
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 542","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 543","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 544","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°545,,,,,,,,,,,8
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 545","Mobile poll/Bureau itinérant",2,6,1,0,1,0,0,8,1,0,19,24
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 546","Mobile poll/Bureau itinérant",0,9,0,0,2,1,0,12,0,1,25,16
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 547","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°546,,,,,,,,,,,10
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 548","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°549,,,,,,,,,,,13
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 549","Mobile poll/Bureau itinérant",0,7,0,0,2,0,0,15,0,1,25,11
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 600","Mont-Joli",1,420,1,5,117,2,4,421,10,13,994,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 601","Price",1,160,1,0,58,1,0,160,5,11,397,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 602","Mont-Joli",0,189,1,4,52,1,0,180,2,3,432,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 603","Sayabec",1,177,3,2,67,0,3,157,2,6,418,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 604","Amqui",3,388,6,10,96,1,2,304,5,7,822,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 605","Saint-Tharcisius",0,154,1,3,46,0,0,115,2,2,323,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 606","Causapscal",0,148,1,1,45,0,1,135,3,11,345,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 607","Causapscal",3,98,0,1,34,0,1,72,3,2,214,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 608","Amqui",0,43,0,0,15,0,1,28,4,3,94,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 609","Saint-Gabriel",1,166,2,7,35,0,2,115,3,2,333,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 610","La Trinité-des-Monts",2,265,2,1,95,0,4,190,6,1,566,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 611","Rimouski",1,181,0,2,48,0,2,160,6,0,400,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 612","Sainte-Luce",0,241,1,5,33,0,1,188,6,1,476,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 613","Rimouski",3,390,0,1,91,1,0,347,7,4,844,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 614","Rimouski",2,464,10,4,54,1,4,462,13,6,1020,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 615","Rimouski",12,341,10,6,72,2,4,370,16,12,845,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 616","Rimouski",3,358,12,6,63,1,5,365,17,13,843,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 617","Rimouski",2,567,0,6,106,0,1,700,9,17,1408,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 618","Rimouski",8,463,14,2,60,2,12,385,28,9,983,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 619","Rimouski",1,461,9,4,84,1,3,508,8,7,1086,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 620","Rimouski",2,287,4,1,66,0,1,458,9,10,838,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 621","Le Bic--Saint-Fabien",3,292,7,1,42,3,5,297,8,3,661,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 622","Le Bic--Saint-Fabien",2,72,9,0,17,1,2,83,3,1,190,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 623","Saint-Michel-du-Squatec",0,20,1,0,5,0,1,17,1,3,48,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 624","Saint-Jean-de-Dieu",0,143,0,2,56,0,1,89,1,2,294,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 625","Trois-Pistoles",0,185,3,0,52,1,3,196,5,2,447,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 626","Trois-Pistoles",1,261,5,5,55,1,5,279,15,10,637,
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia",,Group 1/Groupe 1, 1,134,6,0,42,3,2,147,27,18,380,80
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia",,Group 2/Groupe 2, 3,561,37,4,119,5,13,576,38,16,1372,
