Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Félix Couture,Simon Frenette,Joël Godin,Christian Hébert,Antonin Leroux,Johann Queffelec,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 181","Donnacona",0,3,102,44,46,0,2,197,432
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 182","Donnacona",2,2,63,23,29,5,1,125,340
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 183","Donnacona",5,0,56,18,23,1,0,103,321
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 184","Donnacona",2,0,138,33,42,1,1,217,478
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 185","Donnacona",5,3,66,22,15,1,2,114,343
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 186","Donnacona",6,2,57,25,17,2,1,110,325
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 187","Donnacona",2,0,147,34,36,0,1,220,470
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 188","Donnacona",7,1,93,30,37,0,4,172,445
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 189","Saint-Ubalde",1,8,86,35,56,3,2,191,432
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 190A","Saint-Ubalde",3,3,64,22,28,1,1,122,240
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 190B","Saint-Ubalde",4,1,39,22,34,2,0,102,194
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 190C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,,,8
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 191","Saint-Ubalde",5,3,112,28,39,2,1,190,331
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 192","Saint-Gilbert",2,2,99,33,24,4,3,167,244
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 193","Saint-Thuribe",1,3,68,33,33,4,1,143,221
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 194","Deschambault-Grondines",2,1,42,36,14,7,2,104,215
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 195","Deschambault-Grondines",3,3,93,44,29,3,2,177,372
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 196","Deschambault-Grondines",4,2,60,19,19,4,1,109,234
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 197","Deschambault-Grondines",2,2,60,52,45,5,1,167,346
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 198","Saint-Marc-des-Carrières",0,2,82,21,23,3,2,133,326
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 199","Saint-Marc-des-Carrières",3,1,101,22,27,0,5,159,388
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 200","Saint-Marc-des-Carrières",3,3,91,19,28,1,2,147,351
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 201","Saint-Marc-des-Carrières",4,1,74,26,17,2,3,127,362
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 202","Saint-Marc-des-Carrières",2,4,160,45,37,0,0,248,335
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 203","Saint-Marc-des-Carrières",Combined with No./Résultats combinés à ceux du n°202,,,,,,,,225
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 204","Saint-Marc-des-Carrières",1,1,73,22,17,2,2,118,304
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 205","Saint-Casimir",0,0,70,31,22,1,1,125,221
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 206","Saint-Casimir",10,1,116,41,37,1,4,210,313
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 207","Saint-Casimir",5,4,88,40,31,4,2,174,289
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 208","Saint-Casimir",8,0,75,36,60,6,9,194,351
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 209","Deschambault-Grondines",4,0,59,47,29,4,3,146,272
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 210","Deschambault-Grondines",10,0,93,71,52,4,2,232,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 400","Saint-Augustin-de-Desmaures",0,1,11,6,30,1,0,49,207
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 401","Saint-Augustin-de-Desmaures",Combined with No./Résultats combinés à ceux du n°88,,,,,,,,159
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 402","Saint-Augustin-de-Desmaures",0,0,17,13,40,1,2,73,149
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 403","Saint-Augustin-de-Desmaures",0,0,14,20,22,1,0,57,234
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 404","Saint-Augustin-de-Desmaures",0,0,32,16,29,0,0,77,309
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 405","Saint-Augustin-de-Desmaures",0,0,12,7,17,0,0,36,139
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 406","Saint-Augustin-de-Desmaures",0,0,11,12,29,0,0,52,188
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 407","Saint-Augustin-de-Desmaures",0,0,9,6,9,0,0,24,96
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 408","Saint-Augustin-de-Desmaures",Combined with No./Résultats combinés à ceux du n°411,,,,,,,,332
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 409","Saint-Augustin-de-Desmaures",Combined with No./Résultats combinés à ceux du n°402,,,,,,,,196
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 410","Saint-Augustin-de-Desmaures",0,0,8,9,25,0,0,42,213
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 411","Saint-Augustin-de-Desmaures",1,0,32,33,67,0,0,133,216
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 412","Saint-Augustin-de-Desmaures",0,0,24,19,57,0,0,100,236
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 413","Saint-Augustin-de-Desmaures",Combined with No./Résultats combinés à ceux du n°412,,,,,,,,254
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,19
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 501","Saint-Raymond",Combined with No./Résultats combinés à ceux du n°36,,,,,,,,2
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 502","Mobile poll/Bureau itinérant",3,2,72,17,72,1,4,171,188
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,16
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,16
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,45
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,6
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 507","Mobile poll/Bureau itinérant",1,0,34,44,140,0,8,227,296
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 508","Mobile poll/Bureau itinérant",0,2,6,3,12,0,3,26,98
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 509","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 510","Mobile poll/Bureau itinérant",1,0,7,6,25,0,0,39,203
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,18
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 512","Mobile poll/Bureau itinérant",1,1,50,30,67,1,3,153,174
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 513","Mobile poll/Bureau itinérant",1,2,63,13,40,1,7,127,156
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,13
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 515","Pont-Rouge",Combined with No./Résultats combinés à ceux du n°121A,,,,,,,,0
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°526,,,,,,,,32
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 517","Mobile poll/Bureau itinérant",1,6,60,26,87,1,10,191,214
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,9
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,81
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°526,,,,,,,,41
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,12
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 522","Mobile poll/Bureau itinérant",2,5,41,10,24,0,9,91,43
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,30
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 524","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,45
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 526","Mobile poll/Bureau itinérant",1,0,24,4,12,0,3,44,56
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 527","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,27
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 528","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,,,12
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 529","Mobile poll/Bureau itinérant",0,2,15,10,7,0,2,36,58
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 530","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,,,17
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 600","Stoneham-et-Tewkesbury",24,10,528,236,338,14,9,1159,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 601","Stoneham-et-Tewkesbury",19,6,553,240,468,10,6,1302,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 602","Shannon--Saint-Gabriel",11,6,465,80,277,6,4,849,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 603","Linton",5,4,183,58,99,4,5,358,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 604","Linton",11,7,564,144,263,4,9,1002,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 605","Saint-Raymond",3,7,386,92,156,6,3,653,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 606","Saint-Basile",3,3,271,97,133,5,3,515,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 607","Pont-Rouge",8,14,673,161,273,14,13,1156,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 608","Saint-Raymond",10,11,398,106,207,6,3,741,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 609","Fossambault-sur-le-Lac",6,5,335,105,243,11,3,708,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 610","Shannon",11,8,634,100,334,3,9,1099,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 611","Sainte-Catherine-de-la-Jacques-Cartier",10,8,703,195,327,11,5,1259,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 612","Pont-Rouge",21,12,714,208,386,13,12,1366,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 613","Saint-Augustin-de-Desmaures",22,9,669,335,586,19,11,1651,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 614","Saint-Augustin-de-Desmaures",14,3,370,177,428,11,2,1005,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 615","Saint-Augustin-de-Desmaures",13,1,135,81,227,1,3,461,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 616","Saint-Augustin-de-Desmaures",7,4,294,362,1102,6,11,1786,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 617","Saint-Augustin-de-Desmaures",9,7,346,279,756,9,6,1412,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 618","Neuville",23,9,471,301,481,15,6,1306,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 619","Donnacona",20,13,780,327,529,13,16,1698,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 620","Cap-Santé",15,13,443,222,227,2,6,928,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 621","Portneuf",18,9,406,163,229,6,11,842,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 622","Saint-Gilbert",4,2,294,123,193,6,3,625,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 623","Saint-Alban--Saint-Ubalde",3,2,187,102,106,6,3,409,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 624","Deschambault-Grondines",21,4,206,133,173,16,6,559,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier",,Group 1/Groupe 1, 29,8,702,110,255,19,60,1183,112
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier",,Group 2/Groupe 2, 14,8,459,202,567,4,43,1297,
