Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Melanie Burrett,Ben Lobb,Gregory J McLean,Caesar salad Pella,James Rice,Justin L Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35042,"Huron--Bruce/Huron--Bruce"," 612","Goderich",42,670,9,1,820,10,6,1558,
35042,"Huron--Bruce/Huron--Bruce"," 613","Wingham",16,325,7,1,180,0,2,531,
35042,"Huron--Bruce/Huron--Bruce"," 614","Wingham",36,631,14,5,471,1,1,1159,
35042,"Huron--Bruce/Huron--Bruce"," 615","Brussels",7,231,2,0,126,0,0,366,
35042,"Huron--Bruce/Huron--Bruce"," 616","Seaforth",52,840,18,3,591,0,8,1512,
35042,"Huron--Bruce/Huron--Bruce"," 617","Clinton ",38,788,11,4,561,4,6,1412,
35042,"Huron--Bruce/Huron--Bruce"," 618","Goderich",87,774,29,8,1224,6,11,2139,
35042,"Huron--Bruce/Huron--Bruce"," 619","Bayfield",34,532,11,2,642,1,4,1226,
35042,"Huron--Bruce/Huron--Bruce"," 620","Zurich",14,298,2,2,212,1,0,529,
35042,"Huron--Bruce/Huron--Bruce"," 621","Grand Bend",12,241,1,0,208,1,1,464,
35042,"Huron--Bruce/Huron--Bruce"," 622","South Huron",45,628,7,2,472,2,6,1162,
35042,"Huron--Bruce/Huron--Bruce"," 623","Exeter",21,530,4,1,272,0,4,832,
35042,"Huron--Bruce/Huron--Bruce",,Group 1/Groupe 1, 17,179,11,1,313,4,48,573,234
35042,"Huron--Bruce/Huron--Bruce",,Group 2/Groupe 2, 63,1131,19,2,1583,4,26,2828,
