Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Randy Briand,Cheryl Gallant,Eileen Jones-Whyte,Stefan Klietsch,Seth Malina,Cyndi Mills,Danilo Velasquez,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 190","Hyndford",1,67,2,0,0,29,3,0,102,266
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 191","Admaston--Bromley",0,121,5,0,1,41,0,1,169,361
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 192","Fremo Corners",3,161,9,0,0,79,1,1,254,434
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 193","Fremo Corners",5,153,9,0,0,79,5,2,253,484
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 194","McNab/Braeside",4,136,5,0,0,54,2,2,203,418
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 195","Waba",0,164,10,0,0,84,1,1,260,407
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 196","White Lake",2,178,8,0,0,90,4,1,283,431
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 197","Burnstown",5,142,7,0,1,85,1,2,243,410
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 198","McNab/Braeside",4,102,4,0,1,57,0,0,168,386
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 199","Springtown--Spruce Hedge",2,57,4,0,0,43,3,0,109,318
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 200","Madawaska Valley",4,50,6,0,0,48,2,0,110,435
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 201","Wilno",0,69,4,2,0,27,0,0,102,352
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 202","Madawaska Valley",5,52,3,0,0,17,1,0,78,287
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 203","Madawaska Valley",6,72,4,0,0,22,0,0,104,305
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 204","Halfway",1,72,2,0,0,34,4,4,117,321
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 205","Paugh Lake",2,67,5,0,0,21,0,0,95,313
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 206","Madawaska Valley",2,78,3,0,0,24,1,0,108,298
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 207","Barry's Bay",6,55,3,0,0,24,1,0,89,339
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 208","Siberia",0,78,8,0,1,42,2,0,131,387
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 209","Foymount",1,99,2,0,0,51,2,0,155,323
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 210","Clontarf",0,62,2,1,0,41,0,0,106,303
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 211","Madawaska",2,175,6,0,0,55,0,1,239,430
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 212","Brudenell",2,148,12,0,0,45,2,2,211,366
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 213","Mount St. Patrick",2,102,8,0,1,64,0,0,177,252
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 214","Springtown",1,89,3,0,0,71,0,0,164,437
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 215","Calabogie",0,98,5,1,0,45,1,0,150,339
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 216","Barryvale",0,99,5,1,1,73,1,0,180,477
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 217","Barrett Chute",1,71,2,0,1,62,1,1,139,371
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 218","Combermere",3,86,4,0,0,68,5,1,167,399
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 219","Combermere",1,137,17,1,0,64,3,0,223,432
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 220","Whitney",1,112,7,0,0,78,4,1,203,337
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 221","Whiteny--Wallace",1,116,10,0,0,63,4,1,195,311
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 222","Quadeville",6,147,6,0,0,33,1,1,194,282
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 223","Griffith",2,199,8,0,1,85,4,3,302,487
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 224","Jewellville",3,187,14,1,0,47,4,2,258,453
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 225","Hardwood Lake",2,145,7,0,0,35,0,1,190,321
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 500","Mobile poll/Bureau itinérant",3,44,4,1,2,38,1,8,101,79
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,44
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 502","Mobile poll/Bureau itinérant",2,28,5,0,0,31,1,7,74,65
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,172
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 504","Mobile poll/Bureau itinérant",1,37,3,2,0,31,0,1,75,83
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,71
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,56
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 507","Mobile poll/Bureau itinérant",6,61,4,1,1,55,4,9,141,166
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,58
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 509","Mobile poll/Bureau itinérant",3,51,3,1,0,31,1,2,92,89
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,94
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 511","Mobile poll/Bureau itinérant",3,37,7,0,1,43,0,0,91,93
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,45
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 513","Mobile poll/Bureau itinérant",0,44,4,1,1,34,4,6,94,177
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,87
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 515","Mobile poll/Bureau itinérant",3,42,4,1,0,21,0,2,73,62
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,39
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,,45
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 518","Mobile poll/Bureau itinérant",0,29,4,0,0,24,0,2,59,90
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 600","Deep River",3,230,14,2,0,295,0,0,544,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 601","Deep River",7,320,47,1,2,744,6,4,1131,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 602","Petawawa",13,618,35,4,5,391,12,4,1082,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 603","Petawawa",18,759,41,2,3,589,11,2,1425,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 604","Petawawa",15,529,28,1,3,358,2,2,938,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 605","Pembroke",3,298,12,1,2,212,6,0,534,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 606","Pembroke",8,380,36,3,2,372,8,6,815,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 607","Pembroke",28,527,48,2,6,735,12,7,1365,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 608","Pembroke",7,261,10,0,5,168,2,0,453,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 609","South Algonquin--Killaloe, Hagarty and Richards",6,379,22,1,1,213,2,0,624,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 610","Barry's Bay",16,547,36,0,2,312,7,5,925,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 611","Brudenell, Lyndoch and Raglan--Madawaska Valley",5,274,25,0,0,188,2,2,496,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 612","Eganville",11,504,45,0,0,298,8,1,867,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 613","Pikwakanagan (Golden Lake 39)",0,2,1,0,1,7,0,0,11,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 614","Eganville",11,556,49,0,1,352,12,2,983,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 615","Pembroke",8,453,30,3,1,418,5,2,920,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 616","Cobden",6,382,15,0,1,212,2,2,620,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 617","Cobden",15,507,43,4,8,325,5,2,909,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 618","Renfrew",7,900,58,4,3,600,10,3,1585,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 619","Horton",15,889,66,4,2,950,7,6,1939,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 620","Arnprior",5,477,19,3,9,389,2,4,908,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 621","Arnprior",8,806,49,2,16,865,10,8,1764,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 622","Arnprior",6,812,38,2,5,863,15,3,1744,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke"," 623","Calabogie",1,415,19,1,0,415,9,6,866,
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke",,Group 1/Groupe 1, 10,915,38,0,6,499,20,39,1527,260
35002,"Algonquin--Renfrew--Pembroke/Algonquin--Renfrew--Pembroke",,Group 2/Groupe 2, 44,1611,117,8,8,1523,29,48,3388,
