Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Doug Shipley,Michael Speers,Greg Taylor,Gabriela Trujillo,Rose Zacharias,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 505","Mobile poll/Bureau itinérant",9,1,2,6,29,2,49,110
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 506","Mobile poll/Bureau itinérant",38,0,2,4,36,5,85,113
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 507","Mobile poll/Bureau itinérant",27,3,4,11,16,0,61,152
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 600","Springwater",594,3,9,30,474,4,1114,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 601","Springwater",450,4,16,15,352,4,841,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 602","Oro-Medonte",550,0,9,11,759,2,1331,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 603","Oro-Medonte",346,1,11,5,253,5,621,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 604","Warminster",625,3,9,18,492,1,1148,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 605","Oro-Medonte",507,0,6,8,414,5,940,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 606","Oro-Medonte",754,0,24,28,606,5,1417,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 607","Oro-Medonte",669,1,11,19,707,11,1418,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 608","Springwater",771,0,8,14,715,1,1509,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 609","Springwater",504,2,3,9,314,1,833,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 610","Springwater",799,0,13,17,452,0,1281,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 611","Springwater",870,0,8,11,522,5,1416,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 612","Barrie",723,2,14,32,876,3,1650,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 613","Barrie",713,2,24,29,844,6,1618,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 614","Barrie",673,2,14,28,804,6,1527,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 615","Springwater",697,2,8,21,661,11,1400,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 616","Barrie",718,6,26,34,791,7,1582,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 617","Barrie",742,3,20,37,1054,0,1856,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 618","Barrie",497,5,20,13,867,3,1405,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 619","Barrie",452,3,29,34,633,5,1156,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 620","Barrie",771,4,19,48,765,3,1610,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 621","Barrie",619,1,19,39,595,5,1278,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte",,Group 1/Groupe 1, 430,5,8,21,490,70,1024,296
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte",,Group 2/Groupe 2, 1220,3,28,62,1530,76,2919,
