Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Ty Boulay,James Brown,Serge Cormier,Randi Rachelle Raynard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13001,"Acadie--Bathurst/Acadie--Bathurst"," 544","Mobile poll/Bureau itinérant",4,10,77,0,8,99,74
13001,"Acadie--Bathurst/Acadie--Bathurst"," 545","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°544,,,,,,43
13001,"Acadie--Bathurst/Acadie--Bathurst"," 546","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°547,,,,,,30
13001,"Acadie--Bathurst/Acadie--Bathurst"," 547","Mobile poll/Bureau itinérant",1,16,42,1,3,63,75
13001,"Acadie--Bathurst/Acadie--Bathurst"," 548","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°547,,,,,,12
13001,"Acadie--Bathurst/Acadie--Bathurst"," 549","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°551,,,,,,35
13001,"Acadie--Bathurst/Acadie--Bathurst"," 550","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°551,,,,,,46
13001,"Acadie--Bathurst/Acadie--Bathurst"," 551","Mobile poll/Bureau itinérant",4,12,67,0,2,85,58
13001,"Acadie--Bathurst/Acadie--Bathurst"," 552","Mobile poll/Bureau itinérant",2,5,18,0,2,27,34
13001,"Acadie--Bathurst/Acadie--Bathurst"," 553","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°541,,,,,,13
13001,"Acadie--Bathurst/Acadie--Bathurst"," 554","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°552,,,,,,14
13001,"Acadie--Bathurst/Acadie--Bathurst"," 555","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°552,,,,,,12
13001,"Acadie--Bathurst/Acadie--Bathurst"," 556","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°557,,,,,,25
13001,"Acadie--Bathurst/Acadie--Bathurst"," 557","Mobile poll/Bureau itinérant",4,6,40,5,0,55,32
13001,"Acadie--Bathurst/Acadie--Bathurst"," 558","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°557,,,,,,15
13001,"Acadie--Bathurst/Acadie--Bathurst"," 600","Lamèque",29,141,683,11,11,875,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 601","Pigeon Hill",15,112,447,7,8,589,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 602","Shippagan",28,100,659,14,6,807,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 603","Shippagan",22,117,410,13,1,563,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 604","Caraquet",27,138,693,17,12,887,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 605","Inkerman",16,92,365,16,5,494,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 606","Paquetville",19,115,465,15,0,614,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 607","Caraquet",12,91,458,5,7,573,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 608","Caraquet",19,131,796,9,11,966,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 609","Grande-Anse",28,127,549,19,4,727,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 610","Paquetville",28,95,337,8,10,478,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 611","St. Isidore",25,142,524,16,6,713,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 612","Tracadie",16,98,482,8,4,608,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 613","Tracadie",25,100,536,10,6,677,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 614","Neguac",24,79,456,19,11,589,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 615","Tracadie--Sheila",22,121,450,7,7,607,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 616","Tracadie",15,120,469,14,5,623,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 617","Allardville",24,174,324,8,10,540,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 618","Bathurst",17,115,140,9,2,283,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 619","Bathurst",31,163,614,13,6,827,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 620","Bathurst",21,164,587,12,1,785,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 621","Bathurst",36,203,480,7,3,729,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 622","Bathurst",36,261,535,14,8,854,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 623","Pabineau 11",Combined with No./Résultats combinés à ceux du n°622,,,,,,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 624","North Tetagouche--Sainte-Anne",39,274,484,18,4,819,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 625","Beresford",25,172,659,9,7,872,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 626","Beresford",20,216,697,14,3,950,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 627","Robertville",28,261,741,20,5,1055,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 628","Petit-Rocher",44,234,979,17,18,1292,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 629","Petit-Rocher-Nord--Pointe-Verte",24,94,347,9,1,475,
13001,"Acadie--Bathurst/Acadie--Bathurst"," 630","Belledune",49,180,233,15,2,479,
13001,"Acadie--Bathurst/Acadie--Bathurst",,Group 1/Groupe 1, 14,155,221,3,23,416,65
13001,"Acadie--Bathurst/Acadie--Bathurst",,Group 2/Groupe 2, 94,584,2121,48,50,2897,
