Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Barry Dewar,Helena Konanz,Philip Mansfield,Gloria Morgan,Linda Sankey,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 168","Greenwood",3,122,9,77,46,1,258,506
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 169","Shoreacres",1,75,4,53,69,1,203,406
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 170","Glade",2,48,4,22,22,3,101,208
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 171","Pass Creek",5,81,3,29,44,0,162,460
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 172","Krestova",0,39,1,16,6,0,62,181
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 173","Tarrys",1,83,5,38,51,1,179,406
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 174","Thrums",1,104,7,24,32,0,168,442
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 175","Castlegar",1,47,1,36,27,0,112,302
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 176","Castlegar",1,48,6,35,15,0,105,359
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 177","Castlegar",2,84,6,40,42,2,176,505
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 178","Castlegar",3,66,2,42,40,0,153,415
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 179","Castlegar",5,55,5,31,35,1,132,430
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 180","Castlegar",2,38,1,25,17,0,83,274
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 181","Castlegar",2,70,3,38,24,1,138,492
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 182","Castlegar",3,47,2,42,42,1,137,475
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 183","Ootischenia",3,83,4,41,33,0,164,430
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 184","Castlegar",1,69,3,46,28,0,147,464
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 185","Castlegar",1,58,2,28,33,0,122,475
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 186","Castlegar",0,103,4,65,71,0,243,541
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 187","Central Kootenay J",3,91,1,42,42,0,179,497
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 188","Castlegar",0,47,0,36,39,0,122,340
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 189","Castlegar",2,62,4,39,35,2,144,399
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 190","Castlegar",1,81,2,84,30,2,200,540
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 191","Ootischenia",1,59,1,31,26,0,118,317
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 192","Park Siding",Combined with No./Résultats combinés à ceux du n°191,,,,,,,32
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 193","West Midway",4,77,2,46,21,0,150,300
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 194","West Midway",0,78,0,39,20,0,137,306
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 195","Christina Lake",1,78,5,35,11,2,132,270
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 196","Christina Lake",4,122,3,60,45,0,234,447
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 197","Christina Lake",4,141,7,89,33,1,275,441
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 198","Christina Lake",2,103,4,54,36,1,200,297
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 199","Blueberry Creek",0,29,0,13,7,0,49,172
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 200","Castlegar",1,69,2,31,33,1,137,442
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 201","China Creek",0,82,8,59,35,0,184,371
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 202","Genelle",0,81,4,44,44,0,173,276
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 203","Grand Forks",0,67,2,45,12,1,127,479
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 204","Almond Gardens",6,36,1,26,14,0,83,320
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 205","Grand Forks",3,58,8,45,24,0,138,400
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 206","Almond Gardens",0,60,2,28,16,0,106,313
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 207","Grand Forks",1,57,2,42,24,0,126,482
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 208","Carson",1,43,0,32,16,0,92,406
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 209","Grand Forks",2,66,6,44,20,0,138,497
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 210","Carson",4,71,2,28,9,1,115,333
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 211","Grand Forks",2,50,9,32,27,2,122,348
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 212","Grand Forks",0,71,6,44,28,1,150,523
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 213","Grand Forks",4,71,1,43,15,0,134,477
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 214","Oasis",2,61,5,74,38,0,180,353
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 215","Rossland",1,48,3,46,21,0,119,331
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 216","Rossland",0,26,5,46,35,0,112,265
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 217","Rossland",0,31,6,81,41,0,159,381
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 218","Rossland",1,35,5,78,52,1,172,460
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 219","Rossland",4,27,4,89,43,0,167,474
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 220","Rossland",1,31,3,60,20,0,115,322
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 221","Rossland",0,34,11,77,46,1,169,414
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 222","Rossland",2,23,7,89,52,0,173,481
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 223","Rossland",0,49,1,51,26,0,127,282
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 224","Warfield",0,46,5,72,34,0,157,402
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 225","Warfield",0,44,5,55,31,0,135,375
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 226","Warfield",3,41,8,36,26,0,114,284
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 227","Warfield",0,44,1,58,30,0,133,349
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°99B,,,,,,,39
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,73
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 502","Mobile poll/Bureau itinérant",2,30,0,51,23,1,107,86
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,32
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 504","Mobile poll/Bureau itinérant",3,25,2,25,10,0,65,110
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,121
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 506","Mobile poll/Bureau itinérant",2,20,5,32,15,1,75,76
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,90
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,102
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 509","Mobile poll/Bureau itinérant",2,54,3,41,21,1,122,94
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,25
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 511","Mobile poll/Bureau itinérant",3,19,5,41,10,0,78,82
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 512","Mobile poll/Bureau itinérant",1,39,4,73,28,6,151,162
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°99B,,,,,,,38
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°99B,,,,,,,17
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 515","Mobile poll/Bureau itinérant",4,27,5,36,12,4,88,41
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,34
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,40
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 518","Mobile poll/Bureau itinérant",3,32,0,30,11,1,77,117
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,22
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 520","Mobile poll/Bureau itinérant",2,28,3,31,36,1,101,102
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,14
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,35
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 523","Mobile poll/Bureau itinérant",0,13,10,11,9,1,44,53
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 524","Mobile poll/Bureau itinérant",0,19,2,13,13,0,47,96
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,15
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°524,,,,,,,11
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 600","Tulameen-Osprey Lake",8,271,6,170,24,0,479,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 601","Princeton",6,570,11,337,85,4,1013,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 602","Hedley",9,323,10,240,63,0,645,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 603","Chopaka 7 & 8",Combined with No./Résultats combinés à ceux du n°602,,,,,,,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 604","Keremeos",4,506,14,418,114,1,1057,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 605","Ashnola 10",Combined with No./Résultats combinés à ceux du n°602,,,,,,,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 606","Chuchuwayha 2",Combined with No./Résultats combinés à ceux du n°602,,,,,,,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 607","Okanagan Falls",3,215,1,195,56,0,470,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 608","Penticton 1",1,222,5,261,80,7,576,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 609","Penticton",5,269,4,246,91,1,616,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 610","Penticton",9,339,10,368,131,2,859,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 611","Penticton",1,275,7,290,132,0,705,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 612","Penticton",9,414,9,457,201,7,1097,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 613","Penticton",3,275,9,419,207,3,916,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 614","Penticton",3,280,14,257,151,0,705,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 615","Penticton",5,264,11,253,128,4,665,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 616","Penticton",12,449,15,403,161,7,1047,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 617","Penticton",5,336,7,361,178,2,889,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 618","Naramata",3,175,0,205,31,4,418,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 619","Penticton",10,405,3,438,148,9,1013,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 620","Penticton",6,520,9,641,183,4,1363,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 621","Okanagan Falls",4,363,7,416,83,3,876,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 622","Kaleden",5,286,10,206,88,5,600,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 623","Oliver",13,827,16,792,209,3,1860,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 624","Oliver",18,604,21,489,142,7,1281,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 625","Osoyoos",15,878,13,649,140,7,1702,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 626","Osoyoos 1",4,130,3,209,16,0,362,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 627","Osoyoos",3,378,4,323,50,0,758,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 628","Rock Creek",8,300,8,117,41,0,474,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 629","Greenwood--Midway",5,189,3,104,38,1,340,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 630","Grand Forks",16,615,21,626,248,4,1530,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 631","Grand Forks",17,571,13,398,162,6,1167,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 632","Christina Lake",4,118,3,99,30,0,254,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 633","Castlegar",1,177,4,132,100,1,415,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 634","Rossland",2,258,21,744,271,2,1298,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 635","Warfield",3,199,11,266,110,1,590,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 636","Robson",3,302,7,235,122,3,672,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 637","Castlegar",9,719,19,602,436,8,1793,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 638","Robson",2,133,4,61,65,0,265,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest"," 639","Robson",1,295,5,142,132,3,578,
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest",,Group 1/Groupe 1, 7,315,10,339,101,43,815,280
59030,"Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest",,Group 2/Groupe 2, 36,1762,33,1642,634,37,4144,
