Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Glen Armstrong,Josh Bizjak,Prashanta Dhakal,Sean Mulligan,Ryan Telford,Anita Vandenbeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 435","Ottawa",Combined with No./Résultats combinés à ceux du n°163,,,,,,,,217
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 436","Ottawa",2,20,2,1,46,65,3,139,226
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 500","Mobile poll/Bureau itinérant",1,7,3,0,34,89,3,137,135
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,28
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 502","Ottawa",Combined with No./Résultats combinés à ceux du n°10,,,,,,,,45
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 503","Ottawa",Combined with No./Résultats combinés à ceux du n°10,,,,,,,,34
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 504","Mobile poll/Bureau itinérant",3,18,4,3,18,107,1,154,123
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,90
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 506","Mobile poll/Bureau itinérant",2,7,2,1,36,95,5,148,155
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 507","Mobile poll/Bureau itinérant",2,4,5,0,20,46,4,81,137
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,98
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,106
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,250
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°526,,,,,,,,71
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,50
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 513","Mobile poll/Bureau itinérant",1,5,3,2,22,74,1,108,95
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 514","Mobile poll/Bureau itinérant",1,3,4,0,31,85,2,126,111
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,73
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,184
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 517","Mobile poll/Bureau itinérant",3,7,1,3,22,54,2,92,191
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°524,,,,,,,,125
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,71
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,73
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 521","Ottawa",Combined with No./Résultats combinés à ceux du n°125,,,,,,,,6
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,92
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 523","Mobile poll/Bureau itinérant",3,7,4,3,54,70,1,142,77
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 524","Mobile poll/Bureau itinérant",2,7,1,2,51,107,4,174,119
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 525","Mobile poll/Bureau itinérant",4,4,2,1,43,104,3,161,219
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 526","Mobile poll/Bureau itinérant",3,2,0,4,39,70,3,121,132
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 600","Ottawa",3,115,15,2,383,1934,11,2463,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 601","Ottawa",4,84,11,2,232,703,7,1043,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 602","Ottawa",6,113,7,2,152,560,2,842,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 603","Ottawa",6,68,14,8,355,836,5,1292,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 604","Ottawa",8,56,13,4,475,1017,3,1576,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 605","Ottawa",8,61,13,7,400,827,7,1323,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 606","Ottawa",4,65,13,2,446,855,1,1386,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 607","Ottawa",3,60,8,3,291,769,5,1139,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 608","Ottawa",7,73,6,1,267,886,4,1244,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 609","Ottawa",7,61,12,1,326,976,2,1385,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 610","Ottawa",3,55,9,1,217,750,4,1039,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 611","Ottawa",7,160,29,3,348,1189,7,1743,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 612","Ottawa",8,72,6,5,245,682,8,1026,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 613","Ottawa",13,116,13,1,369,912,3,1427,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 614","Ottawa",12,89,15,6,664,1416,8,2210,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 615","Ottawa",8,77,5,0,399,1073,1,1563,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 616","Ottawa",11,53,8,0,239,633,13,957,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 617","Ottawa",7,67,19,2,413,1202,6,1716,
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 1/Groupe 1, 11,91,19,7,279,1047,74,1528,852
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 2/Groupe 2, 11,251,32,8,923,2513,62,3800,
