Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Gérard Deltell,Colette Ducharme,Anthony Leclerc,Rhode-Malaure Pierre,Martin Trudel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 177","Québec",137,8,3,54,27,5,234,489
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 178","Québec",131,11,5,71,27,0,245,536
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 179","Québec",120,9,0,52,34,8,223,532
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 180","Québec",97,5,1,64,30,1,198,532
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 181","Québec",153,6,2,56,35,4,256,593
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 182","Québec",80,5,1,39,25,6,156,420
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 183","Québec",145,7,6,45,49,9,261,631
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 184","Québec",101,3,1,46,38,1,190,481
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 185","L'Ancienne-Lorette",73,3,2,41,25,0,144,382
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 186","L'Ancienne-Lorette",63,4,3,54,28,3,155,366
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 187","L'Ancienne-Lorette",58,2,1,42,24,1,128,344
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 188","L'Ancienne-Lorette",75,2,2,55,50,3,187,369
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 189","L'Ancienne-Lorette",78,3,1,64,48,0,194,446
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 190","L'Ancienne-Lorette",71,7,6,45,42,3,174,375
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 191","L'Ancienne-Lorette",72,3,1,41,28,1,146,362
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 192","L'Ancienne-Lorette",51,5,1,40,27,1,125,285
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 193","L'Ancienne-Lorette",62,5,4,29,31,1,132,330
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 194","L'Ancienne-Lorette",54,2,0,41,35,0,132,306
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 195","L'Ancienne-Lorette",51,1,1,54,34,2,143,324
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 196","L'Ancienne-Lorette",37,5,1,46,22,1,112,352
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 197","L'Ancienne-Lorette",73,4,3,47,32,3,162,420
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 198","L'Ancienne-Lorette",70,4,1,59,37,2,173,448
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 199","L'Ancienne-Lorette",54,2,4,79,44,0,183,363
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 200","L'Ancienne-Lorette",74,2,0,41,37,3,157,351
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 201","L'Ancienne-Lorette",43,9,1,29,19,0,101,312
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 202","L'Ancienne-Lorette",53,4,1,28,17,1,104,306
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 400","Québec",47,0,1,98,34,13,193,231
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 401","Québec",91,5,0,85,35,9,225,314
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 402","Québec",43,1,2,71,30,4,151,188
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 403","Québec",79,2,0,188,69,11,349,441
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 404","Québec",36,0,3,37,21,1,98,301
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 405","Québec",42,2,1,46,17,10,118,191
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 406","Québec",74,3,1,113,52,18,261,349
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 407","Québec",77,1,2,148,56,5,289,392
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 408","L'Ancienne-Lorette",95,2,4,211,72,7,391,537
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,13
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 501","Mobile poll/Bureau itinérant",17,0,0,14,12,9,52,70
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,34
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,32
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 504","Mobile poll/Bureau itinérant",26,1,0,28,16,2,73,95
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,11
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 506","Mobile poll/Bureau itinérant",25,1,2,25,4,10,67,103
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,44
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,19
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,23
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 510","Mobile poll/Bureau itinérant",9,0,1,10,4,2,26,47
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,64
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 512","Mobile poll/Bureau itinérant",26,0,0,31,25,0,82,82
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 600","Wendake",161,7,4,137,48,1,358,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 601","Québec",389,14,10,289,150,7,859,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 602","Québec",569,13,8,246,153,14,1003,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 603","Québec",599,17,11,379,194,10,1210,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 604","Québec",757,28,15,310,240,16,1366,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 605","Québec",722,31,15,406,200,13,1387,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 606","Québec",679,26,15,415,192,15,1342,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 607","Québec",465,25,7,428,246,13,1184,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 608","Québec",616,31,8,387,263,12,1317,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 609","Québec",501,46,9,408,269,16,1249,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 610","Québec",638,24,5,656,348,17,1688,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 611","Québec",636,24,8,721,325,14,1728,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 612","Québec",550,23,14,507,272,10,1376,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 613","Québec",517,19,6,827,329,11,1709,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 614","Québec",484,21,8,756,352,16,1637,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 615","Québec",427,34,6,594,295,11,1367,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 616","Québec",497,22,7,388,263,13,1190,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 617","L'Ancienne-Lorette",553,33,8,511,263,6,1374,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 618","L'Ancienne-Lorette",529,18,9,441,279,8,1284,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 619","L'Ancienne-Lorette",415,21,10,445,242,15,1148,
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk",,Group 1/Groupe 1, 535,48,9,311,116,51,1070,122
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk",,Group 2/Groupe 2, 701,40,10,647,343,32,1773,
