Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Elizabeth Benoit,Coreen Corcoran,Mona Fortier,Christian Legeais,Tristan Oliff,Christian Proulx,Marty Simms,Dean Wythe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 185","Ottawa",0,2,92,1,17,11,0,23,0,146,408
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 186","Ottawa",0,1,112,0,24,3,1,31,0,172,460
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 187","Ottawa",1,2,105,1,18,10,4,36,2,179,463
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 188","Ottawa",4,2,134,2,11,3,2,48,2,208,446
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 189","Ottawa",1,4,165,2,19,6,1,39,4,241,539
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 400","Ottawa",0,3,78,0,14,1,0,44,1,141,206
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 401","Ottawa",0,1,119,0,7,3,2,40,6,178,280
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 402","Ottawa",1,3,292,0,11,0,1,59,5,372,534
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 403","Ottawa",0,0,129,0,9,4,1,82,1,226,362
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 404","Ottawa",0,2,103,1,5,1,2,40,2,156,315
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 405","Ottawa",1,3,105,0,13,1,4,54,0,181,330
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 406","Ottawa",0,3,73,0,8,1,0,22,1,108,186
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 407","Ottawa",1,2,95,0,6,0,1,20,4,129,241
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 408","Ottawa",1,2,127,2,12,9,4,36,0,193,257
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 409","Ottawa",0,0,187,0,3,1,1,40,2,234,319
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 410","Ottawa",1,0,117,0,10,5,0,37,1,171,233
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 411","Ottawa",1,1,125,0,19,2,2,29,3,182,273
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 412","Ottawa",2,0,99,0,7,8,0,19,2,137,192
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 413","Ottawa",3,0,79,1,7,2,0,37,2,131,213
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 414","Ottawa",3,4,57,0,10,2,1,27,8,112,217
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 415","Ottawa",1,7,65,0,8,0,1,34,4,120,181
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 416","Ottawa",4,0,131,0,20,1,0,43,2,201,278
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 417","Ottawa",0,0,34,0,3,0,0,28,0,65,167
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 418","Ottawa",0,1,83,0,6,5,1,27,0,123,192
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 419","Ottawa",0,1,83,0,10,0,1,21,2,118,186
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 420","Ottawa",1,0,169,0,16,4,0,12,0,202,299
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 421","Ottawa",1,3,111,0,15,6,0,23,1,160,247
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 422","Ottawa",0,2,187,0,19,4,2,49,2,265,363
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 423A","Ottawa",0,0,91,2,11,0,0,29,0,133,104
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 423B","Ottawa",2,1,83,0,4,5,0,33,2,130,100
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 424","Ottawa",3,0,87,2,13,2,1,27,1,136,211
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 425","Ottawa",3,2,63,2,10,3,0,19,4,106,249
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 426","Ottawa",0,1,110,1,10,3,1,20,4,150,221
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 427","Ottawa",0,1,276,0,7,9,1,22,1,317,405
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 500","Mobile poll/Bureau itinérant",1,1,54,0,3,0,1,20,2,82,108
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,,48
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 502","Mobile poll/Bureau itinérant",3,3,81,3,5,4,1,20,3,123,133
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,,41
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 504","Mobile poll/Bureau itinérant",2,4,34,1,8,3,0,4,3,59,63
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 505","Mobile poll/Bureau itinérant",1,1,119,1,2,1,0,3,8,136,140
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 506","Mobile poll/Bureau itinérant",0,0,27,0,6,1,1,24,2,61,69
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,,74
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,,,89
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 509","Mobile poll/Bureau itinérant",3,1,71,0,0,1,0,6,1,83,156
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 510","Ottawa",Combined with No./Résultats combinés à ceux du n°84,,,,,,,,,,2
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 511","Mobile poll/Bureau itinérant",0,2,97,1,0,2,1,2,0,105,101
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 512","Mobile poll/Bureau itinérant",2,0,47,0,3,2,0,15,2,71,72
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,,31
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,,,36
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 515","Mobile poll/Bureau itinérant",2,3,95,0,6,3,0,22,3,134,135
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 516","Mobile poll/Bureau itinérant",0,1,88,0,3,0,0,3,0,95,142
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,,40
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,,27
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,,,82
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 520","Mobile poll/Bureau itinérant",0,1,84,1,9,3,1,17,0,116,126
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 521","Ottawa",Combined with No./Résultats combinés à ceux du n°164,,,,,,,,,,17
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°100C,,,,,,,,,,111
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,,,73
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 524","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,,46
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 525","Mobile poll/Bureau itinérant",1,0,130,0,1,1,0,0,2,135,154
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,,,45
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 600","Ottawa",5,1,1329,5,87,25,5,404,10,1871,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 601","Ottawa",2,12,1095,0,109,20,8,385,20,1651,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 602","Ottawa",4,6,902,5,67,19,4,289,12,1308,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 603","Ottawa",5,6,1544,1,76,19,9,545,21,2226,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 604","Ottawa",1,7,993,2,71,24,6,377,8,1489,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 605","Ottawa",2,2,906,4,54,24,3,269,1,1265,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 606","Ottawa",5,1,542,0,48,12,1,143,1,753,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 607","Ottawa",2,8,743,2,45,13,4,229,4,1050,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 608","Ottawa",3,6,1297,6,106,48,9,303,1,1779,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 609","Ottawa",4,4,1370,6,128,41,6,224,0,1783,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 610","Ottawa",2,6,712,1,100,25,4,161,3,1014,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 611","Ottawa",4,0,469,4,80,16,4,129,2,708,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 612","Ottawa",2,24,700,1,64,25,7,226,8,1057,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 613","Ottawa",1,9,762,3,62,21,0,169,7,1034,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 614","Ottawa",3,7,594,1,59,19,8,199,21,911,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 615","Ottawa",0,1,1014,6,152,41,3,152,5,1374,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 616","Ottawa",6,4,933,3,118,37,8,172,3,1284,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 617","Ottawa",5,1,715,5,116,35,7,151,6,1041,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester"," 618","Ottawa",4,1,997,7,152,25,5,205,14,1410,
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester",,Group 1/Groupe 1, 11,6,1676,0,145,41,9,398,116,2402,1416
35081,"Ottawa--Vanier--Gloucester/Ottawa--Vanier--Gloucester",,Group 2/Groupe 2, 7,11,2885,7,333,63,13,609,128,4056,
