Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Ava Becker,Lisa Bradburn,John Goheen,Philip Lawrence,Jody Ledgerwood,John Wesselius,Christina Marie Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Northumberland--Clarke/Northumberland--Clarke"," 505","Mobile poll/Bureau itinérant",5,1,69,27,0,0,2,1,105,23
35074,"Northumberland--Clarke/Northumberland--Clarke"," 506","Mobile poll/Bureau itinérant",4,3,25,22,0,0,1,1,56,65
35074,"Northumberland--Clarke/Northumberland--Clarke"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,37
35074,"Northumberland--Clarke/Northumberland--Clarke"," 508","Mobile poll/Bureau itinérant",4,0,93,24,1,0,3,2,127,113
35074,"Northumberland--Clarke/Northumberland--Clarke"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,,104
35074,"Northumberland--Clarke/Northumberland--Clarke"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,44
35074,"Northumberland--Clarke/Northumberland--Clarke"," 511","Mobile poll/Bureau itinérant",14,3,44,24,0,3,3,0,91,99
35074,"Northumberland--Clarke/Northumberland--Clarke"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,58
35074,"Northumberland--Clarke/Northumberland--Clarke"," 513","Mobile poll/Bureau itinérant",4,1,79,21,0,0,1,2,108,114
35074,"Northumberland--Clarke/Northumberland--Clarke"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,,46
35074,"Northumberland--Clarke/Northumberland--Clarke"," 515","Cobourg",Combined with No./Résultats combinés à ceux du n°153,,,,,,,,,6
35074,"Northumberland--Clarke/Northumberland--Clarke"," 516","Mobile poll/Bureau itinérant",6,1,86,56,0,2,1,2,154,199
35074,"Northumberland--Clarke/Northumberland--Clarke"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,,68
35074,"Northumberland--Clarke/Northumberland--Clarke"," 518","Mobile poll/Bureau itinérant",16,7,65,32,0,2,4,0,126,76
35074,"Northumberland--Clarke/Northumberland--Clarke"," 519","Mobile poll/Bureau itinérant",5,0,34,10,1,0,0,8,58,64
35074,"Northumberland--Clarke/Northumberland--Clarke"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,75
35074,"Northumberland--Clarke/Northumberland--Clarke"," 521","Mobile poll/Bureau itinérant",9,3,19,33,2,1,0,2,69,44
35074,"Northumberland--Clarke/Northumberland--Clarke"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,,,42
35074,"Northumberland--Clarke/Northumberland--Clarke"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,,,31
35074,"Northumberland--Clarke/Northumberland--Clarke"," 600","Trent Hills",38,5,572,615,2,0,5,5,1242,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 601","Hastings",28,8,394,438,3,1,9,0,881,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 602","Trent Hills",50,8,794,705,2,2,12,5,1578,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 603","Trent Hills",27,5,511,548,6,0,6,3,1106,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 604","Alderville First Nation",0,0,8,8,0,0,0,0,16,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 605","Centreton",11,4,462,537,2,1,11,7,1035,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 606","Cramahe",33,4,470,686,3,0,7,0,1203,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 607","Brighton",34,3,591,538,4,8,7,4,1189,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 608","Brighton",19,4,884,624,2,2,8,4,1547,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 609","Brighton",25,7,793,598,2,5,9,9,1448,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 610","Colborne",48,11,576,630,2,3,15,0,1285,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 611","Alnwick/Haldimand",14,2,232,227,1,0,2,0,478,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 612","Baltimore",21,3,576,722,4,0,6,0,1332,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 613","Cobourg",11,3,801,401,1,3,0,3,1223,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 614","Cobourg",30,8,698,442,4,1,11,8,1202,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 615","Cobourg",32,7,851,588,3,4,6,2,1493,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 616","Hamilton",12,6,811,583,1,1,5,12,1431,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 617","Hamilton",20,6,463,552,2,2,11,1,1057,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 618","Bewdley",23,2,317,474,0,1,4,2,823,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 619","Port Hope",25,7,693,761,3,3,12,2,1506,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 620","Port Hope",33,10,1326,717,2,3,9,5,2105,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 621","Port Hope",43,4,893,567,6,3,6,10,1532,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 622","Newcastle Village",44,15,1116,1086,1,6,10,10,2288,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 623","Clarington",22,4,263,441,2,2,4,4,742,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 624","Orono",18,5,378,488,5,4,7,1,906,
35074,"Northumberland--Clarke/Northumberland--Clarke"," 625","Clarington",46,20,730,856,6,3,19,0,1680,
35074,"Northumberland--Clarke/Northumberland--Clarke",,Group 1/Groupe 1, 21,6,404,248,2,3,8,40,732,273
35074,"Northumberland--Clarke/Northumberland--Clarke",,Group 2/Groupe 2, 60,13,2070,1144,5,8,19,58,3377,
