Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Mélanie Bédard,Gaëtan Deschênes,Martin Grenier,Sylvain Pariseau,Raymonde Plamondon,Simon-Pierre Savard-Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 168","Saint-Hyacinthe",47,37,4,0,4,82,3,177,469
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 169","Saint-Hyacinthe",59,25,3,1,5,68,1,162,379
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 170","Saint-Hyacinthe",58,29,3,0,3,67,4,164,400
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 171","Saint-Hyacinthe",78,30,6,1,7,82,0,204,448
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 172","Saint-Hyacinthe",52,12,1,0,4,74,3,146,368
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 173","Saint-Hyacinthe",83,35,2,3,6,66,5,200,499
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 174","Saint-Hyacinthe",47,23,2,0,2,76,5,155,361
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 175","Saint-Hyacinthe",55,21,1,0,3,54,1,135,368
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 176","Saint-Hyacinthe",54,25,0,2,2,69,4,156,393
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 177","Saint-Hyacinthe",39,24,2,3,1,57,4,130,357
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 178","Saint-Hyacinthe",51,24,1,5,3,70,3,157,375
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 179","Saint-Hyacinthe",44,20,1,1,2,49,3,120,307
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 180","Saint-Hyacinthe",65,57,1,1,2,90,4,220,552
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 181","Saint-Hyacinthe",54,40,2,0,7,95,4,202,470
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 182","Saint-Hyacinthe",97,45,3,4,11,72,3,235,564
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 183","Saint-Hyacinthe",83,46,3,0,3,119,4,258,492
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 184","Saint-Hyacinthe",73,33,2,2,6,124,11,251,501
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 185","Saint-Hyacinthe",83,41,1,0,1,80,4,210,374
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 186A","Saint-Hyacinthe",55,56,2,1,4,85,2,205,492
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 186B","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°185,,,,,,,,132
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 187","Saint-Hyacinthe",43,25,0,1,3,59,2,133,347
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 188","Saint-Hyacinthe",43,51,0,1,5,47,2,149,380
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 189","Sainte-Marie-Madeleine",39,35,4,0,2,56,3,139,380
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 190","Sainte-Madeleine",38,22,1,0,2,74,3,140,269
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 191","Sainte-Marie-Madeleine",47,30,2,3,1,67,2,152,407
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 192","Sainte-Marie-Madeleine",44,16,4,0,2,50,7,123,304
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 193","Sainte-Marie-Madeleine",66,31,0,0,6,61,1,165,412
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 194","Sainte-Madeleine",36,50,1,5,8,89,2,191,422
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 195","Sainte-Marie-Madeleine",38,34,6,0,5,87,0,170,407
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 196","Sainte-Madeleine",54,44,6,3,6,91,3,207,470
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 197","Sainte-Marie-Madeleine",53,43,5,1,4,91,4,201,380
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 198","Sainte-Marie-Madeleine",27,30,1,5,3,63,0,129,330
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 199","Sainte-Marie-Madeleine",18,41,5,5,5,47,3,124,364
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 200","Saint-Pie",45,61,3,1,4,110,5,229,460
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 201","Saint-Pie",88,63,2,0,7,98,2,260,448
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 202","Saint-Pie",49,62,6,3,6,76,0,202,419
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 203","Saint-Pie",56,43,3,0,2,111,10,225,455
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 204","Saint-Pie",61,46,7,1,11,89,2,217,543
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 205","Saint-Pie",52,40,4,2,5,109,5,217,467
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 206","Saint-Pie",50,49,4,1,1,78,6,189,451
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 207","Saint-Pie",49,52,7,3,7,73,2,193,478
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 208","Saint-Pie",69,35,2,2,9,124,4,245,467
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 209","Saint-Pie",67,40,2,0,1,106,1,217,437
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 210","Saint-Damase",59,37,2,3,6,93,1,201,430
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 211","Saint-Damase",69,46,0,2,2,83,4,206,402
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 212","Saint-Damase",57,49,3,0,6,93,5,213,425
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 213","Saint-Damase",48,34,2,3,5,76,3,171,342
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 214","Saint-Damase",54,47,0,1,8,89,4,203,374
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 400","Saint-Hyacinthe",96,11,0,1,1,47,8,164,219
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 401","Saint-Hyacinthe",81,2,1,1,2,35,10,132,164
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 402","Saint-Hyacinthe",28,3,1,1,1,24,6,64,150
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 403","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°136,,,,,,,,139
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,31
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 501","Mobile poll/Bureau itinérant",32,8,2,0,2,25,3,72,88
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 502","Mobile poll/Bureau itinérant",31,6,0,3,0,26,4,70,74
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,19
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 504","Mobile poll/Bureau itinérant",30,6,2,1,1,16,2,58,54
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 505","Mobile poll/Bureau itinérant",14,4,1,2,1,30,1,53,66
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,18
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,35
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 508","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°102,,,,,,,,4
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 509","Mobile poll/Bureau itinérant",34,4,2,1,1,22,1,65,94
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,12
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 511","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°123,,,,,,,,5
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 512","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°123,,,,,,,,8
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 513","Mobile poll/Bureau itinérant",20,4,4,0,2,4,1,35,33
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 514","Mobile poll/Bureau itinérant",79,4,0,0,1,10,1,95,92
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,30
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 516","Mobile poll/Bureau itinérant",18,19,4,1,1,15,2,60,82
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,23
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 600","Saint-Hugues",176,80,13,7,8,227,6,517,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 601","Sainte-Hélène-de-Bagot--Saint-Théodore-d'Acton",173,92,2,5,3,172,4,451,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 602","Sainte-Christine",283,94,8,10,8,365,15,783,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 603","Roxton Falls",225,88,9,3,15,208,20,568,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 604","Acton Vale",288,106,7,3,12,394,13,823,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 605","Saint-Liboire--Upton",124,104,7,3,17,286,8,549,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 606","Saint-Simon",375,178,9,9,19,531,13,1134,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 607","La Présentation",400,109,9,4,16,403,13,954,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 608","La Présentation",200,90,6,1,7,227,2,533,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 609","Saint-Hyacinthe",506,122,5,4,21,460,16,1134,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 610","Saint-Hyacinthe",510,149,21,3,39,443,28,1193,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 611","Saint-Hyacinthe",452,87,13,3,18,459,30,1062,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 612","Saint-Hyacinthe",460,87,5,3,13,426,12,1006,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 613","Saint-Hyacinthe",420,126,14,5,11,471,15,1062,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 614","Saint-Hyacinthe",574,163,10,7,27,586,21,1388,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 615","Saint-Hyacinthe",235,58,7,4,21,298,19,642,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 616","Saint-Hyacinthe",602,168,7,10,26,608,33,1454,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 617","Saint-Hyacinthe",542,150,10,5,34,562,13,1316,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 618","Sainte-Madeleine",375,164,13,11,18,541,15,1137,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 619","Saint-Damase",182,60,4,2,5,175,1,429,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 620","Saint-Pie",336,166,11,7,16,456,17,1009,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 621","Saint-Dominique",141,96,6,0,11,173,5,432,
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton",,Group 1/Groupe 1, 110,35,8,1,18,81,11,264,80
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton",,Group 2/Groupe 2, 308,105,13,6,17,290,11,750,
