Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barthélémy Boisguérin,François-Philippe Champagne,Bruno-Pier Courchesne,Julie Déziel,Stéphanie Dufresne,Nicole Morin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 218","Trois-Rivières",16,42,40,1,9,56,2,166,394
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 219","Trois-Rivières",14,39,46,4,8,56,4,171,369
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 220","Trois-Rivières",21,88,62,3,7,81,6,268,607
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 221","Trois-Rivières",16,51,47,3,4,62,6,189,412
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 222","Trois-Rivières",8,43,38,4,5,50,2,150,511
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 223","Trois-Rivières",28,44,49,3,5,81,5,215,486
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 224","Trois-Rivières",11,61,48,6,5,76,4,211,463
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 225","Trois-Rivières",23,61,48,3,7,91,4,237,479
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 226","Trois-Rivières",24,63,60,7,14,48,8,224,504
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 227","Trois-Rivières",12,69,32,1,5,71,3,193,421
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 228","Trois-Rivières",18,65,31,4,7,69,2,196,411
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 229","Trois-Rivières",16,39,36,0,6,66,6,169,396
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 230","Trois-Rivières",12,35,21,1,7,51,1,128,317
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 231","Trois-Rivières",26,38,45,2,6,122,1,240,508
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 232","Trois-Rivières",18,51,39,0,3,63,2,176,500
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 233","Trois-Rivières",24,53,47,2,4,58,0,188,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 234","Trois-Rivières",19,43,33,2,8,47,3,155,426
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 235","Trois-Rivières",15,40,37,4,3,57,3,159,407
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 236","Trois-Rivières",14,37,26,4,4,68,8,161,388
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 237","Trois-Rivières",10,48,57,3,2,67,2,189,401
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 238","Trois-Rivières",15,43,62,1,10,54,3,188,397
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 239","Trois-Rivières",16,34,28,2,7,57,4,148,336
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 240","Trois-Rivières",17,63,35,1,8,85,1,210,408
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 241","Trois-Rivières",28,60,38,4,10,55,3,198,436
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 242","Trois-Rivières",14,66,33,1,5,60,2,181,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 243","Trois-Rivières",25,79,79,1,9,95,2,290,629
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 400","Shawinigan",0,85,7,0,1,16,9,118,129
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 401","Shawinigan",4,94,8,5,1,26,11,149,188
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 402","Shawinigan",0,123,15,1,1,32,9,181,225
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 500","Mobile poll/Bureau itinérant",0,22,1,0,2,8,2,35,75
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 501","Mobile poll/Bureau itinérant",1,52,6,3,1,18,7,88,133
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 502","Mobile poll/Bureau itinérant",0,56,8,5,3,12,13,97,172
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 503","Mobile poll/Bureau itinérant",1,83,7,1,0,27,11,130,170
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 504","Mobile poll/Bureau itinérant",0,45,7,3,1,15,8,79,102
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 505","Mobile poll/Bureau itinérant",2,32,3,0,1,9,4,51,97
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 506","Mobile poll/Bureau itinérant",2,59,9,6,1,21,9,107,155
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 600","La Tuque",26,313,96,11,21,288,12,767,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 601","La Tuque",15,230,127,3,15,206,14,610,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 602","La Tuque",18,194,103,3,12,185,9,524,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 603","Sainte-Thècle",17,269,152,5,29,286,14,772,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 604","Sainte-Anne-de-la-Pérade--Champlain",13,167,82,12,7,136,8,425,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 605","Champlain",9,115,63,5,11,127,3,333,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 606","Saint-Narcisse--Saint-Maurice",20,154,71,4,15,88,5,357,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 607","Grandes-Piles--Saint-Tite",17,293,123,6,14,162,10,625,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 608","Grandes-Piles--Saint-Tite",8,80,35,5,7,91,3,229,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 609","Shawinigan",25,370,62,11,27,228,9,732,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 610","Shawinigan",22,387,101,15,20,257,15,817,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 611","Shawinigan",24,268,61,2,20,178,9,562,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 612","Shawinigan",23,308,94,17,15,254,28,739,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 613","Shawinigan",29,392,124,6,14,282,17,864,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 614","Shawinigan",22,431,88,12,13,242,24,832,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 615","Shawinigan",21,347,63,9,14,252,30,736,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 616","Shawinigan",27,450,128,12,20,392,23,1052,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 617","Trois-Rivières",34,430,100,10,17,261,23,875,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 618","Shawinigan-Sud",25,390,85,5,18,225,21,769,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 619","Shawinigan",35,472,111,13,18,262,30,941,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 620","Notre-Dame-du-Mont-Carmel",45,354,192,7,28,335,20,981,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 621","Trois-Rivières",47,202,142,10,26,268,10,705,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 622","Trois-Rivières",37,236,158,10,16,247,6,710,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 623","Saint-Narcisse--Saint-Maurice",15,85,50,7,5,65,7,234,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 624","Trois-Rivières",36,176,155,13,12,241,6,639,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 625","Trois-Rivières",42,233,155,10,22,292,16,770,
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain",,Group 1/Groupe 1, 3,51,10,0,6,8,7,85,84
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain",,Group 2/Groupe 2, 79,792,203,31,67,419,39,1630,
