Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Abdul Abdi,Vincent Cama,Serge Guevorkian,Nick Lin,Angella MacEwen,Butch Moore,Sean Mulligan,David Stibbe,Anita Vandenbeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 429","Ottawa",81,0,4,1,55,0,2,16,127,1,287,413
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 430","Nepean",50,0,2,0,27,0,1,14,96,2,192,298
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 431","Nepean",17,0,2,0,24,0,0,2,72,0,117,243
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 432","Ottawa",84,0,3,0,63,0,0,10,101,1,262,404
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 433","Nepean",20,0,0,0,38,0,0,3,56,1,118,257
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 434","Ottawa",28,1,5,0,55,0,3,8,64,0,164,248
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 435","Ottawa",57,1,1,0,13,1,0,7,75,7,162,199
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 500","Mobile poll/Bureau itinérant",46,0,1,2,15,0,1,5,72,12,154,245
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 501","Mobile poll/Bureau itinérant",35,0,2,0,8,1,3,7,74,5,135,317
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 502A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,,,,131
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 502B","Mobile poll/Bureau itinérant",42,1,2,3,13,3,4,5,56,22,151,90
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 503","Mobile poll/Bureau itinérant",30,1,3,2,19,3,4,8,49,13,132,206
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 504A","Mobile poll/Bureau itinérant",38,2,1,0,13,0,1,9,49,7,120,189
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,,,,,,231
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 505","Mobile poll/Bureau itinérant",51,1,0,1,7,0,3,6,49,9,127,204
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 600","Ottawa",343,1,7,0,133,2,2,57,402,0,947,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 601","Ottawa",171,0,8,0,72,0,0,25,272,11,559,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 602","Ottawa",255,1,9,0,201,0,3,91,442,14,1016,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 603","Ottawa",294,1,17,0,182,1,4,57,440,2,998,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 604","Ottawa",304,1,12,0,181,1,6,81,427,2,1015,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 605","Ottawa",377,1,8,0,158,0,4,60,522,11,1141,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 606","Ottawa",219,1,7,0,140,0,5,61,333,4,770,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 607","Ottawa",145,5,12,0,115,2,1,42,282,5,609,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 608","Ottawa",281,0,12,1,146,0,5,62,516,6,1029,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 609","Ottawa",244,2,10,1,144,0,10,52,418,5,886,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 610","Ottawa",212,0,4,0,54,0,3,53,272,1,599,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 611","Ottawa",412,1,14,1,174,0,4,77,459,12,1154,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 612","Ottawa",377,2,12,0,160,0,1,53,406,7,1018,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 613","Ottawa",471,2,15,3,177,1,6,64,611,7,1357,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 614","Ottawa",389,2,21,0,217,1,8,76,380,9,1103,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 615","Ottawa",219,1,20,1,151,0,2,77,550,8,1029,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 1/Groupe 1, 75,1,9,1,49,1,1,39,238,13,427,483
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 2/Groupe 2, 557,5,22,3,343,0,11,163,887,46,2037,
