Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gene Balfour,Barbara Doyle,Judi Forbes,Elizabeth Fraser,Jamie Schmale,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 181","Kawartha Lakes",4,61,79,13,130,1,288,575
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 182A","Kawartha Lakes",1,32,32,7,72,0,144,339
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 182B","Kawartha Lakes",3,33,46,13,66,2,163,315
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 183","Kawartha Lakes",10,42,55,18,120,0,245,515
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 184","Cavan-Millbrook-North Monaghan",1,30,51,10,75,0,167,304
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 185","Cavan-Millbrook-North Monaghan",3,33,53,8,87,0,184,347
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 186","Cavan-Millbrook-North Monaghan",5,27,57,32,77,0,198,370
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 187","Kawartha Lakes",0,37,52,20,136,3,248,379
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 188","Kawartha Lakes",1,23,48,18,98,0,188,330
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 189","Manilla",3,25,35,13,84,0,160,329
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190","Cavan-Millbrook-North Monaghan",6,33,59,21,111,1,231,410
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 191","Cavan-Millbrook-North Monaghan",3,28,48,16,110,0,205,382
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 192","Cavan",7,28,43,20,102,1,201,385
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 193","Brock",5,27,45,13,118,2,210,368
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 194","Brock",1,12,32,26,86,0,157,333
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 195","Kawartha Lakes",4,37,62,16,142,2,263,488
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 196","Kawartha Lakes",5,60,49,18,161,0,293,506
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 197","Kawartha Lakes",5,48,70,25,124,1,273,550
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 198","Kawartha Lakes",4,36,69,14,142,0,265,545
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 199","Kawartha Lakes",5,20,81,14,96,0,216,417
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 200","Cavan-Millbrook-North Monaghan",2,22,38,9,107,0,178,379
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 201","Cavan-Millbrook-North Monaghan",4,19,35,12,73,0,143,303
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 202","Cavan-Millbrook-North Monaghan",6,35,44,17,105,1,208,427
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 203","Cavan-Millbrook-North Monaghan",9,31,53,15,108,0,216,440
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 204","Kawartha Lakes",3,32,54,23,136,2,250,420
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 205","Kawartha Lakes",7,26,47,24,150,3,257,477
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 206","Kawartha Lakes",2,27,61,12,109,0,211,411
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 207","Kawartha Lakes",5,42,53,10,70,1,181,299
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 208","Kawartha Lakes",7,37,77,25,178,3,327,553
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 209","Kawartha Lakes",5,30,41,22,152,0,250,461
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 210","Kawartha Lakes",10,27,59,22,100,1,219,376
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 211","Kawartha Lakes",4,40,43,18,87,0,192,329
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 212","Cavan-Millbrook-North Monaghan",4,22,32,16,60,0,134,297
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 213","Kawartha Lakes",9,64,56,29,144,0,302,455
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 214","Kawartha Lakes",2,45,71,21,179,5,323,564
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 215","Kawartha Lakes",4,41,57,10,130,0,242,399
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 216","Cavan-Millbrook-North Monaghan",0,38,30,11,55,3,137,264
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 217","Millbrook",3,22,31,16,54,3,129,252
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 218","Sunderland",2,34,44,9,72,2,163,327
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 219","Brock",2,43,56,20,125,1,247,433
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 220","Brock",2,15,37,11,62,1,128,233
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 221","Brock",8,38,59,18,147,4,274,533
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 222","Brock",0,30,48,23,113,1,215,449
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 223","Brock",1,34,53,19,144,1,252,475
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 224","Millbrook",7,27,29,13,58,0,134,232
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 225","Cavan-Millbrook-North Monaghan",3,36,67,20,66,2,194,344
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 226","Cavan-Millbrook-North Monaghan",9,49,93,29,114,4,298,597
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 227","Cavan-Millbrook-North Monaghan",5,34,62,24,129,0,254,434
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 228","Kawartha Lakes",5,53,47,25,96,0,226,425
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 229","Kawartha Lakes",4,34,39,16,107,2,202,410
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 230","Kawartha Lakes",4,54,59,13,107,1,238,439
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 231","Kawartha Lakes",6,36,64,19,151,6,282,490
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 500","Mobile poll/Bureau itinérant",5,6,15,1,29,2,58,128
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 501","Mobile poll/Bureau itinérant",2,13,34,1,49,5,104,219
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 502","Mobile poll/Bureau itinérant",1,14,22,3,26,1,67,170
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 503","Mobile poll/Bureau itinérant",4,15,26,3,43,6,97,295
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 504","Mobile poll/Bureau itinérant",2,5,18,4,22,12,63,200
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 505","Mobile poll/Bureau itinérant",4,10,56,12,51,3,136,255
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 506","Mobile poll/Bureau itinérant",1,10,26,2,32,5,76,228
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 507","Mobile poll/Bureau itinérant",1,7,19,1,20,2,50,200
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 600","Dorset",0,18,59,20,97,1,195,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 601","Minden",5,46,150,49,298,7,555,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 602","Haliburton",5,45,131,49,276,0,506,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 603","Wilberforce",9,51,91,39,274,3,467,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 604","Haliburton",10,42,185,79,280,0,596,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 605","Minden",6,76,188,58,341,8,677,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 606","Kawartha Lakes",19,69,141,53,375,5,662,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 607","Kawartha Lakes",6,26,44,31,144,1,252,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 608","Beaverton",13,104,228,79,531,4,959,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 609","Beaverton",10,80,176,51,344,7,668,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 610","Kawartha Lakes",12,52,109,30,338,3,544,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 611","Kawartha Lakes",4,72,115,27,277,1,496,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 612","Kawartha Lakes",12,84,176,42,326,4,644,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 613","Kawartha Lakes",12,128,287,75,414,7,923,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 614","Kawartha Lakes",6,110,226,51,417,4,814,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 615","Kawartha Lakes",16,119,206,63,387,6,797,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 616","Kawartha Lakes",7,67,112,30,272,3,491,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 617","Kawartha Lakes",7,55,154,41,361,2,620,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 618","Kawartha Lakes",7,57,185,55,381,2,687,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 619","Kawartha Lakes",17,95,309,71,541,3,1036,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 620","Kawartha Lakes",10,58,102,28,251,3,452,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 621","Kawartha Lakes",19,90,123,51,309,2,594,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 622","Kawartha Lakes",4,35,75,21,132,2,269,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 623","Millbrook",10,63,105,45,279,2,504,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 624","Kawartha Lakes",8,60,85,52,261,1,467,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 625","Millbrook",18,102,213,61,447,6,847,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock",,Group 1/Groupe 1, 1,13,56,11,15,7,103,140
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock",,Group 2/Groupe 2, 25,193,446,163,646,19,1492,
