Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Benoît,Marie-Claude Bibeau,Naomie Mathieu Chauvette,Jessy Mc Neil,Paul Reed,Jean Rousseau,Jonathan Therrien,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24023,"Compton--Stanstead/Compton--Stanstead"," 501B","East Angus",Merged with No./Fusionné avec le n°27,,,,,,,,,4
24023,"Compton--Stanstead/Compton--Stanstead"," 501C","East Angus",Merged with No./Fusionné avec le n°36,,,,,,,,,3
24023,"Compton--Stanstead/Compton--Stanstead"," 501D","Bury",Merged with No./Fusionné avec le n°15,,,,,,,,,9
24023,"Compton--Stanstead/Compton--Stanstead"," 502A","Mobile poll/Bureau itinérant",13,24,5,3,1,1,0,4,51,41
24023,"Compton--Stanstead/Compton--Stanstead"," 502B","Sherbrooke",Merged with No./Fusionné avec le n°126,,,,,,,,,64
24023,"Compton--Stanstead/Compton--Stanstead"," 503A","Mobile poll/Bureau itinérant",5,81,3,13,2,4,0,5,113,110
24023,"Compton--Stanstead/Compton--Stanstead"," 503B","Sherbrooke",Merged with No./Fusionné avec le n°69A,,,,,,,,,12
24023,"Compton--Stanstead/Compton--Stanstead"," 503C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,,82
24023,"Compton--Stanstead/Compton--Stanstead"," 504","Mobile poll/Bureau itinérant",10,70,1,11,1,4,2,3,102,67
24023,"Compton--Stanstead/Compton--Stanstead"," 505A","Mobile poll/Bureau itinérant",13,58,3,9,1,0,1,3,88,118
24023,"Compton--Stanstead/Compton--Stanstead"," 505B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507A,,,,,,,,,35
24023,"Compton--Stanstead/Compton--Stanstead"," 506","Mobile poll/Bureau itinérant",5,32,1,3,1,0,1,2,45,112
24023,"Compton--Stanstead/Compton--Stanstead"," 507A","Mobile poll/Bureau itinérant",10,52,1,8,0,1,0,11,83,36
24023,"Compton--Stanstead/Compton--Stanstead"," 507B","Ayer's Cliff",Merged with No./Fusionné avec le n°199,,,,,,,,,23
24023,"Compton--Stanstead/Compton--Stanstead"," 507C","Stanstead",Merged with No./Fusionné avec le n°218,,,,,,,,,7
24023,"Compton--Stanstead/Compton--Stanstead"," 600","Weedon",197,151,20,110,8,5,0,10,501,
24023,"Compton--Stanstead/Compton--Stanstead"," 601","Bishopton-Bury",89,114,22,68,5,20,0,3,321,
24023,"Compton--Stanstead/Compton--Stanstead"," 602","Scotstown--Chartierville",81,72,5,39,4,9,1,1,212,
24023,"Compton--Stanstead/Compton--Stanstead"," 603","Cookshire-Eaton",145,159,23,92,6,21,2,12,460,
24023,"Compton--Stanstead/Compton--Stanstead"," 604","Ascot Corner",331,332,41,169,5,21,4,31,934,
24023,"Compton--Stanstead/Compton--Stanstead"," 605","Ascot Corner",201,146,34,83,4,27,1,9,505,
24023,"Compton--Stanstead/Compton--Stanstead"," 606","Sherbrooke",199,144,32,43,2,22,4,12,458,
24023,"Compton--Stanstead/Compton--Stanstead"," 607","Sherbrooke",229,141,44,79,4,18,1,4,520,
24023,"Compton--Stanstead/Compton--Stanstead"," 608","Sherbrooke",262,198,60,119,3,24,0,16,682,
24023,"Compton--Stanstead/Compton--Stanstead"," 609","Sherbrooke",336,254,73,136,2,41,2,13,857,
24023,"Compton--Stanstead/Compton--Stanstead"," 610","Sherbrooke",371,349,113,122,9,55,6,18,1043,
24023,"Compton--Stanstead/Compton--Stanstead"," 611","Sherbrooke",265,306,101,66,4,29,2,13,786,
24023,"Compton--Stanstead/Compton--Stanstead"," 612","Sherbrooke",634,647,167,233,21,76,7,28,1813,
24023,"Compton--Stanstead/Compton--Stanstead"," 613","Sherbrooke",514,458,124,243,9,66,8,16,1438,
24023,"Compton--Stanstead/Compton--Stanstead"," 614","Sherbrooke",406,410,132,161,10,59,3,16,1197,
24023,"Compton--Stanstead/Compton--Stanstead"," 615","Hatley",137,307,50,42,6,55,0,4,601,
24023,"Compton--Stanstead/Compton--Stanstead"," 616","Sherbrooke-Lennoxville",160,646,101,131,13,66,2,12,1131,
24023,"Compton--Stanstead/Compton--Stanstead"," 617","Lennoxville",0,1,5,0,0,1,0,0,7,
24023,"Compton--Stanstead/Compton--Stanstead"," 618","Cookshire-Eaton",114,123,28,38,4,25,1,1,334,
24023,"Compton--Stanstead/Compton--Stanstead"," 619","Waterville",116,203,34,76,5,17,1,7,459,
24023,"Compton--Stanstead/Compton--Stanstead"," 620","Waterville",87,173,28,39,2,31,1,4,365,
24023,"Compton--Stanstead/Compton--Stanstead"," 621","Sainte-Catherine-de-Hatley",240,198,44,57,4,24,2,6,575,
24023,"Compton--Stanstead/Compton--Stanstead"," 622","Sainte-Catherine-de-Hatley",87,235,21,51,6,19,2,3,424,
24023,"Compton--Stanstead/Compton--Stanstead"," 623","Stanstead",156,435,45,124,12,40,2,8,822,
24023,"Compton--Stanstead/Compton--Stanstead"," 624","Coaticook",195,386,29,140,3,15,2,25,795,
24023,"Compton--Stanstead/Compton--Stanstead"," 625","Dixville",170,348,35,115,4,24,2,24,722,
24023,"Compton--Stanstead/Compton--Stanstead"," 626","Saint-Herménégilde",50,78,6,30,1,8,1,12,186,
24023,"Compton--Stanstead/Compton--Stanstead",,Group 1/Groupe 1, 5,48,3,15,2,5,0,5,83,80
24023,"Compton--Stanstead/Compton--Stanstead",,Group 2/Groupe 2, 159,321,112,69,5,78,4,28,776,
