Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bob Chamberlin,James Chumsa,Jennifer Clarke,Michelle Corfield,John Hirst,Paul Manly,Brian Marlatt,Geoff Stoneman,Echo White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 204","Ladysmith",55,0,2,20,49,67,0,2,0,0,195,513
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 205","Ladysmith",55,0,3,19,38,61,3,0,0,0,179,429
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 206","Cassidy",38,0,3,20,42,37,1,1,1,0,143,319
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 207","Cassidy",35,0,3,12,36,32,0,0,0,0,118,301
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 208","Cassidy",34,0,2,16,45,31,3,0,0,0,131,349
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 209","Yellow Point",57,0,4,12,55,54,1,0,0,0,183,434
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 210","Quennell Lake",33,0,0,13,34,56,1,0,1,2,140,316
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 211","Quennell Lake",43,0,1,17,37,78,2,1,0,0,179,395
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 212","Chemainus 13",23,0,3,21,44,48,0,0,0,0,139,257
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 213","Chemainus 13",204,0,0,0,4,7,0,0,0,1,216,390
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 214","Chemainus 13",89,0,1,17,34,34,0,0,0,0,175,374
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 215","Ladysmith",59,1,2,13,41,50,1,0,0,0,167,384
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 216","Ladysmith",78,1,2,19,38,73,0,0,0,0,211,540
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 217","Ladysmith",56,0,3,25,51,76,1,3,0,0,215,502
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 218","Ladysmith",50,0,2,30,45,55,0,2,0,2,186,484
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 219","Saltair",51,0,0,19,57,74,0,0,0,0,201,428
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 220","Saltair",50,0,1,37,61,48,1,2,0,0,200,484
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 221","Saltair",44,0,3,35,72,72,0,1,0,0,227,531
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 222","Saltair",55,0,3,18,51,57,0,2,0,0,186,433
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 223","Saltair",43,0,3,26,70,45,1,1,0,0,189,466
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 224","Saltair",55,0,1,29,59,80,0,1,1,1,227,482
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 225","Saltair",57,0,4,31,75,89,1,0,1,1,259,518
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 500","Mobile poll/Bureau itinérant",23,0,4,41,64,39,2,0,0,0,173,259
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 501","Mobile poll/Bureau itinérant",11,1,0,43,49,31,1,0,0,4,140,173
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 502","Mobile poll/Bureau itinérant",8,0,1,19,16,24,2,1,0,1,72,125
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 503","Mobile poll/Bureau itinérant",23,1,2,40,31,34,1,0,1,3,136,191
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 504","Mobile poll/Bureau itinérant",28,0,2,40,38,33,4,0,0,1,146,198
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 505","Mobile poll/Bureau itinérant",14,1,0,10,4,13,1,0,0,4,47,45
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 506","Mobile poll/Bureau itinérant",34,1,3,43,38,33,2,1,0,0,155,223
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 600","Nanaimo",235,3,23,137,284,339,1,3,0,5,1030,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 601","Nanaimo",96,0,17,135,278,286,3,2,0,2,819,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 602","Nanaimo",192,0,10,197,417,368,3,0,0,5,1192,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 603","Nanaimo",164,1,15,202,458,435,2,1,1,2,1281,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 604","Gabriola Island ",325,0,17,90,108,770,2,6,1,3,1322,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 605","Lantzville",195,3,13,123,394,393,3,1,0,5,1130,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 606","Nanaimo",243,3,10,204,405,370,4,4,2,3,1248,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 607","Nanaimo",156,0,12,108,214,278,1,1,0,0,770,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 608","Nanaimo",210,1,16,235,531,491,3,5,1,5,1498,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 609","Nanaimo",179,1,10,272,493,535,4,2,1,8,1505,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 610","Nanaimo",230,0,8,150,268,446,2,3,1,2,1110,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 611","Nanaimo",204,2,18,224,403,676,1,0,1,6,1535,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 612","Nanaimo",281,1,15,133,245,469,2,2,2,6,1156,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 613","Nanaimo",244,0,16,105,151,355,3,1,0,0,875,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 614","Nanaimo",202,1,16,113,204,436,1,5,0,2,980,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 615","Nanaimo",271,2,17,87,123,517,1,3,0,2,1023,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 616","Nanaimo",304,5,13,124,229,456,3,5,2,8,1149,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 617","Nanaimo",277,3,14,164,274,435,5,7,0,1,1180,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 618","Cassidy--Cedar",138,2,15,73,222,330,1,1,1,3,786,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 619","Cassidy--Cedar",154,0,11,89,206,282,2,6,1,3,754,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 620","Cassidy--Cedar",305,0,14,150,324,461,2,0,1,5,1262,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 621","Ladysmith",266,1,21,166,424,494,3,6,0,3,1384,
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith",,Group 1/Groupe 1, 32,0,5,37,23,77,0,0,2,9,185,221
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith",,Group 2/Groupe 2, 415,1,22,421,883,1077,10,1,5,17,2852,
