Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nadia Bourque,Liana Canton Cusmano,Michael Forian,Tommy Gaudet,Jean Langlais,Marc Miller,Louise B. O'Sullivan,Marc Patenaude,Linda Sullivan,Sophie Thiébaut,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 128","Verdun",Merged with No./Fusionné avec le n°129,,,,,,,,,,,,18
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 129","Verdun",27,12,28,0,0,113,2,3,0,9,1,195,460
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 130","Verdun",27,3,24,0,5,89,0,2,0,8,0,158,368
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 131","Verdun",22,10,15,0,0,95,1,2,0,20,0,165,428
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 132","Montréal",28,12,13,0,1,114,0,0,0,40,0,208,396
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 133","Montréal",34,9,8,0,2,63,0,0,0,47,1,164,350
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 134","Montréal",39,29,13,2,3,108,0,1,0,81,4,280,555
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 135","Montréal",26,16,14,2,2,85,0,0,0,67,4,216,411
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 136","Montréal",11,12,3,0,0,57,1,0,0,26,1,111,315
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 137","Montréal",25,21,11,1,4,123,0,0,0,76,2,263,502
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 138","Montréal",35,16,9,2,5,108,0,0,0,54,7,236,544
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 139","Montréal",30,34,6,2,1,82,0,0,1,70,0,226,509
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 140","Montréal",26,27,7,0,2,70,1,0,0,89,2,224,484
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 141","Montréal",24,14,6,1,1,71,0,0,0,38,1,156,380
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 142","Montréal",Results combined with No./Résultats combinés au n°143,,,,,,,,,,,,439
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 143","Montréal",78,40,18,1,7,158,2,2,3,121,7,437,482
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 144","Montréal",47,19,23,0,3,138,0,0,2,59,2,293,551
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 145","Verdun",27,9,31,0,2,148,0,1,0,21,3,242,636
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 146","Verdun",19,10,22,0,1,92,0,1,0,9,0,154,363
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 147","Verdun",39,8,27,0,2,120,0,2,0,21,0,219,559
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 148","Verdun",34,7,11,1,0,84,0,0,0,23,2,162,420
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 149","Montréal",27,9,7,0,1,103,1,0,0,26,1,175,383
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 150","Montréal",19,21,15,0,2,84,1,0,0,43,2,187,423
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 151","Montréal",23,20,5,1,0,79,0,2,0,37,0,167,353
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 152","Montréal",33,28,6,3,3,61,0,0,0,44,0,178,382
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 153","Montréal",31,30,4,2,2,63,0,0,3,62,1,198,395
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 154","Montréal",10,16,5,0,0,65,0,0,0,63,0,159,362
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 155","Montréal",27,8,6,2,0,42,1,0,0,19,0,105,335
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 156","Montréal",58,20,11,0,2,99,0,1,0,53,5,249,605
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 157","Montréal",17,20,5,0,2,124,0,0,0,47,1,216,422
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 158","Verdun",7,11,16,1,5,80,0,0,1,14,2,137,418
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 159","Verdun",19,12,26,0,3,95,1,1,1,10,1,169,423
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 160","Verdun",22,5,19,0,2,93,1,5,0,21,0,168,423
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 161","Verdun",32,8,26,0,1,128,0,3,0,14,0,212,425
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 162","Montréal",16,19,6,0,2,60,0,0,0,37,3,143,347
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 163","Montréal",36,14,2,2,2,83,1,0,0,46,3,189,468
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 164","Montréal",21,18,10,3,0,95,1,0,0,43,2,193,433
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 165","Montréal",30,6,14,1,1,71,1,1,0,25,5,155,332
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 166","Verdun",61,3,40,0,2,169,0,0,0,17,1,293,560
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 167","Verdun",32,9,26,1,3,126,1,1,0,14,1,214,463
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 168","Verdun",27,16,17,1,1,118,2,1,0,12,0,195,469
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 169","Verdun",21,9,30,2,2,119,1,5,1,17,3,210,509
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 170","Verdun",13,12,8,0,1,64,1,5,0,12,0,116,291
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 171","Verdun",35,5,15,0,2,107,0,2,0,17,1,184,561
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 172A","Verdun",6,9,9,1,3,58,0,1,0,4,0,91,303
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 172B","Verdun",28,3,28,0,2,103,0,2,1,13,0,180,392
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 173","Verdun",17,3,6,0,2,52,0,0,0,4,1,85,246
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 174","Verdun",46,17,41,0,2,196,2,1,0,18,6,329,650
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 175","Verdun",44,20,54,0,0,138,0,0,0,15,0,271,642
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 400","Montréal",30,6,11,2,0,84,0,1,0,10,1,145,243
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 401","Montréal",19,2,28,0,0,66,0,0,1,3,1,120,202
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 402","Montréal",15,0,8,0,0,32,0,0,0,1,0,56,99
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 403","Montréal",2,4,5,0,1,19,0,0,0,7,2,40,125
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 404","Montréal",8,2,15,0,1,54,0,0,0,10,0,90,422
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 405","Montréal",13,4,17,0,2,50,1,1,0,6,5,99,161
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 406","Verdun",34,5,6,2,0,113,0,0,2,8,7,177,245
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 407","Verdun",39,5,14,0,0,105,3,0,0,15,1,182,332
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 408","Verdun",25,1,5,0,0,43,1,1,0,5,0,81,152
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 409","Verdun",26,5,9,0,1,41,0,0,0,2,0,84,144
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 410","Verdun",35,3,21,0,0,91,0,0,0,12,5,167,284
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 411","Verdun",39,1,7,0,0,44,0,0,0,2,0,93,160
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 412","Verdun",21,3,13,1,4,67,0,0,0,3,2,114,172
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 413","Verdun",13,3,3,0,0,34,0,0,0,2,0,55,246
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 414","Verdun",13,3,8,0,1,50,1,1,0,6,0,83,191
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 415","Verdun",43,5,9,0,4,49,0,0,0,10,2,122,210
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 416","Verdun",12,4,4,0,0,42,0,0,0,3,4,69,183
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 417","Verdun",14,1,9,0,1,38,0,2,0,8,0,73,208
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 418","Montréal",34,3,10,0,3,53,0,1,0,4,6,114,149
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 419","Verdun",21,2,11,0,0,67,0,0,0,2,1,104,200
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 420","Verdun",26,0,20,0,2,63,1,1,0,3,0,116,266
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 421","Verdun",4,4,9,0,0,46,1,0,1,9,1,75,242
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 422","Verdun",21,0,5,0,1,41,0,0,0,7,1,76,215
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 423","Verdun",20,3,4,0,0,28,0,0,0,8,1,64,202
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 424","Verdun",23,6,21,0,1,107,0,0,0,4,0,162,490
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 425","Verdun",5,2,3,0,0,42,0,0,0,0,0,52,143
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 500A","Montréal",Merged with No./Fusionné avec le n°16,,,,,,,,,,,,1
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 500B","Montréal",Merged with No./Fusionné avec le n°16,,,,,,,,,,,,34
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 500C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,,,,,29
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 500D","Mobile poll/Bureau itinérant",4,1,0,1,0,19,0,1,2,3,2,33,115
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 501A","Mobile poll/Bureau itinérant",3,2,5,2,0,32,5,2,1,3,3,58,119
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500D,,,,,,,,,,,,82
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 600","Montréal",254,45,96,1,6,520,3,1,0,90,5,1021,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 601","Montréal",59,49,46,1,7,358,1,1,0,56,3,581,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 602","Montréal",50,29,64,1,5,189,2,0,0,64,3,407,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 603","Montréal",50,56,187,3,6,611,4,2,0,65,3,987,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 604","Montréal",46,34,118,0,10,454,0,1,0,85,8,756,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 605","Montréal",44,48,56,1,11,336,1,1,0,82,8,588,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 606","Montréal",96,52,54,0,6,487,0,2,0,89,9,795,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 607","Montréal",207,103,113,4,19,812,1,1,1,211,3,1475,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 608","Montréal",122,96,69,4,11,614,11,1,0,97,8,1033,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 609","Montréal",137,75,32,2,3,338,2,0,0,159,4,752,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 610","Montréal",164,83,53,3,7,389,0,1,2,176,17,895,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 611","Montréal",114,81,27,3,1,298,0,1,1,142,5,673,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 612","Montréal",215,35,132,0,3,615,2,1,0,62,12,1077,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 613","Montréal",110,66,30,4,4,245,1,0,1,180,5,646,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 614","Montréal",142,70,31,2,1,283,1,1,0,143,14,688,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 615","Montréal",252,57,107,3,11,803,5,8,0,87,21,1354,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 616","Montréal",229,47,169,0,5,743,2,14,0,65,8,1282,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",,Group 1/Groupe 1, 7,50,29,0,7,328,0,1,0,75,35,532,793
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",,Group 2/Groupe 2, 210,223,188,11,29,1215,0,2,1,440,68,2387,
