Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Barrett,Josh Bennett,Evan Hindle,Lorraine Rekmans,Michelle Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 156","Rideau Lakes",94,59,5,25,38,2,223,372
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 157","Rideau Lakes",135,85,0,41,35,1,297,476
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 158","Rideau Lakes",134,58,3,39,32,2,268,376
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 159","Athens",103,37,8,12,31,1,192,409
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 160","Athens",93,20,1,14,19,0,147,307
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 161","Athens",130,54,0,17,38,2,241,501
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 162","Elizabethtown-Kitley",66,49,1,12,34,0,162,324
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 163","Elizabethtown-Kitley",98,39,2,13,29,0,181,328
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 164","Elizabethtown-Kitley",77,36,0,13,34,0,160,269
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 165","Rideau Lakes",82,46,5,19,30,1,183,349
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 166","Rideau Lakes",44,28,5,11,25,1,114,280
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 167","Rideau Lakes",45,53,6,14,25,1,144,313
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 168","Leeds and the Thousand Islands",105,43,7,20,29,1,205,450
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 169","Leeds and the Thousand Islands",85,42,2,19,30,0,178,357
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 170","Leeds and the Thousand Islands",75,47,4,20,19,0,165,365
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 171","Front of Yonge",56,29,3,10,19,2,119,279
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 172","Front of Yonge",117,47,0,12,32,1,209,327
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 173","Front of Yonge",80,34,5,17,25,1,162,341
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 174","Front of Yonge",109,53,3,9,48,2,224,451
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 175","Front of Yonge",93,57,6,7,33,1,197,423
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 176","Front of Yonge",76,70,3,22,35,4,210,428
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 177","Leeds and the Thousand Islands",97,40,3,27,32,0,199,383
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 178","Rideau Lakes",52,40,7,11,22,1,133,402
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 179","Rideau Lakes",52,56,2,19,30,0,159,316
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 180","Leeds and the Thousand Islands",92,84,1,25,34,0,236,419
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 181","Leeds and the Thousand Islands",78,47,4,22,21,1,173,394
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 182","Leeds and the Thousand Islands",61,35,2,15,19,1,133,245
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 183","Leeds and the Thousand Islands",54,40,4,20,13,0,131,285
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 184","Leeds and the Thousand Islands",134,40,2,16,20,1,213,406
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 185","Leeds and the Thousand Islands",90,42,1,17,44,2,196,438
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 186","Leeds and the Thousand Islands",69,38,6,10,29,0,152,348
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 187","Leeds and the Thousand Islands",73,63,2,29,31,0,198,379
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 188","Leeds and the Thousand Islands",67,72,2,13,18,1,173,331
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 189","Leeds and the Thousand Islands",105,61,5,25,36,0,232,459
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 190","Leeds and the Thousand Islands",111,47,4,21,26,4,213,384
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 191","Leeds and the Thousand Islands",107,64,3,22,48,1,245,422
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 192","Leeds and the Thousand Islands",76,33,1,20,36,1,167,299
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 193","Leeds and the Thousand Islands",61,35,3,22,29,0,150,302
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 194","Leeds and the Thousand Islands",125,50,4,19,39,1,238,383
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 195","Leeds and the Thousand Islands",90,77,5,21,21,3,217,412
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 196","Leeds and the Thousand Islands",93,56,2,13,26,2,192,383
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 197","Gananoque",104,69,6,30,48,4,261,577
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 198","Gananoque",81,73,3,31,58,0,246,567
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 199","Gananoque",90,65,5,34,54,3,251,519
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 200","Gananoque",39,73,2,29,47,1,191,506
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 201","Gananoque",36,71,1,33,26,1,168,424
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 202","Gananoque",72,43,4,14,38,0,171,377
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 203","Gananoque",52,63,1,23,20,1,160,380
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 204","Gananoque",59,99,3,32,41,0,234,445
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 205","Gananoque",73,105,4,29,33,3,247,522
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 400","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,,227
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 500","Mobile poll/Bureau itinérant",30,15,2,2,1,4,54,136
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 501","Mobile poll/Bureau itinérant",17,13,1,2,4,2,39,137
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 502A","Mobile poll/Bureau itinérant",25,17,2,4,9,5,62,113
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505B,,,,,,,61
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 503","Mobile poll/Bureau itinérant",39,31,5,6,6,6,93,104
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 504A","Mobile poll/Bureau itinérant",55,51,2,13,7,7,135,148
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 504B","Elizabethtown-Kitley",Merged with No./Fusionné avec le n°105,,,,,,,53
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 505A","Mobile poll/Bureau itinérant",44,50,1,8,7,8,118,244
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 505B","Mobile poll/Bureau itinérant",27,21,1,4,2,3,58,61
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 600","Westport--Rideau Lakes",276,165,6,67,66,1,581,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 601","Westport--Rideau Lakes",291,141,8,47,74,3,564,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 602","Rideau Lakes-Lombardy",371,134,10,38,61,2,616,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 603","Elizabethtown-Kitley-Frankville",316,97,11,31,63,3,521,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 604","Augusta & Merrickville",281,144,10,60,73,2,570,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 605","North Grenville",389,205,18,79,103,2,796,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 606","North Grenville",682,328,16,106,121,5,1258,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 607","North Grenville",562,194,13,93,93,6,961,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 608","Edwardsburgh/Cardinal",407,129,11,69,64,4,684,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 609","Edwardsburgh/Cardinal",429,127,15,32,62,9,674,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 610","Prescott",453,199,15,72,113,7,859,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 611","Augusta--Merrickville-Wolford",442,139,12,38,67,2,700,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 612","Brockville",342,303,10,59,111,10,835,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 613","Brockville",465,281,14,74,140,9,983,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 614","Brockville",518,313,9,73,130,14,1057,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 615","Brockville",349,274,3,57,69,9,761,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 616","Elizabethtown-Kitley-Spring Valley",293,191,9,45,71,0,609,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 617","Athens & Front of Yonge",319,165,16,66,85,6,657,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 618","Athens & Front of Yonge",360,118,6,51,60,1,596,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 619","Leeds & Thousand Islands, Lyndhurst",210,99,13,74,72,2,470,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 620","Leeds and the Thousand Islands",239,84,8,51,55,2,439,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 621","Gananoque",367,329,14,120,114,12,956,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes",,Group 1/Groupe 1, 67,84,4,20,15,10,200,177
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes",,Group 2/Groupe 2, 825,539,25,222,218,22,1851,
