Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tony D'Angelo,Terry Dowdall,Sherri Jackson,Lorne Kenney,Ilona Matthews,Richard Sommer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35099,"Simcoe--Grey/Simcoe--Grey"," 248","New Tecumseth",0,87,20,48,14,3,0,172,406
35099,"Simcoe--Grey/Simcoe--Grey"," 249","New Tecumseth",1,63,17,46,29,4,0,160,385
35099,"Simcoe--Grey/Simcoe--Grey"," 250","New Tecumseth",0,66,22,67,19,4,0,178,354
35099,"Simcoe--Grey/Simcoe--Grey"," 251","New Tecumseth",1,109,46,89,35,2,0,282,613
35099,"Simcoe--Grey/Simcoe--Grey"," 252","New Tecumseth",0,95,18,76,39,3,0,231,506
35099,"Simcoe--Grey/Simcoe--Grey"," 253","New Tecumseth",1,72,12,79,24,5,4,197,417
35099,"Simcoe--Grey/Simcoe--Grey"," 254","New Tecumseth",3,61,20,72,34,4,1,195,462
35099,"Simcoe--Grey/Simcoe--Grey"," 255","New Tecumseth",2,81,26,52,45,6,2,214,494
35099,"Simcoe--Grey/Simcoe--Grey"," 256","New Tecumseth",2,95,14,57,17,5,3,193,408
35099,"Simcoe--Grey/Simcoe--Grey"," 257","New Tecumseth",1,85,17,55,16,2,1,177,413
35099,"Simcoe--Grey/Simcoe--Grey"," 258A","New Tecumseth",0,62,11,45,16,5,2,141,329
35099,"Simcoe--Grey/Simcoe--Grey"," 258B","New Tecumseth",Merged with No./Fusionné avec le n°263A,,,,,,,,22
35099,"Simcoe--Grey/Simcoe--Grey"," 258C","New Tecumseth",2,56,9,63,15,1,0,146,402
35099,"Simcoe--Grey/Simcoe--Grey"," 259","New Tecumseth",1,91,15,60,12,4,0,183,453
35099,"Simcoe--Grey/Simcoe--Grey"," 260","New Tecumseth",0,94,17,132,23,3,0,269,596
35099,"Simcoe--Grey/Simcoe--Grey"," 261","New Tecumseth",1,93,30,52,35,4,1,216,516
35099,"Simcoe--Grey/Simcoe--Grey"," 262","New Tecumseth",3,94,33,70,51,6,0,257,627
35099,"Simcoe--Grey/Simcoe--Grey"," 263A","New Tecumseth",3,59,11,69,16,4,1,163,321
35099,"Simcoe--Grey/Simcoe--Grey"," 263B","New Tecumseth",2,52,6,61,15,1,4,141,412
35099,"Simcoe--Grey/Simcoe--Grey"," 264","New Tecumseth",1,69,20,73,18,3,2,186,415
35099,"Simcoe--Grey/Simcoe--Grey"," 265","New Tecumseth",1,67,16,47,17,4,0,152,339
35099,"Simcoe--Grey/Simcoe--Grey"," 400","Collingwood",0,29,4,17,4,2,0,56,195
35099,"Simcoe--Grey/Simcoe--Grey"," 401","New Tecumseth",1,29,8,20,5,1,0,64,143
35099,"Simcoe--Grey/Simcoe--Grey"," 500","Mobile poll/Bureau itinérant",0,24,4,20,5,0,3,56,84
35099,"Simcoe--Grey/Simcoe--Grey"," 501","Mobile poll/Bureau itinérant",2,20,7,34,11,0,3,77,181
35099,"Simcoe--Grey/Simcoe--Grey"," 502","Mobile poll/Bureau itinérant",1,37,4,37,4,0,4,87,153
35099,"Simcoe--Grey/Simcoe--Grey"," 503","Mobile poll/Bureau itinérant",2,21,6,17,4,1,4,55,100
35099,"Simcoe--Grey/Simcoe--Grey"," 504","Mobile poll/Bureau itinérant",1,13,7,18,5,1,0,45,125
35099,"Simcoe--Grey/Simcoe--Grey"," 505","Mobile poll/Bureau itinérant",0,35,9,41,5,0,4,94,131
35099,"Simcoe--Grey/Simcoe--Grey"," 506","Mobile poll/Bureau itinérant",1,29,8,34,4,2,4,82,167
35099,"Simcoe--Grey/Simcoe--Grey"," 600","The Blue Mountains",2,362,148,388,49,13,4,966,
35099,"Simcoe--Grey/Simcoe--Grey"," 601","The Blue Mountains",1,336,84,338,39,15,0,813,
35099,"Simcoe--Grey/Simcoe--Grey"," 602","Collingwood",0,421,142,530,54,13,7,1167,
35099,"Simcoe--Grey/Simcoe--Grey"," 603","Collingwood",0,242,101,334,51,10,7,745,
35099,"Simcoe--Grey/Simcoe--Grey"," 604","Collingwood",2,204,112,268,59,6,6,657,
35099,"Simcoe--Grey/Simcoe--Grey"," 605","Collingwood",1,320,132,356,82,14,8,913,
35099,"Simcoe--Grey/Simcoe--Grey"," 606","Wasaga Beach",5,528,113,371,105,13,6,1141,
35099,"Simcoe--Grey/Simcoe--Grey"," 607","Wasaga Beach",6,524,110,312,98,17,10,1077,
35099,"Simcoe--Grey/Simcoe--Grey"," 608","Wasaga Beach",3,522,102,364,123,11,2,1127,
35099,"Simcoe--Grey/Simcoe--Grey"," 609","Wasaga Beach",6,524,78,369,77,9,7,1070,
35099,"Simcoe--Grey/Simcoe--Grey"," 610","Clearview",0,349,81,136,46,7,4,623,
35099,"Simcoe--Grey/Simcoe--Grey"," 611","Clearview",3,232,50,126,56,1,0,468,
35099,"Simcoe--Grey/Simcoe--Grey"," 612","Clearview",1,260,127,117,27,10,1,543,
35099,"Simcoe--Grey/Simcoe--Grey"," 613","Clearview",2,214,41,84,31,6,2,380,
35099,"Simcoe--Grey/Simcoe--Grey"," 614","Adjala-Tosorontio",3,251,44,68,47,10,0,423,
35099,"Simcoe--Grey/Simcoe--Grey"," 615","Essa",2,270,33,70,78,10,3,466,
35099,"Simcoe--Grey/Simcoe--Grey"," 616","Essa",2,340,60,139,64,10,2,617,
35099,"Simcoe--Grey/Simcoe--Grey"," 617","Essa",2,444,62,185,114,7,2,816,
35099,"Simcoe--Grey/Simcoe--Grey"," 618","Essa",3,246,31,83,30,9,0,402,
35099,"Simcoe--Grey/Simcoe--Grey"," 619","Essa",1,338,62,134,53,13,0,601,
35099,"Simcoe--Grey/Simcoe--Grey"," 620","Adjala-Tosorontio",5,298,45,108,36,9,2,503,
35099,"Simcoe--Grey/Simcoe--Grey"," 621","New Tecumseth",2,494,121,279,74,13,6,989,
35099,"Simcoe--Grey/Simcoe--Grey"," 622","New Tecumseth",6,511,89,266,115,18,5,1010,
35099,"Simcoe--Grey/Simcoe--Grey"," 623","New Tecumseth",3,634,92,506,68,12,1,1316,
35099,"Simcoe--Grey/Simcoe--Grey"," 624","New Tecumseth",4,385,127,221,105,31,5,878,
35099,"Simcoe--Grey/Simcoe--Grey"," 625","New Tecumseth",1,341,62,293,78,14,2,791,
35099,"Simcoe--Grey/Simcoe--Grey"," 626","New Tecumseth",5,277,75,167,85,12,4,625,
35099,"Simcoe--Grey/Simcoe--Grey"," 627","Adjala-Tosorontio",1,196,32,169,34,12,8,452,
35099,"Simcoe--Grey/Simcoe--Grey",,Group 1/Groupe 1, 21,242,39,102,50,19,21,494,168
35099,"Simcoe--Grey/Simcoe--Grey",,Group 2/Groupe 2, 11,753,263,718,193,28,57,2023,
