Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Balagtas,Paul Coulbeck,Dave Epp,Katie Omstead,Mark Vercouteren,Tony Walsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 403","Leamington",1,1,15,15,1,3,8,44,99
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 500","Mobile poll/Bureau itinérant",0,0,34,40,6,5,3,88,138
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 501","Mobile poll/Bureau itinérant",3,1,20,22,7,8,5,66,134
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 502","Mobile poll/Bureau itinérant",1,0,15,9,0,0,8,33,55
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 503","Mobile poll/Bureau itinérant",1,0,47,53,5,7,1,114,159
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 504","Mobile poll/Bureau itinérant",1,0,15,22,2,6,3,49,99
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 505","Mobile poll/Bureau itinérant",1,0,44,37,0,14,2,98,154
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 506","Mobile poll/Bureau itinérant",2,0,23,38,1,5,8,77,127
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 507","Mobile poll/Bureau itinérant",0,2,36,33,4,2,3,80,152
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 508","Mobile poll/Bureau itinérant",1,0,43,28,0,5,5,82,163
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 600","Ridgetown",1,2,248,139,30,61,3,484,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 601","Ridgetown",8,2,288,186,37,83,4,608,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 602","Blenheim",13,2,277,180,17,90,4,583,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 603","Blenheim",9,1,267,160,36,70,3,546,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 604","Raleigh",5,0,206,128,9,51,1,400,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 605","Chatham",13,2,208,157,13,100,6,499,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 606","Chatham",6,0,92,89,9,48,2,246,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 607","Chatham",9,1,274,212,31,96,1,624,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 608","Chatham",14,2,277,269,40,115,8,725,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 609","Chatham",8,4,467,414,35,128,3,1059,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 610","Chatham",12,0,197,249,25,88,0,571,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 611","Chatham",2,0,286,246,9,75,5,623,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 612","Chatham",13,1,289,279,20,93,2,697,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 613","Raleigh",10,1,177,80,15,28,3,314,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 614","Tilbury",22,6,388,257,21,129,2,825,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 615","Lakeshore",18,1,362,203,17,120,8,729,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 616","Wheatley",13,1,439,189,16,62,3,723,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 617","Leamington",8,2,285,108,13,36,3,455,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 618","Leamington",17,4,434,269,17,73,9,823,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 619","Leamington",9,1,431,283,19,65,0,808,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 620","Leamington",15,1,287,238,31,73,2,647,
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington",,Group 1/Groupe 1, 3,0,13,50,4,12,8,90,122
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington",,Group 2/Groupe 2, 16,2,352,328,53,162,23,936,
