Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Garnett Genuis,Patrick McElrea,Laura Sanderson,Aidan Theroux,Ron Thiering,Darren Villetard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 181","Ardrossan",178,3,7,23,16,13,0,240,439
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 182","Ardrossan",152,0,0,18,13,6,2,191,364
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 183","Wyeclif",111,0,0,9,12,2,0,134,230
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 184","Ardrossan",205,3,6,27,24,5,1,271,487
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 185","Ardrossan",146,1,5,20,15,2,0,189,326
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 186","Whitecroft",173,1,2,33,26,4,0,239,494
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 187","Sherwood Park",193,0,4,21,22,10,0,250,501
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 188","Whitecroft",202,3,7,18,33,4,2,269,472
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 189","Whitecroft",187,0,7,25,7,2,1,229,494
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 190","Wyeclif",161,1,4,24,12,5,0,207,398
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 191","Wyeclif",180,0,1,18,14,4,0,217,373
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 192","Wyeclif",181,0,9,32,24,6,0,252,406
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 193","Ardrossan",92,0,1,17,11,4,0,125,240
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 194","Wyeclif",170,1,7,21,14,2,0,215,411
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 195","Ardrossan",135,1,4,22,19,4,2,187,313
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 196","Uncas",201,2,5,21,11,9,2,251,445
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 197","Whitecroft",172,1,6,15,13,5,1,213,354
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 198","Uncas",164,0,4,21,20,2,2,213,392
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 199","North Cooking Lake",110,4,6,26,16,11,1,174,366
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 200","North Cooking Lake",143,1,4,23,11,0,1,183,306
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 201","Whitecroft",193,2,4,22,15,4,0,240,412
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 202","Cooking Lake",139,1,2,8,15,3,0,168,347
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 203","Cooking Lake",172,2,4,26,18,4,1,227,368
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 204","Cooking Lake",175,1,6,15,13,2,0,212,409
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 205","Cooking Lake",120,0,0,15,15,4,3,157,313
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 206","Bretona",116,0,4,18,10,5,0,153,309
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 207","Bretona",131,0,10,20,18,3,0,182,417
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 208","Bretona",152,1,5,13,7,1,0,179,336
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 209","Cooking Lake",137,0,4,26,18,4,0,189,335
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 210","Cooking Lake",172,1,2,21,25,7,0,228,381
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 211","Cooking Lake",130,1,4,11,17,2,0,165,340
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 212","Strathcona County",165,0,3,24,14,4,2,212,390
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 213","Cooking Lake",155,0,4,24,10,8,0,201,378
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 214","Cooking Lake",154,2,7,26,9,6,0,204,368
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 215","North Cooking Lake",197,1,6,27,29,6,1,267,431
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 216","North Cooking Lake",155,0,6,12,14,6,0,193,377
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 217","Deville",185,0,7,12,18,10,2,234,475
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 218","Cooking Lake",106,0,5,17,9,4,0,141,298
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 219","Ministik Lake",134,1,4,21,11,7,1,179,315
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 220","Ministik Lake",140,0,11,15,21,5,1,193,333
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 400","Uncas",90,0,1,10,18,1,2,122,192
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 401","Uncas",100,1,0,9,18,1,0,129,219
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 402","Sherwood Park",102,1,4,15,10,0,4,136,180
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 500A","Mobile poll/Bureau itinérant",85,1,4,9,9,1,5,114,141
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°18B,,,,,,,,20
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 501","Mobile poll/Bureau itinérant",90,0,3,5,17,4,2,121,185
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 502","Mobile poll/Bureau itinérant",112,0,4,8,27,0,3,154,172
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 503","Mobile poll/Bureau itinérant",53,0,3,18,11,0,7,92,119
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 504","Mobile poll/Bureau itinérant",49,1,5,7,11,0,0,73,71
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 600","Strathcona County--Ardrossan",458,1,15,61,30,17,2,584,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 601","Fort Saskatchewan",754,3,28,127,81,25,13,1031,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 602","Fort Saskatchewan",963,0,27,119,87,30,2,1228,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 603","Fort Saskatchewan",1071,2,16,112,62,14,3,1280,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 604","Fort Saskatchewan",1082,2,27,117,87,30,6,1351,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 605","Wyeclif",820,3,17,70,56,18,5,989,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 606","Strathcona County",797,3,20,116,128,17,1,1082,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 607","Strathcona County",886,6,20,99,117,20,2,1150,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 608","Strathcona County",885,4,17,116,112,18,0,1152,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 609","Strathcona County",908,5,19,95,141,23,5,1196,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 610","Sherwood Park",923,5,35,100,135,16,3,1217,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 611","Sherwood Park",998,2,9,100,128,11,2,1250,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 612","Strathcona County",765,10,21,93,109,11,2,1011,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 613","Strathcona County",654,7,20,101,116,19,2,919,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 614","Strathcona County",610,2,26,90,126,8,1,863,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 615","Strathcona County",455,6,21,77,81,17,0,657,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 616","Strathcona County",758,2,22,54,106,20,6,968,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 617","Cooking Lake",729,3,24,57,65,14,2,894,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 618","Strathcona County",681,5,17,74,27,19,1,824,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 619","Strathcona County",646,3,27,66,59,33,2,836,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,Group 1/Groupe 1, 77,5,10,15,36,5,6,154,150
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,Group 2/Groupe 2, 1722,8,64,283,250,48,52,2427,
