Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Colette Amram Ducharme,Guillaume Côté,Jean-Christophe Cusson,Gérard Deltell,Jeanne-Paule Desgagnés,Sandra Mara Riedo,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 407","L'Ancienne-Lorette",1,1,48,28,18,2,7,105,74
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 408","L'Ancienne-Lorette",4,3,108,82,66,3,4,270,301
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 500","Mobile poll/Bureau itinérant",2,1,30,19,12,0,5,69,146
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 501","Mobile poll/Bureau itinérant",2,1,34,24,15,0,15,91,155
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 502A","Mobile poll/Bureau itinérant",1,1,16,5,2,0,3,28,55
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,63
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 503","Mobile poll/Bureau itinérant",1,5,40,21,13,1,10,91,130
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 600","Québec",46,19,177,472,213,19,13,959,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 601","Québec",53,24,214,581,244,19,17,1152,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 602","Québec",61,31,400,733,543,32,47,1847,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 603","Québec",89,47,437,842,531,48,34,2028,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 604","Québec",55,31,266,735,397,37,75,1596,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 605","Québec",55,18,181,548,271,32,28,1133,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 606","Québec",56,24,260,641,328,33,8,1350,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 607","Québec",95,32,269,596,336,44,60,1432,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 608","Québec",61,24,242,622,345,37,21,1352,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 609","Québec",45,18,171,490,262,19,15,1020,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 610","Québec",41,12,175,420,209,33,24,914,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 611","Québec",49,27,165,593,181,27,25,1067,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 612","Québec",66,51,227,838,249,33,28,1492,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 613","L'Ancienne-Lorette",84,44,286,805,376,40,25,1660,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 614","L'Ancienne-Lorette",59,40,334,691,408,41,28,1601,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 615","Québec",21,28,101,332,132,19,13,646,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 616","Québec",42,28,114,392,152,21,10,759,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent",,Group 1/Groupe 1, 36,16,59,356,21,19,42,549,79
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent",,Group 2/Groupe 2, 121,40,358,924,354,71,39,1907,
